"country","year","footprint","deficit","id"
"Afghanistan",1993,0.690465094,0.050080974,"AFG"
"Albania",1993,1.415386306,-0.534435863,"ALB"
"Algeria",1993,1.437160754,-0.885149833,"DZA"
"Angola",1993,0.741600813,3.430537597,"AGO"
"Antigua and Barbuda",1993,4.25534604,-2.931830267,"ATG"
"Argentina",1993,3.478118994,3.190282479,"ARG"
"Armenia",1993,1.158431104,-0.728255248,"ARM"
"Aruba",1993,11.49801655,-10.672636175,"ABW"
"Australia",1993,7.480382464,10.615708396,"AUS"
"Austria",1993,5.022633923,-1.777393407,"AUT"
"Bahamas",1993,5.188249485,8.122729165,"BHS"
"Bahrain",1993,9.387128032,-8.16528291,"BHR"
"Bangladesh",1993,0.473190727,-0.119349815,"BGD"
"Barbados",1993,3.263496105,-3.050552673,"BRB"
"Belarus",1993,5.004908633,-2.108385777,"BLR"
"Belgium",1993,6.749976876,-5.805735675,"BEL"
"Benin",1993,1.132251898,0.152063042,"BEN"
"Bermuda",1993,7.934096066,-7.797463412,"BMU"
"Bhutan",1993,4.473539017,2.429933075,"BTN"
"Bolivia",1993,2.411041387,23.950010563,"BOL"
"Bosnia and Herzegovina",1993,1.796525914,-0.20188687,"BIH"
"Botswana",1993,1.841357815,3.024635029,"BWA"
"Brazil",1993,2.900470657,8.725803243,"BRA"
"Brunei Darussalam",1993,3.210377759,1.253044222,"BRN"
"Bulgaria",1993,3.559371501,-1.36351297,"BGR"
"Burkina Faso",1993,1.382702635,0.091674483,"BFA"
"Burundi",1993,1.013314717,-0.354951141,"BDI"
"Cabo Verde",1993,1.617052618,-0.84285346,"CPV"
"Cambodia",1993,0.904944261,0.022027426,"KHM"
"Cameroon",1993,0.985585792,1.553360791,"CMR"
"Canada",1993,8.414818744,10.170055216,"CAN"
"Central African Republic",1993,1.610929444,9.710394106,"CAF"
"Chad",1993,1.490846913,2.140589791,"TCD"
"Chile",1993,3.441243488,0.583985761,"CHL"
"China",1993,1.703879229,-0.829415277,"CHN"
"Colombia",1993,2.130962316,2.968729749,"COL"
"Comoros",1993,1.374897817,-0.919289551,"COM"
"Congo",1993,1.132293301,17.549513909,"COG"
"Congo, Democratic Republic of",1993,1.026633673,4.3647039,"COD"
"Costa Rica",1993,2.523302012,-0.288194689,"CRI"
"Cote d'Ivoire",1993,0.971459867,1.3861202,"CIV"
"Croatia",1993,2.259247976,0.321633778,"HRV"
"Cuba",1993,1.692043516,-0.988159985,"CUB"
"Cyprus",1993,5.111381807,-4.384507249,"CYP"
"Czech Republic",1993,5.625444106,-3.195902928,"CZE"
"Denmark",1993,8.299138636,-3.607223332,"DNK"
"Djibouti",1993,1.320346911,-0.292157646,"DJI"
"Dominica",1993,2.108666846,-0.841148395,"DMA"
"Dominican Republic",1993,1.222320787,-0.607554101,"DOM"
"Ecuador",1993,1.63325116,1.684649598,"ECU"
"Egypt",1993,1.410953536,-0.942606721,"EGY"
"El Salvador",1993,1.326029432,-0.547440127,"SLV"
"Equatorial Guinea",1993,0.974278978,7.620180544,"GNQ"
"Eritrea",1993,0.862628474,1.653793723,"ERI"
"Estonia",1993,4.656730855,3.698642768,"EST"
"Ethiopia",1993,1.034468582,-0.451187764,"ETH"
"Fiji",1993,2.400339595,0.387622509,"FJI"
"Finland",1993,5.309828697,8.601656953,"FIN"
"France",1993,5.05261564,-2.251240333,"FRA"
"French Polynesia",1993,3.990812732,-2.690503706,"PYF"
"Gabon",1993,1.824410528,39.807334172,"GAB"
"Gambia",1993,1.130990429,0.279991618,"GMB"
"Germany",1993,5.882885576,-4.317784856,"DEU"
"Ghana",1993,1.282688708,0.157977553,"GHA"
