"country","year","footprint","deficit","id"
"Afghanistan",1984,0.972922441,-0.01931897,"AFG"
"Albania",1984,2.194421148,-1.062067542,"ALB"
"Algeria",1984,1.437824454,-0.757533694,"DZA"
"Angola",1984,0.889092326,4.521258893,"AGO"
"Antigua and Barbuda",1984,2.534349215,-1.253078102,"ATG"
"Argentina",1984,3.695029412,4.032967622,"ARG"
"Australia",1984,8.129452605,12.710913655,"AUS"
"Austria",1984,4.949153885,-1.515462966,"AUT"
"Bahamas",1984,5.812192999,9.974622161,"BHS"
"Bahrain",1984,10.18345067,-8.572054556,"BHR"
"Bangladesh",1984,0.492452168,-0.095800455,"BGD"
"Barbados",1984,3.582061457,-3.29686128,"BRB"
"Belgium",1984,6.415988772,-5.477222018,"BEL"
"Benin",1984,1.122503604,0.522421521,"BEN"
"Bermuda",1984,6.842680483,-6.700248748,"BMU"
"Bhutan",1984,5.036625192,2.334728145,"BTN"
"Bolivia",1984,2.433078031,28.896250589,"BOL"
"Botswana",1984,2.048692898,4.383493749,"BWA"
"Brazil",1984,2.744252061,10.570697919,"BRA"
"Brunei Darussalam",1984,5.244468296,0.493690788,"BRN"
"Bulgaria",1984,5.052433868,-2.488666415,"BGR"
"Burkina Faso",1984,1.255046312,0.194823215,"BFA"
"Burundi",1984,0.961837118,-0.258185945,"BDI"
"Cabo Verde",1984,1.447794901,-0.524752064,"CPV"
"Cambodia",1984,1.011125542,0.13565473,"KHM"
"Cameroon",1984,1.169893876,2.13148459,"CMR"
"Canada",1984,8.564537568,11.068290622,"CAN"
"Central African Republic",1984,1.672403579,12.249244431,"CAF"
"Chad",1984,1.505665716,3.234633113,"TCD"
"Chile",1984,2.428409448,2.027846075,"CHL"
"China",1984,1.46430196,-0.55258326,"CHN"
"Colombia",1984,2.130047774,3.939456712,"COL"
"Comoros",1984,1.319126768,-0.831077796,"COM"
"Congo",1984,1.031112855,22.733534255,"COG"
"Congo, Democratic Republic of",1984,1.027179914,6.112119056,"COD"
"Costa Rica",1984,2.368431719,0.60126083,"CRI"
"Cote d'Ivoire",1984,1.263982543,1.860203126,"CIV"
"Cuba",1984,2.730184832,-1.795924677,"CUB"
"Cyprus",1984,3.747397163,-3.094028978,"CYP"
"Czechoslovakia",1984,7.459648864,-4.944937034,"CSHH"
"Denmark",1984,8.79086116,-3.729009504,"DNK"
"Djibouti",1984,1.088525925,0.076026546,"DJI"
"Dominica",1984,1.295701867,-0.096088564,"DMA"
"Dominican Republic",1984,1.206662979,-0.400788096,"DOM"
"Ecuador",1984,1.869354615,2.030617421,"ECU"
"Egypt",1984,1.477696445,-1.103814781,"EGY"
"El Salvador",1984,1.171521843,-0.311194691,"SLV"
"Equatorial Guinea",1984,1.121802889,11.235374151,"GNQ"
"Ethiopia PDR",1984,1.390456259,-0.22456349,"ETH"
"Fiji",1984,1.91886067,1.173325833,"FJI"
"Finland",1984,6.530087634,7.803232576,"FIN"
"France",1984,5.115607438,-2.18818014,"FRA"
"French Polynesia",1984,4.277216032,-2.806362501,"PYF"
"Gabon",1984,1.859981379,51.133237331,"GAB"
"Gambia",1984,1.201687394,0.896781275,"GMB"
"Germany",1984,6.710672237,-5.106702618,"DEU"
"Ghana",1984,1.13320692,0.520157107,"GHA"
"Greece",1984,3.833180321,-2.082540289,"GRC"
"Guadeloupe",1984,2.488912488,-1.848828015,"GLP"
"Guatemala",1984,1.31714287,0.295983829,"GTM"
"Guinea",1984,1.535541458,3.061756263,"GIN"
"Guinea-Bissau",1984,1.607346419,3.471024387,"GNB"
"Guyana",1984,1.824008074,67.304955516,"GUY"
"Haiti",1984,0.621787014,-0.212873502,"HTI"
"Honduras",1984,1.834216029,2.238485597,"HND"
"Hungary",1984,4.931631713,-2.341175269,"HUN"
"India",1984,0.715926124,-0.26321191,"IND"
"Indonesia",1984,1.154440967,0.529183791,"IDN"
"Iran, Islamic Republic of",1984,1.364410667,-0.349026918,"IRN"
"Iraq",1984,1.438470574,-1.125128808,"IRQ"
"Ireland",1984,5.181762689,-0.704825677000001,"IRL"
"Israel",1984,3.763478267,-3.321160887,"ISR"
"Italy",1984,4.445331497,-3.364992781,"ITA"
"Jamaica",1984,1.263758785,-0.764551521,"JAM"
"Japan",1984,4.695831455,-3.96900865,"JPN"
"Jordan",1984,1.567713255,-1.305953091,"JOR"
"Kenya",1984,1.389131481,-0.467622995,"KEN"
"Korea, Democratic People's Republic of",1984,3.699145097,-2.701907525,"PRK"
"Korea, Republic of",1984,2.489267838,-1.546233347,"KOR"
"Lao People's Democratic Republic",1984,1.375634593,0.817362577,"LAO"
"Lebanon",1984,2.854771141,-2.489532915,"LBN"
"Lesotho",1984,1.449343224,-0.26116103,"LSO"
"Liberia",1984,1.093612058,4.399605319,"LBR"
"Libyan Arab Jamahiriya",1984,3.116349124,-2.042447481,"LBY"
"Luxembourg",1984,11.06804224,-9.03131687,"LUX"
"Madagascar",1984,1.626400863,4.029896092,"MDG"
"Malawi",1984,0.741181203,0.0452758249999999,"MWI"
"Malaysia",1984,2.612476486,1.421978888,"MYS"
