"country","year","footprint","deficit","id"
"Afghanistan",1961,1.211438883,0.112117402,"AFG"
"Albania",1961,1.921601918,-0.281800231,"ALB"
"Algeria",1961,0.736089434,0.709696285,"DZA"
"Angola",1961,0.873914975,8.996475781,"AGO"
"Argentina",1961,3.776809913,6.625644667,"ARG"
"Australia",1961,7.470903593,21.721170357,"AUS"
"Austria",1961,3.60533932,-0.341876895,"AUT"
"Barbados",1961,1.659221954,-1.303654215,"BRB"
"Belgium",1961,5.750656212,-4.861591113,"BEL"
"Benin",1961,1.317044111,1.932856286,"BEN"
"Bermuda",1961,4.201424655,-4.016195274,"BMU"
"Bolivia",1961,2.141759658,49.835944412,"BOL"
"Brazil",1961,2.405120036,20.372674234,"BRA"
"Bulgaria",1961,2.48476714,-0.285046091,"BGR"
"Burkina Faso",1961,1.102845934,0.891749195,"BFA"
"Burundi",1961,1.106660939,-0.232919087,"BDI"
"Cabo Verde",1961,0.531017707,0.861332005,"CPV"
"Cambodia",1961,1.558346696,0.146429917,"KHM"
"Cameroon",1961,1.300071863,4.478542919,"CMR"
"Canada",1961,7.438793521,18.817501029,"CAN"
"Central African Republic",1961,1.123596777,22.105353403,"CAF"
"Chad",1961,2.204313431,5.730465074,"TCD"
"Chile",1961,2.307872601,4.175818627,"CHL"
"China",1961,0.956861346,0.0193596060000001,"CHN"
"Colombia",1961,2.166203177,8.468538573,"COL"
"Comoros",1961,0.537923977,0.094002799,"COM"
"Congo",1961,0.970636553,45.820629027,"COG"
"Congo, Democratic Republic of",1961,0.957343455,13.384413625,"COD"
"Costa Rica",1961,2.204457444,3.849577082,"CRI"
"Cote d'Ivoire",1961,1.557663254,5.631191899,"CIV"
"Cuba",1961,1.50385001,-0.545954564,"CUB"
"Cyprus",1961,1.815635437,-1.082590373,"CYP"
"Czechoslovakia",1961,5.298007806,-2.9847585,"CSHH"
"Denmark",1961,5.887290872,-1.33609679,"DNK"
"Djibouti",1961,2.06500486,2.907146305,"DJI"
"Dominica",1961,0.686628294,0.376897592,"DMA"
"Dominican Republic",1961,0.974438542,0.146112766,"DOM"
"Ecuador",1961,1.236833687,6.350337701,"ECU"
"Egypt",1961,0.801617993,-0.378715929,"EGY"
"El Salvador",1961,1.125719295,0.073274912,"SLV"
"Ethiopia PDR",1961,1.941994568,0.0433026440000002,"ETH"
"Fiji",1961,1.123439572,3.641421638,"FJI"
"Finland",1961,6.748085861,7.855803919,"FIN"
"France",1961,4.229498907,-1.96404015,"FRA"
"Gabon",1961,1.221744243,86.062178017,"GAB"
