"country","year","footprint","deficit","id"
"Afghanistan",1994,0.66413383,0.0511429329999999,"AFG"
"Albania",1994,1.241209989,-0.354590976,"ALB"
"Algeria",1994,1.447929997,-0.92707131,"DZA"
"Angola",1994,0.753636066,3.328623842,"AGO"
"Antigua and Barbuda",1994,4.250576466,-2.962528668,"ATG"
"Argentina",1994,3.399837128,3.184084393,"ARG"
"Armenia",1994,1.115876509,-0.67455205,"ARM"
"Aruba",1994,11.31032702,-10.53158491,"ABW"
"Australia",1994,6.564927454,10.753599726,"AUS"
"Austria",1994,5.24351292,-1.931503467,"AUT"
"Bahamas",1994,5.197449122,7.863294958,"BHS"
"Bahrain",1994,9.936059275,-8.732151576,"BHR"
"Bangladesh",1994,0.464719713,-0.125276734,"BGD"
"Barbados",1994,2.949208111,-2.739028408,"BRB"
"Belarus",1994,4.312715417,-1.580343554,"BLR"
"Belgium",1994,6.928669564,-5.979104535,"BEL"
"Benin",1994,1.046478356,0.191438588,"BEN"
"Bermuda",1994,7.874349319,-7.738463022,"BMU"
"Bhutan",1994,4.59236286,2.467716749,"BTN"
"Bolivia",1994,2.416479756,23.365602794,"BOL"
"Bosnia and Herzegovina",1994,1.103890578,0.51083944,"BIH"
"Botswana",1994,2.332313046,2.403917963,"BWA"
"Brazil",1994,2.981740618,8.488147462,"BRA"
"Brunei Darussalam",1994,3.968967308,0.366328057,"BRN"
"Bulgaria",1994,3.607712708,-1.200823124,"BGR"
"Burkina Faso",1994,1.272019426,0.067989831,"BFA"
"Burundi",1994,0.949718087,-0.399568631,"BDI"
"Cabo Verde",1994,1.78545537,-1.042198497,"CPV"
"Cambodia",1994,0.884961814,0.00369882300000002,"KHM"
"Cameroon",1994,1.013430211,1.467816511,"CMR"
"Canada",1994,8.121923796,10.382103114,"CAN"
"Central African Republic",1994,1.59078828,9.47046541,"CAF"
"Chad",1994,1.514396275,2.11249441,"TCD"
"Chile",1994,3.654298709,0.345734231,"CHL"
"China",1994,1.747898926,-0.875150674,"CHN"
"Colombia",1994,2.159900935,2.824500869,"COL"
"Comoros",1994,1.434522797,-0.981463351,"COM"
"Congo",1994,1.015131678,17.192211422,"COG"
"Congo, Democratic Republic of",1994,1.016927284,4.180917471,"COD"
"Costa Rica",1994,2.692966871,-0.531524759,"CRI"
"Cote d'Ivoire",1994,1.011184146,1.302815101,"CIV"
"Croatia",1994,2.182264193,0.368081178,"HRV"
"Cuba",1994,1.705182422,-0.998842548,"CUB"
"Cyprus",1994,5.209957487,-4.608764246,"CYP"
"Czech Republic",1994,5.301408899,-2.777862237,"CZE"
"Denmark",1994,8.221028317,-3.563007048,"DNK"
"Djibouti",1994,1.30381015,-0.279724061,"DJI"
"Dominica",1994,2.03690263,-0.830052819,"DMA"
"Dominican Republic",1994,1.261518476,-0.673911249,"DOM"
"Ecuador",1994,2.020650225,1.267916782,"ECU"
"Egypt",1994,1.43758293,-0.990073953,"EGY"
"El Salvador",1994,1.435004111,-0.707991924,"SLV"
"Equatorial Guinea",1994,0.847861868,7.419763179,"GNQ"
"Eritrea",1994,1.047660793,1.57941461,"ERI"
"Estonia",1994,4.65271795,3.667514552,"EST"
"Ethiopia",1994,1.03758439,-0.467792746,"ETH"
"Fiji",1994,2.398381304,0.36503047,"FJI"
"Finland",1994,6.119027764,7.825329966,"FIN"
"France",1994,5.374810841,-2.538363462,"FRA"
"French Guiana",1994,3.551807079,204.279802821,"GUF"
"French Polynesia",1994,4.110105022,-2.794371821,"PYF"
"Gabon",1994,1.784367639,38.792059641,"GAB"
"Gambia",1994,1.12345764,0.243555475,"GMB"
"Germany",1994,5.942074077,-4.336422843,"DEU"
"Ghana",1994,1.323733265,0.0881766660000001,"GHA"
"Greece",1994,4.850545367,-2.987502315,"GRC"
"Guadeloupe",1994,3.057087442,-2.518152315,"GLP"
"Guatemala",1994,1.517863718,-0.0289481660000002,"GTM"
"Guinea",1994,1.181527173,1.911463776,"GIN"
"Guinea-Bissau",1994,1.498434848,2.583925091,"GNB"
"Guyana",1994,2.281050482,72.179406508,"GUY"
"Haiti",1994,0.531833913,-0.234129542,"HTI"
"Honduras",1994,1.701773111,1.325804658,"HND"
"Hungary",1994,3.956975691,-1.685089807,"HUN"
"India",1994,0.817639692,-0.355038884,"IND"
"Indonesia",1994,1.288765013,0.188667621,"IDN"
"Iran, Islamic Republic of",1994,1.917947662,-0.906326912,"IRN"
"Iraq",1994,2.006313189,-1.622478048,"IRQ"
"Ireland",1994,6.20074271,-2.076150025,"IRL"
"Israel",1994,5.344502202,-5.025849805,"ISR"
"Italy",1994,5.217306021,-4.089461997,"ITA"
"Jamaica",1994,1.639542393,-1.156606131,"JAM"
"Japan",1994,5.6861866,-4.998025953,"JPN"
"Jordan",1994,1.948537485,-1.700072922,"JOR"
"Kazakhstan",1994,7.187709112,-3.540609349,"KAZ"
"Kenya",1994,1.316834879,-0.545288697,"KEN"
"Korea, Democratic People's Republic of",1994,2.804890055,-1.895527133,"PRK"
"Korea, Republic of",1994,4.689997837,-3.883730679,"KOR"
"Kyrgyzstan",1994,0.985041678,0.316701962,"KGZ"
"Lao People's Democratic Republic",1994,1.183592846,0.516865492,"LAO"
"Latvia",1994,2.989864639,2.745876032,"LVA"
"Lebanon",1994,4.135129587,-3.57639781,"LBN"
"Lesotho",1994,1.319414635,-0.287483192,"LSO"
"Liberia",1994,1.125468296,4.432447189,"LBR"
"Libyan Arab Jamahiriya",1994,2.642846492,-1.796705906,"LBY"
"Lithuania",1994,2.801199722,0.133146991,"LTU"
"Luxembourg",1994,14.10675365,-12.282172275,"LUX"
"Macedonia TFYR",1994,2.84366681,-1.114362031,"MKD"
"Madagascar",1994,1.351342482,2.864060412,"MDG"
"Malawi",1994,0.687416668,-0.14394794,"MWI"
"Malaysia",1994,3.563821761,-0.34864181,"MYS"
"Mali",1994,1.44704174,0.836089359,"MLI"
"Malta",1994,6.732774699,-6.038251527,"MLT"
"Martinique",1994,3.029073033,-2.606909211,"MTQ"
"Mauritania",1994,2.249940036,5.389361486,"MRT"
"Mauritius",1994,2.637933899,-1.786868686,"MUS"
"Mexico",1994,2.717298589,-1.133523134,"MEX"
"Moldova",1994,1.902211656,-1.070581242,"MDA"
"Mongolia",1994,5.694629011,13.686553869,"MNG"
"Morocco",1994,1.481218853,-0.467117821,"MAR"
"Mozambique",1994,0.805865746,2.401467068,"MOZ"
"Myanmar",1994,0.86502023,0.85698112,"MMR"
"Namibia",1994,2.757149366,7.131994364,"NAM"
"Nepal",1994,0.821072049,-0.268295465,"NPL"
"Netherlands",1994,6.022878201,-5.063685763,"NLD"
"New Zealand",1994,5.218755742,7.791740368,"NZL"
"Nicaragua",1994,1.572125882,1.399229043,"NIC"
"Niger",1994,1.651587923,-0.1667784,"NER"
"Nigeria",1994,1.079802708,-0.239154903,"NGA"
"Norway",1994,7.065017289,1.858697499,"NOR"
"Oman",1994,2.816387353,-0.0564233670000003,"OMN"
"Pakistan",1994,0.755230568,-0.318466112,"PAK"
"Panama",1994,2.749977491,1.664171152,"PAN"
"Papua New Guinea",1994,1.271776699,4.715564353,"PNG"
"Paraguay",1994,4.402326567,9.575584013,"PRY"
"Peru",1994,1.847651086,3.040807328,"PER"
"Philippines",1994,1.234092369,-0.581787402,"PHL"
"Poland",1994,4.354551924,-2.475065299,"POL"
"Portugal",1994,4.497714911,-3.082208379,"PRT"
"Qatar",1994,9.794686624,-4.767615543,"QAT"
"Reunion",1994,2.67760812,-2.450500029,"REU"
"Romania",1994,3.195388676,-0.948489155,"ROU"
"Russian Federation",1994,5.085887412,1.463744329,"RUS"
"Rwanda",1994,0.778779035,-0.457124812,"RWA"
"Saint Lucia",1994,3.077745587,-2.45704719,"LCA"
"Samoa",1994,2.134446824,-0.423691098,"WSM"
"Sao Tome and Principe",1994,1.299298186,0.098249743,"STP"
"Senegal",1994,1.277763488,0.482084567,"SEN"
"Serbia and Montenegro",1994,2.570162016,-1.218488293,"SCG"
"Sierra Leone",1994,1.177952058,0.374750216,"SLE"
"Singapore",1994,6.926031758,-6.895043889,"SGP"
"Slovakia",1994,1.832791488,1.185967936,"SVK"
"Slovenia",1994,4.164654515,-1.770092464,"SVN"
"Somalia",1994,1.589126592,0.495422032,"SOM"
"South Africa",1994,3.150519667,-1.739946191,"ZAF"
"Spain",1994,4.65426897,-3.24253356,"ESP"
"Sri Lanka",1994,1.147002124,-0.664089216,"LKA"
"Sudan (former)",1994,2.00544909,0.93582568,""
"Swaziland",1994,1.894610295,-0.783786968,"SWZ"
"Sweden",1994,6.112225746,4.825851234,"SWE"
"Switzerland",1994,5.706368645,-4.382223613,"CHE"
"Syrian Arab Republic",1994,1.716060529,-0.727771015,"SYR"
"Tajikistan",1994,1.024230069,-0.551847838,"TJK"
"Tanzania, United Republic of",1994,1.27979667,0.0358085099999998,"TZA"
"Thailand",1994,2.058119924,-0.958851691,"THA"
"Timor-Leste",1994,0.592996675,1.968725574,"TLS"
"Togo",1994,1.010746212,-0.3526905,"TGO"
"Tonga",1994,1.96690031,-0.682570975,"TON"
"Trinidad and Tobago",1994,3.354270514,-1.581149663,"TTO"
