"country","year","footprint","deficit","id"
"Afghanistan",2011,0.797577077,-0.339839063,"AFG"
"Albania",2011,2.402041009,-1.371091717,"ALB"
"Algeria",2011,2.326286674,-1.716319462,"DZA"
"Angola",2011,1.094085188,1.46134523,"AGO"
"Antigua and Barbuda",2011,4.39138235,-3.430380241,"ATG"
"Argentina",2011,3.337569502,3.554075122,"ARG"
"Armenia",2011,2.062218613,-1.339722366,"ARM"
"Aruba",2011,12.29898821,-11.722627664,"ABW"
"Australia",2011,8.801746989,5.170453001,"AUS"
"Austria",2011,6.460972183,-3.364180813,"AUT"
"Azerbaijan",2011,2.164536524,-1.406576926,"AZE"
"Bahamas",2011,4.556665459,5.159679613,"BHS"
"Bahrain",2011,9.600875761,-9.048245018,"BHR"
"Bangladesh",2011,0.770640683,-0.368902146,"BGD"
"Barbados",2011,4.075411125,-3.886016138,"BRB"
"Belarus",2011,4.3032131,-1.053221809,"BLR"
"Belgium",2011,6.938731895,-6.017172697,"BEL"
"Benin",2011,1.320393145,-0.383324766,"BEN"
"Bermuda",2011,6.523539295,-6.388925087,"BMU"
"Bhutan",2011,4.417192808,1.029627397,"BTN"
"Bolivia",2011,3.054126035,14.419765335,"BOL"
"Bosnia and Herzegovina",2011,3.386970712,-1.717457494,"BIH"
"Botswana",2011,3.475393826,-0.110324907,"BWA"
"Brazil",2011,3.106044934,5.982841255,"BRA"
"Brunei Darussalam",2011,5.222467516,-2.254483465,"BRN"
"Bulgaria",2011,3.451492592,-0.469763465,"BGR"
"Burkina Faso",2011,1.18469263,-0.186393181,"BFA"
"Burundi",2011,0.791166486,-0.464449877,"BDI"
"Cabo Verde",2011,1.731003578,-1.108403836,"CPV"
"Cambodia",2011,1.258789996,-0.125207261,"KHM"
"Cameroon",2011,1.211657659,0.560183565,"CMR"
"Canada",2011,8.373124539,7.140398331,"CAN"
"Cayman Islands",2011,6.513806182,-6.1897625,"CYM"
"Central African Republic",2011,1.222854667,6.671857169,"CAF"
"Chad",2011,1.470351487,0.535881732,"TCD"
"Chile",2011,4.29106735,-0.775255158,"CHL"
"China",2011,3.585562785,-2.62194536,"CHN"
"Colombia",2011,1.992824314,1.698992533,"COL"
"Comoros",2011,1.05523007,-0.703257749,"COM"
"Congo",2011,1.02181567,10.33001399,"COG"
"Congo, Democratic Republic of",2011,0.785456424,2.190956359,"COD"
"Costa Rica",2011,2.486605435,-0.874358223,"CRI"
"Cote d'Ivoire",2011,1.14290492,0.853494136,"CIV"
"Croatia",2011,4.097565092,-1.231386994,"HRV"
"Cuba",2011,2.037021078,-1.284588452,"CUB"
"Cyprus",2011,4.744496725,-4.423303634,"CYP"
"Czech Republic",2011,6.057660695,-3.486951605,"CZE"
"Denmark",2011,6.420307163,-2.143928787,"DNK"
"Djibouti",2011,2.17231745,-1.405346231,"DJI"
"Dominica",2011,2.336323223,-1.2722846,"DMA"
"Dominican Republic",2011,1.709482792,-1.134470683,"DOM"
"Ecuador",2011,2.1286008,0.179509212,"ECU"
"Egypt",2011,1.980330019,-1.507083111,"EGY"
"El Salvador",2011,1.985006533,-1.384906271,"SLV"
"Equatorial Guinea",2011,3.59599217,0.754871506,"GNQ"
"Eritrea",2011,0.546040518,1.107167025,"ERI"
"Estonia",2011,5.749298882,3.518829752,"EST"
"Ethiopia",2011,1.032329191,-0.437256467,"ETH"
"Fiji",2011,3.156228977,-0.734065705,"FJI"
"Finland",2011,6.235917141,6.853391369,"FIN"
"France",2011,5.044273527,-2.365282179,"FRA"
"French Guiana",2011,2.752233015,110.032560285,"GUF"
"French Polynesia",2011,4.388098383,-2.974247205,"PYF"
"Gabon",2011,2.339839366,24.763565814,"GAB"
"Gambia",2011,1.064819745,-0.26354666,"GMB"
"Georgia",2011,1.628593351,-0.393115935,"GEO"
"Germany",2011,5.343968993,-3.720305848,"DEU"
"Ghana",2011,1.932932641,-0.581739874,"GHA"
"Greece",2011,4.884946752,-3.372912152,"GRC"
"Grenada",2011,3.172778859,-1.195656078,"GRD"
"Guadeloupe",2011,4.236834528,-3.772966034,"GLP"
"Guatemala",2011,1.793097874,-0.747251834,"GTM"
"Guinea",2011,1.481607474,0.685574515,"GIN"
"Guinea-Bissau",2011,1.424230359,1.589071591,"GNB"
"Guyana",2011,3.060741844,67.137039826,"GUY"
"Haiti",2011,0.650059047,-0.328973201,"HTI"
"Honduras",2011,1.881890764,-0.01013379,"HND"
"Hungary",2011,3.515239693,-1.136915165,"HUN"
"India",2011,1.062033051,-0.606121315,"IND"
"Indonesia",2011,1.493881848,-0.217416566,"IDN"
"Iran, Islamic Republic of",2011,2.955426538,-2.223600117,"IRN"
"Iraq",2011,1.682173863,-1.394051005,"IRQ"
"Ireland",2011,4.487281072,-1.023048204,"IRL"
"Israel",2011,5.992367391,-5.735868791,"ISR"
"Italy",2011,5.15148659,-4.184532081,"ITA"
"Jamaica",2011,2.070455272,-1.628459709,"JAM"
"Japan",2011,4.807947984,-4.205205589,"JPN"
"Jordan",2011,2.055343425,-1.845686195,"JOR"
"Kazakhstan",2011,6.924492503,-2.668611949,"KAZ"
"Kenya",2011,1.09055708,-0.561181797,"KEN"
"Korea, Democratic People's Republic of",2011,2.981827792,-2.362478738,"PRK"
"Korea, Republic of",2011,5.999868393,-5.311636146,"KOR"
"Kuwait",2011,8.483713682,-7.831297428,"KWT"
"Kyrgyzstan",2011,1.594316816,-0.36671386,"KGZ"
"Lao People's Democratic Republic",2011,1.356873071,0.30660147,"LAO"
"Latvia",2011,4.85145827,2.489014239,"LVA"
"Lebanon",2011,3.748096111,-3.428605114,"LBN"
"Lesotho",2011,1.644906237,-0.821832423,"LSO"
"Liberia",2011,1.186702899,1.473523518,"LBR"
"Libyan Arab Jamahiriya",2011,3.126906398,-2.464598124,"LBY"
"Lithuania",2011,5.208476101,-1.173098295,"LTU"
"Luxembourg",2011,14.64913984,-13.207294499,"LUX"
