"country","year","footprint","deficit","id"
"Afghanistan",1985,0.929104334,0.0385003859999999,"AFG"
"Albania",1985,2.110586061,-1.004652069,"ALB"
"Algeria",1985,1.647005585,-0.893000443,"DZA"
"Angola",1985,0.892357996,4.329971914,"AGO"
"Antigua and Barbuda",1985,3.089105929,-1.782653934,"ATG"
"Argentina",1985,3.248187417,4.163841639,"ARG"
"Australia",1985,7.498550572,12.800435448,"AUS"
"Austria",1985,5.104101007,-1.645474162,"AUT"
"Bahamas",1985,4.062677018,11.333078922,"BHS"
"Bahrain",1985,9.772022942,-8.200237379,"BHR"
"Bangladesh",1985,0.518063828,-0.110919989,"BGD"
"Barbados",1985,3.498439742,-3.21393515,"BRB"
"Belgium",1985,6.639813422,-5.722705506,"BEL"
"Benin",1985,1.115300945,0.466943031,"BEN"
"Bermuda",1985,7.677208479,-7.535196045,"BMU"
"Bhutan",1985,4.796269243,2.326202037,"BTN"
"Bolivia",1985,2.555915357,28.135698713,"BOL"
"Botswana",1985,1.787940819,4.427717189,"BWA"
"Brazil",1985,2.78257933,10.33371531,"BRA"
"Brunei Darussalam",1985,4.879921053,0.659704272,"BRN"
"Bulgaria",1985,4.909936494,-2.819295713,"BGR"
"Burkina Faso",1985,1.403844725,0.168426895,"BFA"
"Burundi",1985,1.089633549,-0.317289789,"BDI"
"Cabo Verde",1985,1.30396311,-0.445632116,"CPV"
"Cambodia",1985,1.046590917,0.122536533,"KHM"
"Cameroon",1985,1.218317768,2.001752792,"CMR"
"Canada",1985,9.192074727,10.518525943,"CAN"
"Central African Republic",1985,1.642532835,11.884011945,"CAF"
"Chad",1985,1.565164384,3.137944403,"TCD"
"Chile",1985,2.216865141,2.206577253,"CHL"
"China",1985,1.428264004,-0.546870764,"CHN"
"Colombia",1985,2.082807599,3.789795811,"COL"
"Comoros",1985,1.250222133,-0.754888718,"COM"
"Congo",1985,1.025689323,22.019686597,"COG"
"Congo, Democratic Republic of",1985,1.056354134,5.892132297,"COD"
"Costa Rica",1985,2.230158079,0.529314085,"CRI"
"Cote d'Ivoire",1985,1.335876529,1.732628107,"CIV"
"Cuba",1985,2.568441804,-1.666683437,"CUB"
"Cyprus",1985,3.939695315,-3.262543688,"CYP"
"Czechoslovakia",1985,7.369987254,-4.861034252,"CSHH"
"Denmark",1985,8.777232191,-3.865453316,"DNK"
"Djibouti",1985,1.096595727,0.025358832,"DJI"
"Dominica",1985,1.32677547,-0.143695367,"DMA"
"Dominican Republic",1985,1.117929699,-0.372737028,"DOM"
"Ecuador",1985,1.874795694,1.992790641,"ECU"
"Egypt",1985,1.491687165,-1.104605425,"EGY"
"El Salvador",1985,1.089953942,-0.280295615,"SLV"
"Equatorial Guinea",1985,1.186814292,10.359692038,"GNQ"
"Ethiopia PDR",1985,1.364609043,-0.272614169,"ETH"
"Fiji",1985,1.915978457,1.018527893,"FJI"
"Finland",1985,6.784892354,7.434489306,"FIN"
"France",1985,5.015310611,-2.111049836,"FRA"
"French Polynesia",1985,4.283290807,-2.739117619,"PYF"
"Gabon",1985,2.131412832,49.317358908,"GAB"
"Gambia",1985,1.200130328,0.758293643,"GMB"
"Germany",1985,6.784267844,-5.146956651,"DEU"
"Ghana",1985,1.10455431,0.485034592,"GHA"
"Greece",1985,4.18608716,-2.411500062,"GRC"
"Guadeloupe",1985,2.417167139,-1.787596508,"GLP"
"Guatemala",1985,1.324864568,0.266948434,"GTM"
"Guinea",1985,1.501300921,2.964638877,"GIN"
"Guinea-Bissau",1985,1.641911204,3.294979583,"GNB"
"Guyana",1985,1.837089941,67.882341629,"GUY"
"Haiti",1985,0.633463265,-0.226551285,"HTI"
"Honduras",1985,1.861908623,2.076996218,"HND"
"Hungary",1985,4.826242683,-2.310367419,"HUN"
"India",1985,0.713488252,-0.268251601,"IND"
"Indonesia",1985,1.10853087,0.540810438,"IDN"
"Iran, Islamic Republic of",1985,1.358866229,-0.345780099,"IRN"
"Iraq",1985,1.650178768,-1.175606698,"IRQ"
"Ireland",1985,5.558597502,-1.247112397,"IRL"
"Israel",1985,3.886138134,-3.414789501,"ISR"
"Italy",1985,4.638963873,-3.539248173,"ITA"
"Jamaica",1985,1.198111874,-0.70961498,"JAM"
"Japan",1985,4.627050646,-3.901832371,"JPN"
"Jordan",1985,1.566291387,-1.302938337,"JOR"
"Kenya",1985,1.41956197,-0.478247023,"KEN"
"Korea, Democratic People's Republic of",1985,3.772464035,-2.782850649,"PRK"
"Korea, Republic of",1985,2.584798726,-1.664354647,"KOR"
"Lao People's Democratic Republic",1985,1.379394517,0.75996602,"LAO"
"Lebanon",1985,3.044811381,-2.665901095,"LBN"
"Lesotho",1985,1.567789185,-0.380949101,"LSO"
"Liberia",1985,1.110860835,4.28625809,"LBR"
"Libyan Arab Jamahiriya",1985,2.745096522,-1.71009355,"LBY"
"Luxembourg",1985,11.51212161,-9.57405595,"LUX"
"Madagascar",1985,1.593315109,3.899565634,"MDG"
"Malawi",1985,0.742813145,0.0193802390000001,"MWI"
"Malaysia",1985,2.220757427,1.719268007,"MYS"
"Mali",1985,1.208814639,1.109539773,"MLI"
