"country","year","footprint","deficit","id"
"Afghanistan",1973,1.041727734,0.00442135899999996,"AFG"
"Albania",1973,2.042451395,-0.740934171,"ALB"
"Algeria",1973,0.744861718,0.301090693,"DZA"
"Angola",1973,1.147979033,6.676286779,"AGO"
"Argentina",1973,4.303158392,4.033392743,"ARG"
"Australia",1973,8.469227212,14.886219438,"AUS"
"Austria",1973,5.387548225,-2.126220343,"AUT"
"Bahamas",1973,12.78452478,7.26286979,"BHS"
"Bangladesh",1973,0.554136068,-0.102488707,"BGD"
"Barbados",1973,2.836510791,-2.507946745,"BRB"
"Belgium",1973,7.924789667,-7.040055861,"BEL"
"Benin",1973,1.245570335,1.06016865,"BEN"
"Bermuda",1973,7.008776586,-6.854881501,"BMU"
"Bolivia",1973,2.321723503,36.774086907,"BOL"
"Botswana",1973,1.955838458,7.718813784,"BWA"
"Brazil",1973,2.568146749,13.842869381,"BRA"
"Bulgaria",1973,4.793910591,-2.380458922,"BGR"
"Burkina Faso",1973,1.253818358,0.502587708,"BFA"
"Burundi",1973,1.15578011,-0.279035293,"BDI"
"Cabo Verde",1973,0.759708647,0.19468449,"CPV"
"Cambodia",1973,1.115090421,0.043688081,"KHM"
"Cameroon",1973,1.310620754,3.233199837,"CMR"
"Canada",1973,10.1423835,12.12214238,"CAN"
"Central African Republic",1973,1.52658509,16.92766766,"CAF"
"Chad",1973,1.908762941,4.144767716,"TCD"
"Chile",1973,2.350268772,2.743084526,"CHL"
"China",1973,1.154100703,-0.269665689,"CHN"
"Colombia",1973,2.223921364,5.518446288,"COL"
"Comoros",1973,0.876385416,-0.283704915,"COM"
"Congo",1973,0.93569996,32.04970792,"COG"
"Congo, Democratic Republic of",1973,1.004168774,9.223226146,"COD"
"Costa Rica",1973,2.7321407,1.262043882,"CRI"
"Cote d'Ivoire",1973,1.736310344,2.950882497,"CIV"
"Cuba",1973,2.307469486,-1.495570535,"CUB"
"Cyprus",1973,3.518455379,-3.058062541,"CYP"
"Czechoslovakia",1973,7.396792908,-4.94637154,"CSHH"
"Denmark",1973,9.227036443,-4.890229561,"DNK"
"Djibouti",1973,1.819106257,0.442066471,"DJI"
"Dominica",1973,0.990020952,0.091282827,"DMA"
"Dominican Republic",1973,1.224107932,-0.304226759,"DOM"
"Ecuador",1973,1.336952927,3.548428804,"ECU"
"Egypt",1973,0.830666181,-0.385621733,"EGY"
"El Salvador",1973,1.258697135,-0.233203066,"SLV"
"Equatorial Guinea",1973,1.044456915,13.002181795,"GNQ"
"Ethiopia PDR",1973,1.535269967,-0.069783068,"ETH"
"Fiji",1973,1.81550345,1.800638473,"FJI"
"Finland",1973,7.605381062,6.962581218,"FIN"
"France",1973,6.338118521,-3.63189661,"FRA"
"French Polynesia",1973,3.610871471,-1.464540297,"PYF"
"Gabon",1973,1.672761848,67.613853922,"GAB"
"Gambia",1973,1.41416587,1.837403119,"GMB"
"Germany",1973,7.266096508,-5.801020831,"DEU"
"Ghana",1973,1.269111299,0.956053387,"GHA"
"Greece",1973,3.732968898,-2.141030885,"GRC"
"Guadeloupe",1973,1.728228438,-0.936480982,"GLP"
"Guatemala",1973,1.38848797,0.581214159,"GTM"
"Guinea",1973,1.568207622,3.636406361,"GIN"
"Guinea-Bissau",1973,1.358810231,4.695789756,"GNB"
"Guyana",1973,2.921915824,78.617322696,"GUY"
"Haiti",1973,0.647691442,-0.178911499,"HTI"
"Honduras",1973,2.274443694,3.334973217,"HND"
"Hungary",1973,4.484887269,-2.455813591,"HUN"
"India",1973,0.660690628,-0.192420809,"IND"
"Indonesia",1973,1.158547892,0.911888562,"IDN"
"Iran, Islamic Republic of",1973,0.876926266,0.418599436,"IRN"
"Ireland",1973,5.773473913,-1.111340794,"IRL"
"Israel",1973,4.147792219,-3.652142951,"ISR"
"Italy",1973,4.687990041,-3.640227597,"ITA"
"Jamaica",1973,1.748105781,-1.204299888,"JAM"
"Japan",1973,5.863017219,-5.063522068,"JPN"
"Jordan",1973,0.834246106,-0.571883705,"JOR"
"Kenya",1973,1.571752708,-0.202021951,"KEN"
"Korea, Democratic People's Republic of",1973,2.963477071,-1.888968833,"PRK"
"Korea, Republic of",1973,1.867188256,-0.785202086,"KOR"
"Lao People's Democratic Republic",1973,1.532182958,1.226412161,"LAO"
"Lebanon",1973,2.639113091,-2.251514264,"LBN"
"Lesotho",1973,1.567634249,0.0240149310000002,"LSO"
