"country","year","footprint","deficit","id"
"Afghanistan",1987,0.988614798,0.0134156000000001,"AFG"
"Albania",1987,2.056304191,-0.994370684,"ALB"
"Algeria",1987,1.448113754,-0.791081332,"DZA"
"Angola",1987,0.875720144,4.053189516,"AGO"
"Antigua and Barbuda",1987,3.636115027,-2.289227592,"ATG"
"Argentina",1987,3.570872016,3.433704543,"ARG"
"Aruba",1987,5.252956175,-4.291008591,"ABW"
"Australia",1987,6.559616952,12.659711388,"AUS"
"Austria",1987,4.926557692,-1.551191341,"AUT"
"Bahamas",1987,6.868836591,7.868698359,"BHS"
"Bahrain",1987,8.090946916,-6.615067228,"BHR"
"Bangladesh",1987,0.49359046,-0.10484001,"BGD"
"Barbados",1987,3.525607118,-3.260586691,"BRB"
"Belgium",1987,6.966487323,-6.058041032,"BEL"
"Benin",1987,1.031305589,0.415409681,"BEN"
"Bermuda",1987,8.138428229,-7.99923506,"BMU"
"Bhutan",1987,4.545487796,2.162619972,"BTN"
"Bolivia",1987,2.473273816,26.996064464,"BOL"
"Botswana",1987,1.940187808,3.853801481,"BWA"
"Brazil",1987,2.919961248,9.897778812,"BRA"
"Brunei Darussalam",1987,3.958937969,1.253392342,"BRN"
"Bulgaria",1987,5.169505014,-2.805820461,"BGR"
"Burkina Faso",1987,1.340401888,0.163001843,"BFA"
"Burundi",1987,1.097074373,-0.327151933,"BDI"
"Cabo Verde",1987,1.509770627,-0.491998537,"CPV"
"Cambodia",1987,1.016086699,0.0757488720000001,"KHM"
"Cameroon",1987,1.153444648,1.84812679,"CMR"
"Canada",1987,9.286598282,10.524337228,"CAN"
"Central African Republic",1987,1.630458197,11.282791993,"CAF"
"Chad",1987,1.564680366,2.796830485,"TCD"
"Chile",1987,2.477991772,1.868962206,"CHL"
"China",1987,1.509711929,-0.629882613,"CHN"
"Colombia",1987,2.052096629,3.585730179,"COL"
"Comoros",1987,1.20429654,-0.727637739,"COM"
"Congo",1987,0.959826983,20.755673767,"COG"
"Congo, Democratic Republic of",1987,1.017115789,5.556198886,"COD"
"Costa Rica",1987,2.222930359,0.364472016,"CRI"
"Cote d'Ivoire",1987,1.368127462,1.570512633,"CIV"
"Cuba",1987,2.655024436,-1.762232775,"CUB"
"Cyprus",1987,4.475999158,-3.819321006,"CYP"
"Czechoslovakia",1987,7.334326773,-4.830727381,"CSHH"
"Denmark",1987,8.649934751,-3.990275139,"DNK"
"Djibouti",1987,0.890496969,0.100876,"DJI"
"Dominica",1987,1.476935161,-0.222147517,"DMA"
"Dominican Republic",1987,1.280230818,-0.539974809,"DOM"
"Ecuador",1987,1.618989736,2.081989814,"ECU"
"Egypt",1987,1.433021044,-1.022249806,"EGY"
"El Salvador",1987,1.093386495,-0.358200245,"SLV"
"Equatorial Guinea",1987,1.197145463,9.389570197,"GNQ"
"Ethiopia PDR",1987,1.310820461,-0.249846703,"ETH"
"Fiji",1987,1.880391654,0.963804101,"FJI"
"Finland",1987,6.36858124,7.25300961,"FIN"
"France",1987,5.29736259,-2.38133936,"FRA"
"French Polynesia",1987,4.404857595,-2.933023109,"PYF"
"Gabon",1987,1.490255875,46.984157645,"GAB"
"Gambia",1987,1.373489935,0.504440981,"GMB"
"Germany",1987,6.703693634,-5.099115479,"DEU"
"Ghana",1987,1.119078177,0.414210741,"GHA"
"Greece",1987,4.633407457,-2.883042788,"GRC"
"Guadeloupe",1987,2.510341409,-1.878327232,"GLP"
"Guatemala",1987,1.364952163,0.159116901,"GTM"
"Guinea",1987,1.390486025,2.811734463,"GIN"
"Guinea-Bissau",1987,1.636632546,3.086586623,"GNB"
"Guyana",1987,1.818383287,69.508958663,"GUY"
"Haiti",1987,0.632590447,-0.240471637,"HTI"
"Honduras",1987,1.744962559,1.981945983,"HND"
"Hungary",1987,4.918352679,-2.391150212,"HUN"
"India",1987,0.715962153,-0.292307697,"IND"
"Indonesia",1987,1.148248864,0.463533666,"IDN"
"Iran, Islamic Republic of",1987,1.37561959,-0.389083895,"IRN"
"Iraq",1987,1.472201318,-1.123479995,"IRQ"
"Ireland",1987,5.799312356,-1.505478258,"IRL"
"Israel",1987,4.475766459,-3.995021632,"ISR"
"Italy",1987,4.984787716,-3.813017496,"ITA"
"Jamaica",1987,1.381065272,-0.882318216,"JAM"
"Japan",1987,4.943155644,-4.228128836,"JPN"
"Jordan",1987,1.587716369,-1.325931077,"JOR"
"Kenya",1987,1.40884826,-0.50686663,"KEN"
"Korea, Democratic People's Republic of",1987,3.599166922,-2.583620018,"PRK"
"Korea, Republic of",1987,2.799158098,-1.900470833,"KOR"
"Lao People's Democratic Republic",1987,1.305782989,0.673872603,"LAO"
"Lebanon",1987,3.436569022,-2.966081767,"LBN"
"Lesotho",1987,1.637759721,-0.510479265,"LSO"
"Liberia",1987,1.388869993,3.994629727,"LBR"
"Libyan Arab Jamahiriya",1987,2.609099371,-1.634952174,"LBY"
"Luxembourg",1987,11.4746714,-9.558353785,"LUX"
"Madagascar",1987,1.546304532,3.621981033,"MDG"
"Malawi",1987,0.729821975,-0.032053782,"MWI"
"Malaysia",1987,2.128237069,1.627709926,"MYS"
"Mali",1987,1.155717976,1.071933542,"MLI"
"Malta",1987,5.257330902,-4.543133176,"MLT"
"Martinique",1987,3.207402964,-2.729079574,"MTQ"
"Mauritania",1987,2.860498993,6.360588846,"MRT"
"Mauritius",1987,1.900966198,-0.928315904,"MUS"
"Mexico",1987,2.335140591,-0.513016685,"MEX"
"Mongolia",1987,6.662007094,16.164971086,"MNG"
"Morocco",1987,1.11093835,-0.273742844,"MAR"
"Mozambique",1987,0.859539598,2.889198756,"MOZ"
"Myanmar",1987,0.756676732,1.066428364,"MMR"
"Namibia",1987,1.458426818,11.194490452,"NAM"
"Nepal",1987,0.832729174,-0.243201734,"NPL"
"Netherlands",1987,5.595041914,-4.620624655,"NLD"
"New Zealand",1987,4.564864131,9.372281739,"NZL"
"Nicaragua",1987,1.853301478,1.726326515,"NIC"
"Niger",1987,1.591107525,-0.00691540300000004,"NER"
"Nigeria",1987,1.004162267,-0.263534698,"NGA"
"Norway",1987,9.180731234,0.0299411100000011,"NOR"
"Oman",1987,2.516818827,1.033173643,"OMN"
"Pakistan",1987,0.672068244,-0.208279961,"PAK"
"Panama",1987,2.335487447,2.973254226,"PAN"
"Papua New Guinea",1987,1.701066772,5.313748859,"PNG"
"Paraguay",1987,4.109245456,14.722479484,"PRY"
