"country","year","footprint","deficit","id"
"Afghanistan",2004,0.619414181,-0.116588815,"AFG"
"Albania",2004,1.880194874,-1.020755536,"ALB"
"Algeria",2004,1.866338498,-1.238362923,"DZA"
"Angola",2004,0.82386563,2.257606161,"AGO"
"Antigua and Barbuda",2004,4.35064358,-3.303863007,"ATG"
"Argentina",2004,3.179200312,3.532264387,"ARG"
"Armenia",2004,1.443230544,-0.796487538,"ARM"
"Aruba",2004,14.57197371,-13.971645068,"ABW"
"Australia",2004,9.025965873,7.523058827,"AUS"
"Austria",2004,6.075331575,-2.85349731,"AUT"
"Azerbaijan",2004,2.220781902,-1.451473345,"AZE"
"Bahamas",2004,4.28186995,6.83110027,"BHS"
"Bahrain",2004,9.959826961,-9.10374723,"BHR"
"Bangladesh",2004,0.58103043,-0.225845768,"BGD"
"Barbados",2004,4.186608351,-3.988514421,"BRB"
"Belarus",2004,4.226030648,-1.063568314,"BLR"
"Belgium",2004,7.409544872,-6.408023018,"BEL"
"Benin",2004,1.140396111,-0.065763161,"BEN"
"Bermuda",2004,6.735234936,-6.603839663,"BMU"
"Bhutan",2004,4.060279077,1.841637452,"BTN"
"Bolivia",2004,2.526299449,18.058290471,"BOL"
"Bosnia and Herzegovina",2004,3.028648591,-1.248081997,"BIH"
"Botswana",2004,3.048864127,0.824404979,"BWA"
"Brazil",2004,2.825200492,6.995398575,"BRA"
"Brunei Darussalam",2004,5.416881762,-1.989441427,"BRN"
"Bulgaria",2004,4.151538832,-1.319708268,"BGR"
"Burkina Faso",2004,1.05118548,0.0426454549999999,"BFA"
"Burundi",2004,1.031855252,-0.506223516,"BDI"
"Cabo Verde",2004,1.662926681,-0.997064042,"CPV"
"Cambodia",2004,0.940888811,-0.042875888,"KHM"
"Cameroon",2004,1.008800679,0.918347482,"CMR"
"Canada",2004,9.046964573,7.736768567,"CAN"
"Cayman Islands",2004,4.310362033,-3.919504671,"CYM"
"Central African Republic",2004,1.378929062,7.673350583,"CAF"
"Chad",2004,1.469715292,1.072143461,"TCD"
"Chile",2004,3.701525215,0.0413142359999998,"CHL"
"China",2004,2.474796487,-1.549886711,"CHN"
"Colombia",2004,1.893253242,2.293389539,"COL"
"Comoros",2004,1.101432785,-0.702708241,"COM"
"Congo",2004,1.03352324,12.9863147,"COG"
"Congo, Democratic Republic of",2004,0.857693119,2.923120856,"COD"
"Costa Rica",2004,2.370799178,-0.640258929,"CRI"
"Cote d'Ivoire",2004,1.048956665,1.110111666,"CIV"
"Croatia",2004,4.222435094,-1.427134425,"HRV"
"Cuba",2004,1.884609586,-1.021138553,"CUB"
"Cyprus",2004,5.593809374,-5.13944136,"CYP"
"Czech Republic",2004,7.385734088,-4.594371139,"CZE"
"Denmark",2004,8.246951254,-3.679604305,"DNK"
"Djibouti",2004,1.510188792,-0.48996208,"DJI"
"Dominica",2004,2.329065447,-1.225952424,"DMA"
"Dominican Republic",2004,1.390335319,-0.830967045,"DOM"
"Ecuador",2004,1.805144712,0.834055161,"ECU"
"Egypt",2004,1.615616102,-1.096826998,"EGY"
"El Salvador",2004,1.962627391,-1.318291949,"SLV"
"Equatorial Guinea",2004,3.701228736,1.916245637,"GNQ"
"Eritrea",2004,0.831536166,1.119809788,"ERI"
"Estonia",2004,8.703317397,0.211636234,"EST"
"Ethiopia",2004,0.9676007,-0.439461344,"ETH"
"Fiji",2004,2.999977842,-0.40599056,"FJI"
"Finland",2004,6.867532143,6.714376047,"FIN"
"France",2004,5.561121479,-2.614985156,"FRA"
"French Guiana",2004,2.654396048,137.384702752,"GUF"
"French Polynesia",2004,5.091615941,-3.730001224,"PYF"
"Gabon",2004,2.6360859,29.0640427,"GAB"
"Gambia",2004,1.218479954,-0.086768043,"GMB"
"Georgia",2004,1.326960327,-0.0783619580000001,"GEO"
"Germany",2004,5.370591807,-3.547972617,"DEU"
"Ghana",2004,1.730840635,-0.285158007,"GHA"
"Greece",2004,6.144732322,-4.501643988,"GRC"
"Grenada",2004,2.734132306,-0.502061716,"GRD"
"Guadeloupe",2004,3.784929176,-3.277323267,"GLP"
"Guatemala",2004,1.799423366,-0.552253304,"GTM"
"Guinea",2004,1.398993415,1.133626284,"GIN"
"Guinea-Bissau",2004,1.514376095,1.921214666,"GNB"
"Guyana",2004,2.446296094,69.755919856,"GUY"
"Haiti",2004,0.594194426,-0.340135255,"HTI"
"Honduras",2004,1.90060045,0.317686063,"HND"
"Hungary",2004,4.768094498,-1.921771311,"HUN"
"India",2004,0.859713725,-0.439196382,"IND"
"Indonesia",2004,1.400182993,-0.060091787,"IDN"
"Iran, Islamic Republic of",2004,2.730108065,-1.740869479,"IRN"
"Iraq",2004,1.250423903,-0.938977409,"IRQ"
"Ireland",2004,5.742695792,-1.866842529,"IRL"
"Israel",2004,6.146425159,-5.822091769,"ISR"
"Italy",2004,5.858426234,-4.723064156,"ITA"
"Jamaica",2004,1.598945723,-1.162810399,"JAM"
"Japan",2004,5.128954351,-4.494119435,"JPN"
"Jordan",2004,2.414735588,-2.178274698,"JOR"
"Kazakhstan",2004,4.127018751,-0.663760396,"KAZ"
"Kenya",2004,1.019668611,-0.447646372,"KEN"
"Korea, Democratic People's Republic of",2004,3.019203612,-2.309600903,"PRK"
"Korea, Republic of",2004,5.594413171,-4.829488016,"KOR"
"Kuwait",2004,7.91873293,-7.193489691,"KWT"
"Kyrgyzstan",2004,1.161015441,0.300132544,"KGZ"
