"country","year","footprint","deficit","id"
"Afghanistan",2000,0.648084626,-0.138317953,"AFG"
"Albania",2000,1.525848137,-0.658226104,"ALB"
"Algeria",2000,1.43947969,-0.962818105,"DZA"
"Angola",2000,0.766614869,2.677125169,"AGO"
"Antigua and Barbuda",2000,4.208483864,-3.105449458,"ATG"
"Argentina",2000,3.140875786,3.750335479,"ARG"
"Armenia",2000,1.144260233,-0.661987978,"ARM"
"Aruba",2000,13.80490515,-13.149331984,"ABW"
"Australia",2000,7.972549666,9.475007154,"AUS"
"Austria",2000,5.574971962,-2.406636849,"AUT"
"Azerbaijan",2000,1.87881909,-1.182746897,"AZE"
"Bahamas",2000,6.539679654,5.536321106,"BHS"
"Bahrain",2000,9.907323025,-8.884019882,"BHR"
"Bangladesh",2000,0.571823094,-0.185813904,"BGD"
"Barbados",2000,4.499456622,-4.266443784,"BRB"
"Belarus",2000,3.876508704,-1.14450201,"BLR"
"Belgium",2000,7.520974357,-6.532373808,"BEL"
"Benin",2000,1.109134842,0.058540483,"BEN"
"Bermuda",2000,6.961477112,-6.827301591,"BMU"
"Bhutan",2000,4.48554425,2.043107746,"BTN"
"Bolivia",2000,2.822874951,19.730922909,"BOL"
"Bosnia and Herzegovina",2000,2.944374404,-1.269738602,"BIH"
"Botswana",2000,3.264868963,0.864891076,"BWA"
"Brazil",2000,3.0835647,7.2549946,"BRA"
"Brunei Darussalam",2000,4.668297378,-0.942507049,"BRN"
"Bulgaria",2000,3.043367418,-0.891877433,"BGR"
"Burkina Faso",2000,0.961104238,0.103522434,"BFA"
"Burundi",2000,0.80447107,-0.347067894,"BDI"
"Cabo Verde",2000,1.461330122,-0.725465556,"CPV"
"Cambodia",2000,0.902829154,-0.0283311429999999,"KHM"
"Cameroon",2000,0.957098244,1.179090273,"CMR"
"Canada",2000,9.019143674,8.678717546,"CAN"
"Cayman Islands",2000,5.61183404,-5.16624706,"CYM"
"Central African Republic",2000,1.415413544,8.306534448,"CAF"
"Chad",2000,1.546858974,1.426597316,"TCD"
"Chile",2000,3.691664368,0.0646284019999999,"CHL"
"China",2000,1.946162679,-1.038207899,"CHN"
"Colombia",2000,1.975047769,2.504269084,"COL"
"Comoros",2000,1.168967252,-0.736740308,"COM"
"Congo",2000,0.898452712,14.568306328,"COG"
"Congo, Democratic Republic of",2000,0.902354988,3.418402,"COD"
"Costa Rica",2000,2.535824897,-0.675547604,"CRI"
"Cote d'Ivoire",2000,1.133096381,1.247155407,"CIV"
"Croatia",2000,3.224994296,-0.553306272,"HRV"
"Cuba",2000,1.813852588,-0.99442141,"CUB"
"Cyprus",2000,5.399959228,-5.00246104,"CYP"
"Czech Republic",2000,5.580808176,-3.037731931,"CZE"
"Denmark",2000,8.796235925,-4.010391885,"DNK"
"Djibouti",2000,1.353359335,-0.329434143,"DJI"
"Dominica",2000,2.791337479,-1.605261469,"DMA"
"Dominican Republic",2000,1.691390937,-1.131401287,"DOM"
"Ecuador",2000,1.763050815,1.008942103,"ECU"
"Egypt",2000,1.649055783,-1.116786088,"EGY"
"El Salvador",2000,1.733554677,-1.067191564,"SLV"
"Equatorial Guinea",2000,1.163330005,5.416158744,"GNQ"
"Eritrea",2000,0.968687016,1.295853275,"ERI"
"Estonia",2000,5.931573389,2.918202678,"EST"
"Ethiopia",2000,1.008975512,-0.459952927,"ETH"
"Fiji",2000,2.649429264,-0.0298801019999999,"FJI"
"Finland",2000,6.230189276,7.758264454,"FIN"
"France",2000,5.561771729,-2.572295868,"FRA"
"French Guiana",2000,2.541715449,166.451803351,"GUF"
"French Polynesia",2000,4.660327563,-3.327498578,"PYF"
"Gabon",2000,1.27054225,33.57797415,"GAB"
"Gambia",2000,1.210736677,0.0619169989999999,"GMB"
"Germany",2000,5.489308457,-3.744926291,"DEU"
"Ghana",2000,1.521787939,-0.134362926,"GHA"
