"country","year","overshoot_day","country_3_code","number.of.earth.required"
"Brunei Darussalam",1981,272.362549226881,"BRN",3.3
"Brunei Darussalam",1982,216.303618946717,"BRN",3.3
"Brunei Darussalam",1983,203.491418751324,"BRN",3.3
"Brunei Darussalam",1984,155.754109367714,"BRN",3.3
"Brunei Darussalam",1985,165.731141199164,"BRN",3.3
"Brunei Darussalam",1986,224.21004370123,"BRN",3.3
"Brunei Darussalam",1987,198.09885008884,"BRN",3.3
"Brunei Darussalam",1988,247.97102033436,"BRN",3.3
"Brunei Darussalam",1989,203.207667453756,"BRN",3.3
"Brunei Darussalam",1990,188.497066234232,"BRN",3.3
"Brunei Darussalam",1991,192.42256288028,"BRN",3.3
"Brunei Darussalam",1992,222.786832961148,"BRN",3.3
"Brunei Darussalam",1993,227.50722343052,"BRN",3.3
"Brunei Darussalam",1994,182.923331664235,"BRN",3.3
"Brunei Darussalam",1995,142.98724046365,"BRN",3.3
"Brunei Darussalam",1996,143.671551949336,"BRN",3.3
"Brunei Darussalam",1997,140.411623808875,"BRN",3.3
"Brunei Darussalam",1998,111.566478018252,"BRN",3.3
"Brunei Darussalam",1999,129.645912741094,"BRN",3.3
"Brunei Darussalam",2000,146.558134125471,"BRN",3.3
"Brunei Darussalam",2001,186.443631216564,"BRN",3.3
"Brunei Darussalam",2002,186.111775029077,"BRN",3.3
"Brunei Darussalam",2003,156.218676463787,"BRN",3.3
"Brunei Darussalam",2004,123.055669448985,"BRN",3.3
"Brunei Darussalam",2005,150.95883743303,"BRN",3.3
"Brunei Darussalam",2006,116.799120787665,"BRN",3.3
"Brunei Darussalam",2007,125.777539163189,"BRN",3.3
"Brunei Darussalam",2008,119.281138591488,"BRN",3.3
"Brunei Darussalam",2009,132.974011853054,"BRN",3.3
"Brunei Darussalam",2010,132.633605837167,"BRN",3.3
"Brunei Darussalam",2011,119.351575318389,"BRN",3.3
"Brunei Darussalam",2012,121.44397707352,"BRN",3.3
"Brunei Darussalam",2013,117.047084340815,"BRN",3.3
"Brunei Darussalam",2014,110.712663069921,"BRN",3.3
