"name","footprint","id"
"Afghanistan",0.654876241,"AFG"
"Albania",2.058032281,"ALB"
"Algeria",1.913115795,"DZA"
"Angola",0.804743153,"AGO"
"Antigua and Barbuda",4.529344051,"ATG"
"Argentina",3.149250314,"ARG"
"Armenia",1.586751681,"ARM"
"Aruba",14.85568517,"ABW"
"Australia",9.20972036,"AUS"
"Austria",6.440385745,"AUT"
"Azerbaijan",2.333942252,"AZE"
"Bahamas",5.103340049,"BHS"
"Bahrain",10.60332265,"BHR"
"Bangladesh",0.632262799,"BGD"
"Barbados",4.560927346,"BRB"
"Belarus",4.427764315,"BLR"
"Belgium",7.653052463,"BEL"
"Benin",1.147280537,"BEN"
"Bermuda",7.54658256,"BMU"
"Bhutan",4.281420504,"BTN"
"Bolivia",2.648832754,"BOL"
"Bosnia and Herzegovina",3.079986283,"BIH"
"Botswana",3.339104883,"BWA"
"Brazil",2.670151227,"BRA"
"Brunei Darussalam",5.546809606,"BRN"
"Bulgaria",4.139656258,"BGR"
"Burkina Faso",1.279015114,"BFA"
"Burundi",0.929628209,"BDI"
"Cabo Verde",1.549498494,"CPV"
"Cambodia",1.060570505,"KHM"
"Cameroon",1.065831222,"CMR"
"Canada",8.565845959,"CAN"
"Cayman Islands",4.410632241,"CYM"
"Central African Republic",1.348604045,"CAF"
"Chad",1.488606763,"TCD"
"Chile",3.798077142,"CHL"
"China",2.769282869,"CHN"
"Colombia",1.948486989,"COL"
"Comoros",1.022463059,"COM"
"Congo",1.083460623,"COG"
"Congo, Democratic Republic of",0.844630495,"COD"
"Costa Rica",2.583200831,"CRI"
"Cote d'Ivoire",1.113208459,"CIV"
"Croatia",4.580721759,"HRV"
"Cuba",1.907088303,"CUB"
"Cyprus",5.558618524,"CYP"
"Czech Republic",6.419046458,"CZE"
"Denmark",7.944631439,"DNK"
"Djibouti",1.529809829,"DJI"
"Dominica",2.292406442,"DMA"
"Dominican Republic",1.647960772,"DOM"
"Ecuador",1.807915711,"ECU"
"Egypt",1.902125051,"EGY"
"El Salvador",2.066257549,"SLV"
"Equatorial Guinea",3.393148472,"GNQ"
"Eritrea",0.701033272,"ERI"
"Estonia",8.016170949,"EST"
"Ethiopia",0.986918633,"ETH"
"Fiji",2.853404565,"FJI"
"Finland",7.298802376,"FIN"
"France",5.450430134,"FRA"
"French Guiana",2.339710841,"GUF"
"French Polynesia",4.792213038,"PYF"
"Gabon",2.653637879,"GAB"
"Gambia",1.117689884,"GMB"
"Georgia",1.454459713,"GEO"
"Germany",5.454088139,"DEU"
"Ghana",1.774228479,"GHA"
"Greece",6.277727787,"GRC"
"Grenada",2.966615506,"GRD"
"Guadeloupe",3.587233849,"GLP"
"Guatemala",1.76331157,"GTM"
"Guinea",1.422092865,"GIN"
"Guinea-Bissau",1.54754244,"GNB"
"Guyana",2.292934408,"GUY"
"Haiti",0.596641325,"HTI"
"Honduras",1.914975206,"HND"
"Hungary",4.128610813,"HUN"
"India",0.903410863,"IND"
"Indonesia",1.336746654,"IDN"
"Iran, Islamic Republic of",2.835497077,"IRN"
"Iraq",1.320925377,"IRQ"
"Ireland",6.374125645,"IRL"
"Israel",5.831360592,"ISR"
"Italy",5.862601325,"ITA"
"Jamaica",1.638940454,"JAM"
"Japan",5.08350308,"JPN"
"Jordan",2.391902335,"JOR"
"Kazakhstan",5.174307102,"KAZ"
"Kenya",1.130537986,"KEN"
"Korea, Democratic People's Republic of",3.168569032,"PRK"
"Korea, Republic of",5.761520701,"KOR"
"Kuwait",9.949834217,"KWT"
"Kyrgyzstan",1.223904293,"KGZ"
"Lao People's Democratic Republic",1.29386797,"LAO"
"Latvia",5.735032881,"LVA"
"Lebanon",3.393113419,"LBN"
"Lesotho",1.590324482,"LSO"
"Liberia",1.29318309,"LBR"
"Libyan Arab Jamahiriya",3.313352688,"LBY"
"Lithuania",4.798523304,"LTU"
"Luxembourg",14.75386374,"LUX"
"Macedonia TFYR",3.35260714,"MKD"
"Madagascar",1.109124039,"MDG"
"Malawi",0.763744735,"MWI"
"Malaysia",4.610779206,"MYS"
"Mali",1.523635049,"MLI"
"Malta",6.28138854,"MLT"
"Martinique",3.929636271,"MTQ"
"Mauritania",2.405919817,"MRT"
"Mauritius",3.172347502,"MUS"
"Mexico",2.968895808,"MEX"
"Micronesia, Federated States of",2.220966116,"FSM"
"Moldova",1.868748643,"MDA"
"Mongolia",7.376599439,"MNG"
"Montenegro",3.204978555,"MNE"
"Morocco",1.65294498,"MAR"
"Mozambique",0.848187999,"MOZ"
"Myanmar",1.408762047,"MMR"
"Namibia",1.984994968,"NAM"
"Nepal",0.887062606,"NPL"
"Netherlands",7.025725464,"NLD"
"New Zealand",5.694257849,"NZL"
"Nicaragua",1.784715366,"NIC"
"Niger",1.640960815,"NER"
"Nigeria",1.371521447,"NGA"
"Norway",6.511384625,"NOR"
"Oman",6.141020191,"OMN"
"Pakistan",0.854569877,"PAK"
"Panama",2.95798143,"PAN"
"Papua New Guinea",1.990148049,"PNG"
"Paraguay",2.86433636,"PRY"
"Peru",2.026024521,"PER"
"Philippines",1.272160054,"PHL"
"Poland",4.480053678,"POL"
"Portugal",4.602259132,"PRT"
"Qatar",15.94603966,"QAT"
"Reunion",3.853627584,"REU"
"Romania",3.272464207,"ROU"
"Russian Federation",5.329232269,"RUS"
"Rwanda",0.70085299,"RWA"
"Saint Lucia",3.028080091,"LCA"
"Samoa",2.335350672,"WSM"
"Sao Tome and Principe",1.479533773,"STP"
"Senegal",1.191750779,"SEN"
"Serbia",3.256314749,"SRB"
"Sierra Leone",1.164659015,"SLE"
"Singapore",7.272642711,"SGP"
"Slovakia",4.601242682,"SVK"
"Slovenia",5.706723004,"SVN"
"Somalia",1.355730479,"SOM"
"South Africa",3.592774025,"ZAF"
"Spain",5.905006295,"ESP"
"Sri Lanka",1.322880734,"LKA"
"Sudan (former)",2.036446487,"SDN"
"Sudan (former)",2.036446487,"SSD"
"Suriname",2.615600227,"SUR"
"Swaziland",1.832169374,"SWZ"
"Sweden",5.544605902,"SWE"
"Switzerland",5.572617568,"CHE"
"Syrian Arab Republic",2.005113082,"SYR"
"Tajikistan",0.901887941,"TJK"
"Tanzania, United Republic of",1.245960595,"TZA"
"Thailand",2.338559499,"THA"
"Timor-Leste",0.516369915,"TLS"
"Togo",0.9532617,"TGO"
"Tonga",1.992901825,"TON"
"Trinidad and Tobago",7.852270343,"TTO"
"Tunisia",2.012839583,"TUN"
"Turkey",3.132611331,"TUR"
"Turkmenistan",5.109244381,"TKM"
"Uganda",1.515080517,"UGA"
"Ukraine",3.388558144,"UKR"
"United Arab Emirates",12.25210543,"ARE"
"United Kingdom",6.218749174,"GBR"
"United States of America",10.12403527,"USA"
"Uruguay",3.283513619,"URY"
"Uzbekistan",2.224844332,"UZB"
"Venezuela, Bolivarian Republic of",3.005554901,"VEN"
"Viet Nam",1.347169667,"VNM"
"World",2.798725754,"WORLD"
"Yemen",1.009542406,"YEM"
"Zambia",0.897223405,"ZMB"
"Zimbabwe",1.314936884,"ZWE"
