"name","footprint","id"
"Afghanistan",0.657659787,"AFG"
"Albania",1.155907857,"ALB"
"Algeria",1.46069451,"DZA"
"Angola",0.699743958,"AGO"
"Antigua and Barbuda",4.235950568,"ATG"
"Argentina",3.261350212,"ARG"
"Armenia",1.028197898,"ARM"
"Aruba",11.23380243,"ABW"
"Australia",8.032834395,"AUS"
"Austria",5.384805094,"AUT"
"Bahamas",4.778348716,"BHS"
"Bahrain",9.223253475,"BHR"
"Bangladesh",0.486231709,"BGD"
"Barbados",3.068290561,"BRB"
"Belarus",4.221434048,"BLR"
"Belgium",7.033589976,"BEL"
"Benin",1.103682617,"BEN"
"Bermuda",7.539430811,"BMU"
"Bhutan",4.63572095,"BTN"
"Bolivia",2.496795777,"BOL"
"Bosnia and Herzegovina",1.124070858,"BIH"
"Botswana",2.432248476,"BWA"
"Brazil",3.104819639,"BRA"
"Brunei Darussalam",4.973021814,"BRN"
"Bulgaria",3.599532953,"BGR"
"Burkina Faso",1.269329628,"BFA"
"Burundi",0.995298998,"BDI"
"Cabo Verde",1.728630165,"CPV"
"Cambodia",0.951639424,"KHM"
"Cameroon",1.022477709,"CMR"
"Canada",8.284144513,"CAN"
"Central African Republic",1.569912455,"CAF"
"Chad",1.485340346,"TCD"
"Chile",3.981223885,"CHL"
"China",1.86092357,"CHN"
"Colombia",2.184998797,"COL"
"Comoros",1.429025867,"COM"
"Congo",1.025911835,"COG"
"Congo, Democratic Republic of",0.958675112,"COD"
"Costa Rica",2.568845222,"CRI"
"Cote d'Ivoire",1.149420935,"CIV"
"Croatia",2.64605813,"HRV"
"Cuba",1.704715443,"CUB"
"Cyprus",5.062248074,"CYP"
"Czech Republic",5.616243829,"CZE"
"Denmark",8.654072714,"DNK"
"Djibouti",1.245031723,"DJI"
"Dominica",2.012976236,"DMA"
"Dominican Republic",1.323403575,"DOM"
"Ecuador",2.139080898,"ECU"
"Egypt",1.46798209,"EGY"
"El Salvador",1.51496668,"SLV"
"Equatorial Guinea",0.961836074,"GNQ"
"Eritrea",0.952651404,"ERI"
"Estonia",4.417972561,"EST"
"Ethiopia",1.054366236,"ETH"
"Fiji",2.569207682,"FJI"
"Finland",6.733029728,"FIN"
"France",5.310382015,"FRA"
"French Guiana",3.081073376,"GUF"
"French Polynesia",4.197715007,"PYF"
"Gabon",1.601516198,"GAB"
"Gambia",1.098045482,"GMB"
"Germany",5.855908849,"DEU"
"Ghana",1.389420357,"GHA"
"Greece",5.062128319,"GRC"
"Guadeloupe",2.906411121,"GLP"
"Guatemala",1.551148324,"GTM"
"Guinea",1.400258154,"GIN"
"Guinea-Bissau",1.589729939,"GNB"
"Guyana",2.49099748,"GUY"
"Haiti",0.595766411,"HTI"
"Honduras",1.73799795,"HND"
"Hungary",3.41619195,"HUN"
"India",0.81871262,"IND"
"Indonesia",1.357459747,"IDN"
"Iran, Islamic Republic of",2.022806995,"IRN"
"Iraq",1.890109058,"IRQ"
"Ireland",6.167362031,"IRL"
"Israel",5.32967327,"ISR"
"Italy",5.283140274,"ITA"
"Jamaica",1.673545177,"JAM"
"Japan",5.732465966,"JPN"
"Jordan",1.776253736,"JOR"
"Kazakhstan",5.981913368,"KAZ"
"Kenya",1.275037989,"KEN"
"Korea, Democratic People's Republic of",2.62000682,"PRK"
"Korea, Republic of",4.925839305,"KOR"
"Kyrgyzstan",0.831219876,"KGZ"
"Lao People's Democratic Republic",1.159642943,"LAO"
"Latvia",2.929439373,"LVA"
"Lebanon",4.438030566,"LBN"
"Lesotho",1.158053684,"LSO"
