"country","footprint","country_3_code"
"Armenia",4763682.287,"ARM"
"Afghanistan",16492141.06,"AFG"
"Albania",6278521.382,"ALB"
"Algeria",64566320.41,"DZA"
"Angola",14921145.16,"AGO"
"Antigua and Barbuda",378050.7729,"ATG"
"Argentina",124580565.8,"ARG"
"Australia",189777332.5,"AUS"
"Austria",53257933.42,"AUT"
"Bahamas",1713706.666,"BHS"
"Bahrain",9975690.599,"BHR"
"Barbados",1254437.496,"BRB"
"Bangladesh",91576311.58,"BGD"
"Bermuda",491010.8703,"BMU"
"Bhutan",2855364.889,"BTN"
"Bolivia",24590014.65,"BOL"
"Botswana",6329841.1,"BWA"
"Brazil",509192498.7,"BRA"
"Aruba",1497898.763,"ABW"
"Brunei Darussalam",2042057.923,"BRN"
"Bulgaria",31563263.93,"BGR"
"Myanmar",70939060.32,"MMR"
"Burundi",7639749.989,"BDI"
"Cameroon",19821369.41,"CMR"
"Canada",279344232.3,"CAN"
"Cabo Verde",741070.9198,"CPV"
"Cayman Islands",220655.1092,"CYM"
"Central African Republic",5565837.054,"CAF"
"Sri Lanka",26024239.47,"LKA"
"Chad",15516640.87,"TCD"
"Chile",61831557.2,"CHL"
"Colombia",85413289.57,"COL"
"Comoros",648051.4279,"COM"
"Congo",3905431.423,"COG"
"Costa Rica",11130470.01,"CRI"
"Cuba",21502802.41,"CUB"
"Cyprus",5827044.43,"CYP"
"Azerbaijan",20216933.72,"AZE"
"Benin",9687315.302,"BEN"
"Denmark",43224357.82,"DNK"
"Dominica",162050.217,"DMA"
"Dominican Republic",15443584.35,"DOM"
"Belarus",42480991.3,"BLR"
"Ecuador",25252062.7,"ECU"
"Egypt",145083250.9,"EGY"
"El Salvador",12330516.02,"SLV"
"Equatorial Guinea",2191017.105,"GNQ"
"Estonia",10816780.55,"EST"
"Fiji",2360878.445,"FJI"
"Finland",38439873.31,"FIN"
"France",335988486.8,"FRA"
"French Guiana",492043.5175,"GUF"
"French Polynesia",1235101.799,"PYF"
"Djibouti",1206929.664,"DJI"
"Georgia",6442078.331,"GEO"
"Gabon",3738763.597,"GAB"
"Gambia",1662820.749,"GMB"
"Germany",442086014.2,"DEU"
"Bosnia and Herzegovina",11822527.35,"BIH"
"Ghana",38947686.85,"GHA"
"Greece",69671479.75,"GRC"
"Grenada",306329.7585,"GRD"
"Guadeloupe",1623990.946,"GLP"
"Guatemala",23787073.08,"GTM"
"Guinea",14076301.53,"GIN"
"Guyana",1705266.823,"GUY"
"Haiti",5614084.891,"HTI"
"Honduras",13418288.3,"HND"
"Hungary",41610204.08,"HUN"
"Croatia",20010974.71,"HRV"
"India",1049844730,"IND"
"Indonesia",306467884.9,"IDN"
"Iran, Islamic Republic of",201102535.2,"IRN"
"Iraq",36612088.67,"IRQ"
"Ireland",27370112.7,"IRL"
"Israel",39389906.87,"ISR"
"Italy",345593317.6,"ITA"
"Cote d'Ivoire",20579217.29,"CIV"
"Kazakhstan",80735229.13,"KAZ"
"Jamaica",4411109.8,"JAM"
"Japan",646301331.1,"JPN"
"Jordan",13227746.64,"JOR"
"Kyrgyzstan",6323473.045,"KGZ"
"Kenya",41022701.35,"KEN"
"Cambodia",14344640.72,"KHM"
"Korea, Democratic People's Republic of",75950284.07,"PRK"
"Korea, Republic of",275986069,"KOR"
"Kuwait",23775128.86,"KWT"
"Latvia",12611911.37,"LVA"
"Lao People's Democratic Republic",7554687.855,"LAO"
"Lebanon",13765997,"LBN"
"Lesotho",3085770.15,"LSO"
"Liberia",4377166.185,"LBR"
"Libyan Arab Jamahiriya",19572471.01,"LBY"
"Lithuania",15861662.88,"LTU"
"Madagascar",20880479.64,"MDG"
"Malawi",10014526.76,"MWI"
"Malaysia",121092894.3,"MYS"
"Mali",20279430.73,"MLI"
"Malta",2511877.015,"MLT"
"Martinique",1560945.834,"MTQ"
"Mauritania",7799414.651,"MRT"
"Mauritius",3894722.628,"MUS"
"Mexico",330684521.8,"MEX"
"Mongolia",18872881.99,"MNG"
"Morocco",50731196.21,"MAR"
"Mozambique",18437826.24,"MOZ"
"Micronesia, Federated States of",234711.6999,"FSM"
"Moldova",7745308.88,"MDA"
"Namibia",4077020.711,"NAM"
"Nepal",22881159.66,"NPL"
"Netherlands",115229623.2,"NLD"
"Macedonia TFYR",6863893.029,"MKD"
"New Zealand",23845160.73,"NZL"
"Nicaragua",9727091.763,"NIC"
"Niger",22966067.08,"NER"
"Nigeria",196563710.7,"NGA"
"Norway",30389283.82,"NOR"
"Pakistan",133760695.5,"PAK"
"Panama",9993836.349,"PAN"
"Czech Republic",65933235.69,"CZE"
"Papua New Guinea",12410881.97,"PNG"
"Paraguay",16850317.38,"PRY"
"Peru",56627385.35,"PER"
"Philippines",111432186.4,"PHL"
"Poland",172387093,"POL"
"Portugal",48400116.59,"PRT"
"Guinea-Bissau",2312956.893,"GNB"
"Timor-Leste",520702.2665,"TLS"
"Eritrea",3017555.617,"ERI"
"Qatar",15761830.98,"QAT"
"Zimbabwe",17262360.44,"ZWE"
"Reunion",3085206.623,"REU"
"Romania",69395875.96,"ROU"
"Rwanda",6469602.01,"RWA"
"Russian Federation",763881495,"RUS"
"Saint Lucia",507675.8135,"LCA"
"Sao Tome and Principe",231671.3158,"STP"
"Senegal",13798567.68,"SEN"
"Sierra Leone",6106551.747,"SLE"
"Slovenia",11445232.15,"SVN"
"Slovakia",24790253.15,"SVK"
"Singapore",33560628.95,"SGP"
"Somalia",11777149.91,"SOM"
"South Africa",176145809.2,"ZAF"
"Spain",262996570.6,"ESP"
"Sudan (former)",84012987.28,""
"Suriname",1297214.787,"SUR"
"Tajikistan",6267733.22,"TJK"
"Swaziland",2048731.705,"SWZ"
"Sweden",50385219.98,"SWE"
"Switzerland",41684961.67,"CHE"
"Syrian Arab Republic",37552157.25,"SYR"
"Turkmenistan",24532495.93,"TKM"
"Tanzania, United Republic of",50163371.29,"TZA"
"Thailand",154753005.6,"THA"
"Togo",5464258.042,"TGO"
