"name","total","id"
"Afghanistan",0.797577077,"AFG"
"Albania",2.402041009,"ALB"
"Algeria",2.326286674,"DZA"
"Angola",1.094085188,"AGO"
"Antigua and Barbuda",4.39138235,"ATG"
"Argentina",3.337569502,"ARG"
"Armenia",2.062218613,"ARM"
"Aruba",12.29898821,"ABW"
"Australia",8.801746989,"AUS"
"Austria",6.460972183,"AUT"
"Azerbaijan",2.164536524,"AZE"
"Bahamas",4.556665459,"BHS"
"Bahrain",9.600875761,"BHR"
"Bangladesh",0.770640683,"BGD"
"Barbados",4.075411125,"BRB"
"Belarus",4.3032131,"BLR"
"Belgium",6.938731895,"BEL"
"Benin",1.320393145,"BEN"
"Bermuda",6.523539295,"BMU"
"Bhutan",4.417192808,"BTN"
"Bolivia",3.054126035,"BOL"
"Bosnia and Herzegovina",3.386970712,"BIH"
"Botswana",3.475393826,"BWA"
"Brazil",3.106044934,"BRA"
"Brunei Darussalam",5.222467516,"BRN"
"Bulgaria",3.451492592,"BGR"
"Burkina Faso",1.18469263,"BFA"
"Burundi",0.791166486,"BDI"
"Cabo Verde",1.731003578,"CPV"
"Cambodia",1.258789996,"KHM"
"Cameroon",1.211657659,"CMR"
"Canada",8.373124539,"CAN"
"Cayman Islands",6.513806182,"CYM"
"Central African Republic",1.222854667,"CAF"
"Chad",1.470351487,"TCD"
"Chile",4.29106735,"CHL"
"China",3.585562785,"CHN"
"Colombia",1.992824314,"COL"
"Comoros",1.05523007,"COM"
"Congo",1.02181567,"COG"
"Congo, Democratic Republic of",0.785456424,"COD"
"Costa Rica",2.486605435,"CRI"
"Cote d'Ivoire",1.14290492,"CIV"
"Croatia",4.097565092,"HRV"
"Cuba",2.037021078,"CUB"
"Cyprus",4.744496725,"CYP"
"Czech Republic",6.057660695,"CZE"
"Denmark",6.420307163,"DNK"
"Djibouti",2.17231745,"DJI"
"Dominica",2.336323223,"DMA"
"Dominican Republic",1.709482792,"DOM"
"Ecuador",2.1286008,"ECU"
"Egypt",1.980330019,"EGY"
"El Salvador",1.985006533,"SLV"
"Equatorial Guinea",3.59599217,"GNQ"
"Eritrea",0.546040518,"ERI"
"Estonia",5.749298882,"EST"
"Ethiopia",1.032329191,"ETH"
"Fiji",3.156228977,"FJI"
"Finland",6.235917141,"FIN"
"France",5.044273527,"FRA"
"French Guiana",2.752233015,"GUF"
"French Polynesia",4.388098383,"PYF"
"Gabon",2.339839366,"GAB"
"Gambia",1.064819745,"GMB"
"Georgia",1.628593351,"GEO"
"Germany",5.343968993,"DEU"
"Ghana",1.932932641,"GHA"
"Greece",4.884946752,"GRC"
"Grenada",3.172778859,"GRD"
"Guadeloupe",4.236834528,"GLP"
"Guatemala",1.793097874,"GTM"
"Guinea",1.481607474,"GIN"
"Guinea-Bissau",1.424230359,"GNB"
"Guyana",3.060741844,"GUY"
"Haiti",0.650059047,"HTI"
"Honduras",1.881890764,"HND"
"Hungary",3.515239693,"HUN"
"India",1.062033051,"IND"
"Indonesia",1.493881848,"IDN"
"Iran, Islamic Republic of",2.955426538,"IRN"
"Iraq",1.682173863,"IRQ"
"Ireland",4.487281072,"IRL"
"Israel",5.992367391,"ISR"
"Italy",5.15148659,"ITA"
"Jamaica",2.070455272,"JAM"
"Japan",4.807947984,"JPN"
"Jordan",2.055343425,"JOR"
"Kazakhstan",6.924492503,"KAZ"
"Kenya",1.09055708,"KEN"
"Korea, Democratic People's Republic of",2.981827792,"PRK"
"Korea, Republic of",5.999868393,"KOR"
"Kuwait",8.483713682,"KWT"
"Kyrgyzstan",1.594316816,"KGZ"
"Lao People's Democratic Republic",1.356873071,"LAO"
"Latvia",4.85145827,"LVA"
"Lebanon",3.748096111,"LBN"
"Lesotho",1.644906237,"LSO"
"Liberia",1.186702899,"LBR"
"Libyan Arab Jamahiriya",3.126906398,"LBY"
"Lithuania",5.208476101,"LTU"
"Luxembourg",14.64913984,"LUX"
"Macedonia TFYR",3.551473057,"MKD"
"Madagascar",1.007232155,"MDG"
"Malawi",0.822248362,"MWI"
"Malaysia",4.033224935,"MYS"
"Mali",1.694666992,"MLI"
"Malta",5.035213699,"MLT"
"Martinique",4.617101328,"MTQ"
"Mauritania",2.378119676,"MRT"
"Mauritius",3.287856294,"MUS"
"Mexico",2.723040563,"MEX"
"Micronesia, Federated States of",4.32558868,"FSM"
"Moldova",1.757252346,"MDA"
"Mongolia",7.954221701,"MNG"
"Montenegro",3.736678583,"MNE"
"Morocco",1.845412865,"MAR"
"Mozambique",1.029445517,"MOZ"
"Myanmar",1.419272854,"MMR"
"Namibia",2.555255131,"NAM"
"Nepal",0.996888384,"NPL"
"Netherlands",6.28382528,"NLD"
"New Zealand",6.04323963,"NZL"
"Nicaragua",1.581731065,"NIC"
"Niger",1.795765161,"NER"
"Nigeria",1.171967,"NGA"
"Norway",5.638805037,"NOR"
"Oman",6.526465029,"OMN"
"Pakistan",0.801825815,"PAK"
"Panama",3.118888616,"PAN"
"Papua New Guinea",1.665138896,"PNG"
"Paraguay",3.626019297,"PRY"
"Peru",2.305922133,"PER"
"Philippines",1.205741295,"PHL"
"Poland",4.754868633,"POL"
"Portugal",4.038476042,"PRT"
"Qatar",14.43600297,"QAT"
"Reunion",4.707018657,"REU"
"Romania",3.139288511,"ROU"
"Russian Federation",5.915102775,"RUS"
"Rwanda",0.831965789,"RWA"
"Saint Lucia",2.450491947,"LCA"
"Samoa",2.387509952,"WSM"
"Sao Tome and Principe",1.675964269,"STP"
"Senegal",1.095051615,"SEN"
"Serbia",3.241053509,"SRB"
"Sierra Leone",1.218737217,"SLE"
"Singapore",7.594377027,"SGP"
"Slovakia",5.199533076,"SVK"
"Slovenia",5.20672507,"SVN"
"Somalia",1.227366473,"SOM"
"South Africa",3.39995615,"ZAF"
"South Sudan",1.668627757,"SSD"
"Spain",4.249394473,"ESP"
"Sri Lanka",1.514711779,"LKA"
"Sudan",1.02395218,"SDN"
"Suriname",4.309115405,"SUR"
"Swaziland",2.323208447,"SWZ"
"Sweden",6.674707811,"SWE"
"Switzerland",5.391104561,"CHE"
"Syrian Arab Republic",2.016053074,"SYR"
"Tajikistan",0.914993812,"TJK"
"Tanzania, United Republic of",1.2721169,"TZA"
"Thailand",2.492460692,"THA"
"Timor-Leste",0.428228003,"TLS"
"Togo",1.035245697,"TGO"
"Tonga",2.540904892,"TON"
"Trinidad and Tobago",8.252363966,"TTO"
"Tunisia",2.118614626,"TUN"
"Turkey",3.399018179,"TUR"
"Turkmenistan",5.532237045,"TKM"
"Uganda",1.306077953,"UGA"
"Ukraine",3.537891602,"UKR"
"United Arab Emirates",9.38013794,"ARE"
"United Kingdom",5.042052827,"GBR"
"United States of America",8.544845245,"USA"
"Uruguay",4.051970567,"URY"
"Uzbekistan",2.32058713,"UZB"
"Venezuela, Bolivarian Republic of",3.390962787,"VEN"
"Viet Nam",1.660521864,"VNM"
"World",2.887903435,"WORLD"
"Yemen",0.848581925,"YEM"
"Zambia",0.870074037,"ZMB"
"Zimbabwe",1.306024052,"ZWE"
