"name","total","id"
"Afghanistan",0.790375119,"AFG"
"Albania",2.189181021,"ALB"
"Algeria",2.481657282,"DZA"
"Angola",1.487618844,"AGO"
"Antigua and Barbuda",4.168617795,"ATG"
"Argentina",3.609330851,"ARG"
"Armenia",2.033198052,"ARM"
"Aruba",6.385137592,"ABW"
"Australia",7.368945979,"AUS"
"Austria",6.024010144,"AUT"
"Azerbaijan",2.307800569,"AZE"
"Bahamas",6.123482662,"BHS"
"Bahrain",6.181620576,"BHR"
"Bangladesh",0.770067297,"BGD"
"Barbados",3.374437756,"BRB"
"Belarus",4.685112917,"BLR"
"Belgium",7.081767331,"BEL"
"Benin",1.373508245,"BEN"
"Bermuda",6.485175997,"BMU"
"Bhutan",4.693826745,"BTN"
"Bolivia",3.097098522,"BOL"
"Bosnia and Herzegovina",3.234271285,"BIH"
"Botswana",2.808510727,"BWA"
"Brazil",3.07637014,"BRA"
"Brunei Darussalam",5.272355923,"BRN"
"Bulgaria",3.1862096,"BGR"
"Burkina Faso",1.249030081,"BFA"
"Burundi",0.649897068,"BDI"
"Cabo Verde",2.16660056,"CPV"
"Cambodia",1.301565203,"KHM"
"Cameroon",1.262630939,"CMR"
"Canada",8.720687355,"CAN"
"Cayman Islands",5.565072703,"CYM"
"Central African Republic",1.195615303,"CAF"
"Chad",1.582997642,"TCD"
"Chile",4.304463249,"CHL"
"China",3.740306142,"CHN"
"Colombia",1.896481836,"COL"
"Comoros",1.120024647,"COM"
"Congo",1.314642074,"COG"
"Congo, Democratic Republic of",0.769749569,"COD"
"Costa Rica",2.50862108,"CRI"
"Cote d'Ivoire",1.286800857,"CIV"
"Croatia",3.910183315,"HRV"
"Cuba",1.961737385,"CUB"
"Cyprus",3.318303921,"CYP"
"Czech Republic",5.488835095,"CZE"
"Denmark",6.38360274,"DNK"
"Djibouti",2.977507913,"DJI"
"Dominica",2.500873471,"DMA"
"Dominican Republic",1.615900079,"DOM"
"Ecuador",1.971325202,"ECU"
"Egypt",2.006877267,"EGY"
"El Salvador",1.922821443,"SLV"
"Equatorial Guinea",3.08225209,"GNQ"
"Eritrea",0.517214225,"ERI"
"Estonia",6.102372605,"EST"
"Ethiopia",1.056674439,"ETH"
"Fiji",3.129935071,"FJI"
"Finland",6.33496157,"FIN"
"France",4.816439777,"FRA"
"French Guiana",2.576652283,"GUF"
"French Polynesia",4.124940752,"PYF"
"Gabon",2.689170538,"GAB"
"Gambia",0.935448792,"GMB"
"Georgia",1.788892698,"GEO"
"Germany",5.180797662,"DEU"
"Ghana",2.000573852,"GHA"
"Greece",4.12285904,"GRC"
"Grenada",3.163666417,"GRD"
"Guadeloupe",4.249319526,"GLP"
"Guatemala",1.780873073,"GTM"
"Guinea",1.511116598,"GIN"
"Guinea-Bissau",1.334755315,"GNB"
"Guyana",3.227340999,"GUY"
"Haiti",0.675102242,"HTI"
"Honduras",1.714059978,"HND"
"Hungary",3.274537452,"HUN"
"India",1.08360883,"IND"
"Indonesia",1.507357507,"IDN"
"Iran, Islamic Republic of",3.04292406,"IRN"
"Iraq",2.001468156,"IRQ"
"Ireland",4.602574542,"IRL"
"Israel",5.674503066,"ISR"
"Italy",4.416746157,"ITA"
"Jamaica",1.894895102,"JAM"
"Japan",4.859063383,"JPN"
"Jordan",2.128116707,"JOR"
"Kazakhstan",6.512849875,"KAZ"
"Kenya",1.058090564,"KEN"
"Korea, Democratic People's Republic of",2.903192311,"PRK"
"Korea, Republic of",5.843391299,"KOR"
"Kuwait",8.257955348,"KWT"
"Kyrgyzstan",1.841785044,"KGZ"
"Lao People's Democratic Republic",1.665746208,"LAO"
"Latvia",5.14707169,"LVA"
"Lebanon",3.430670277,"LBN"
"Lesotho",1.435548564,"LSO"
"Liberia",1.233861976,"LBR"
"Libyan Arab Jamahiriya",4.458666305,"LBY"
"Lithuania",5.119998749,"LTU"
"Luxembourg",13.05465093,"LUX"
"Macedonia TFYR",3.094662309,"MKD"
"Madagascar",0.967625752,"MDG"
