"name","total","id"
"Afghanistan",0.682132719,"AFG"
"Albania",2.195754988,"ALB"
"Algeria",2.023574532,"DZA"
"Angola",1.054195385,"AGO"
"Antigua and Barbuda",4.909656564,"ATG"
"Argentina",3.617653246,"ARG"
"Armenia",2.239562712,"ARM"
"Aruba",15.09885803,"ABW"
"Australia",8.991987051,"AUS"
"Austria",6.444697617,"AUT"
"Azerbaijan",1.878719595,"AZE"
"Bahamas",4.231672906,"BHS"
"Bahrain",11.78457339,"BHR"
"Bangladesh",0.669817181,"BGD"
"Barbados",4.358939154,"BRB"
"Belarus",4.828049922,"BLR"
"Belgium",7.533721117,"BEL"
"Benin",1.271306903,"BEN"
"Bermuda",7.369410799,"BMU"
"Bhutan",4.371130911,"BTN"
"Bolivia",2.789599172,"BOL"
"Bosnia and Herzegovina",3.465681495,"BIH"
"Botswana",3.130002616,"BWA"
"Brazil",2.907246703,"BRA"
"Brunei Darussalam",5.40696026,"BRN"
"Bulgaria",4.50794364,"BGR"
"Burkina Faso",1.353953753,"BFA"
"Burundi",0.84235476,"BDI"
"Cabo Verde",2.149429743,"CPV"
"Cambodia",1.111480111,"KHM"
"Cameroon",1.139841857,"CMR"
"Canada",8.515581461,"CAN"
"Cayman Islands",5.083076605,"CYM"
"Central African Republic",1.286984338,"CAF"
"Chad",1.512375849,"TCD"
"Chile",4.09061514,"CHL"
"China",2.996136965,"CHN"
"Colombia",1.918820497,"COL"
"Comoros",1.041576098,"COM"
"Congo",0.992330661,"COG"
"Congo, Democratic Republic of",0.813212229,"COD"
"Costa Rica",2.707157928,"CRI"
"Cote d'Ivoire",1.177117524,"CIV"
"Croatia",4.820883173,"HRV"
"Cuba",1.948857499,"CUB"
"Cyprus",5.79353138,"CYP"
"Czech Republic",6.436711542,"CZE"
"Denmark",7.749594468,"DNK"
"Djibouti",1.870872855,"DJI"
"Dominica",2.505658565,"DMA"
"Dominican Republic",1.592984768,"DOM"
"Ecuador",2.012354879,"ECU"
"Egypt",1.945855204,"EGY"
"El Salvador",2.042567825,"SLV"
"Equatorial Guinea",3.202573124,"GNQ"
"Eritrea",0.544962494,"ERI"
"Estonia",6.579717088,"EST"
"Ethiopia",1.0069937,"ETH"
"Fiji",2.379657352,"FJI"
"Finland",7.540907963,"FIN"
"France",5.655638796,"FRA"
"French Guiana",2.568478303,"GUF"
"French Polynesia",4.858337418,"PYF"
"Gabon",2.115813484,"GAB"
"Gambia",1.20500351,"GMB"
"Georgia",1.563386255,"GEO"
"Germany",5.357016893,"DEU"
"Ghana",1.830579339,"GHA"
"Greece",6.077595734,"GRC"
"Grenada",3.105726904,"GRD"
"Guadeloupe",3.83921075,"GLP"
"Guatemala",1.7507497,"GTM"
"Guinea",1.4515378,"GIN"
"Guinea-Bissau",1.567720621,"GNB"
"Guyana",2.625257311,"GUY"
"Haiti",0.608706186,"HTI"
"Honduras",1.898746906,"HND"
"Hungary",4.177642431,"HUN"
"India",0.967306544,"IND"
"Indonesia",1.453459448,"IDN"
"Iran, Islamic Republic of",2.86142924,"IRN"
"Iraq",1.250832923,"IRQ"
"Ireland",5.930855197,"IRL"
"Israel",5.484919686,"ISR"
"Italy",5.433065185,"ITA"
"Jamaica",1.396417804,"JAM"
"Japan",4.902933548,"JPN"
"Jordan",2.248886966,"JOR"
"Kazakhstan",5.995493119,"KAZ"
"Kenya",1.011937783,"KEN"
"Korea, Democratic People's Republic of",3.23751855,"PRK"
"Korea, Republic of",5.862780114,"KOR"
"Kuwait",10.09625313,"KWT"
"Kyrgyzstan",1.490498953,"KGZ"
"Lao People's Democratic Republic",1.251816928,"LAO"
"Latvia",4.668711259,"LVA"
"Lebanon",3.638541413,"LBN"
"Lesotho",1.618633146,"LSO"
"Liberia",1.217954515,"LBR"
"Libyan Arab Jamahiriya",3.347792788,"LBY"
"Lithuania",5.129149553,"LTU"
"Luxembourg",15.01737701,"LUX"
"Macedonia TFYR",3.773907556,"MKD"
"Madagascar",1.089255941,"MDG"
"Malawi",0.795945394,"MWI"
"Malaysia",4.334189305,"MYS"
"Mali",1.561603466,"MLI"
"Malta",6.424031748,"MLT"
"Martinique",3.890303993,"MTQ"
"Mauritania",2.292386538,"MRT"
"Mauritius",3.331381177,"MUS"
"Mexico",3.07932807,"MEX"
"Micronesia, Federated States of",2.925855456,"FSM"
"Moldova",2.205587124,"MDA"
"Mongolia",8.19170987,"MNG"
"Montenegro",4.715501516,"MNE"
"Morocco",1.705540827,"MAR"
"Mozambique",0.788636872,"MOZ"
"Myanmar",1.468699312,"MMR"
"Namibia",1.898816371,"NAM"
"Nepal",0.892271045,"NPL"
"Netherlands",7.128324884,"NLD"
"New Zealand",5.753757868,"NZL"
"Nicaragua",1.55972016,"NIC"
"Niger",1.948998038,"NER"
"Nigeria",1.239945398,"NGA"
"Norway",6.630550411,"NOR"
"Oman",6.997874784,"OMN"
"Pakistan",0.88177513,"PAK"
"Panama",2.923503358,"PAN"
"Papua New Guinea",1.849822848,"PNG"
"Paraguay",3.136468416,"PRY"
"Peru",2.209579977,"PER"
"Philippines",1.305022475,"PHL"
"Poland",4.880985005,"POL"
"Portugal",4.499336823,"PRT"
"Qatar",16.10101586,"QAT"
"Reunion",4.164794195,"REU"
"Romania",3.488024845,"ROU"
"Russian Federation",5.694796109,"RUS"
"Rwanda",0.777715584,"RWA"
"Saint Lucia",2.512566775,"LCA"
"Samoa",2.355535169,"WSM"
"Sao Tome and Principe",1.625763144,"STP"
"Senegal",1.410387971,"SEN"
"Serbia",3.341653712,"SRB"
"Sierra Leone",1.139839601,"SLE"
"Singapore",7.760120411,"SGP"
