"name","total","id"
"Slovakia",5.519129094,"SVK"
"Slovenia",5.785358653,"SVN"
"Somalia",1.354631451,"SOM"
"South Africa",3.83214568,"ZAF"
"Spain",5.586010581,"ESP"
"Sri Lanka",1.349922597,"LKA"
"Sudan (former)",1.896461233,""
"Suriname",2.677355798,"SUR"
"Swaziland",2.00833601,"SWZ"
"Sweden",6.263315776,"SWE"
"Switzerland",5.810678764,"CHE"
"Syrian Arab Republic",1.946787448,"SYR"
"Tajikistan",0.949558885,"TJK"
"Tanzania, United Republic of",1.183357382,"TZA"
"Thailand",2.383384481,"THA"
"Timor-Leste",0.437270597,"TLS"
"Togo",1.013256258,"TGO"
"Tonga",2.251366406,"TON"
"Trinidad and Tobago",9.700458446,"TTO"
"Tunisia",2.11279664,"TUN"
"Turkey",3.152647597,"TUR"
"Turkmenistan",5.287985644,"TKM"
"Uganda",1.385944783,"UGA"
"Ukraine",3.828356815,"UKR"
"United Arab Emirates",12.58714735,"ARE"
"United Kingdom",5.979213369,"GBR"
"United States of America",9.388026643,"USA"
"Uruguay",4.342583648,"URY"
"Uzbekistan",2.3353639,"UZB"
"Venezuela, Bolivarian Republic of",3.856888308,"VEN"
"Viet Nam",1.535831322,"VNM"
"World",2.843832399,"WORLD"
"Yemen",0.932231923,"YEM"
"Zambia",0.816910282,"ZMB"
"Zimbabwe",1.124073588,"ZWE"
