"country","footprint","country_3_code"
"Rwanda",6120431.576,"RWA"
"Russian Federation",726427355.3,"RUS"
"Serbia and Montenegro",34912159.9,"SCG"
"Saint Lucia",466501.6407,"LCA"
"Sao Tome and Principe",227159.6553,"STP"
"Senegal",13621634.25,"SEN"
"Sierra Leone",5588136.988,"SLE"
"Slovenia",10567581.25,"SVN"
"Slovakia",24600883.54,"SVK"
"Singapore",30599323.38,"SGP"
"Somalia",11483133.69,"SOM"
"South Africa",173390807.5,"ZAF"
"Spain",252244458.3,"ESP"
"Sudan (former)",77182303.17,""
"Suriname",1236527.891,"SUR"
"Tajikistan",5639719.122,"TJK"
"Swaziland",2827050.38,"SWZ"
"Sweden",56565240.35,"SWE"
"Switzerland",39282779.86,"CHE"
"Syrian Arab Republic",34334430.95,"SYR"
"Turkmenistan",22868719.87,"TKM"
"Tanzania, United Republic of",47032138.54,"TZA"
"Thailand",148518194.2,"THA"
"Togo",5336337.524,"TGO"
"Tonga",211915.8244,"TON"
"Trinidad and Tobago",7682578.85,"TTO"
"Oman",12448723,"OMN"
"Tunisia",19480065.15,"TUN"
"Turkey",188842748.5,"TUR"
"United Arab Emirates",51508821.89,"ARE"
"Uganda",42896165.63,"UGA"
"United Kingdom",366327886.3,"GBR"
"Ukraine",163462483.5,"UKR"
"United States of America",3053315526,"USA"
"Burkina Faso",13694844.44,"BFA"
"Uruguay",13034119.95,"URY"
"Uzbekistan",55742229.06,"UZB"
"Venezuela, Bolivarian Republic of",74471762.63,"VEN"
"Viet Nam",104852433,"VNM"
"Ethiopia",72093025.35,"ETH"
"Samoa",418572.584,"WSM"
"Yemen",18981989.3,"YEM"
"Congo, Democratic Republic of",46585514.62,"COD"
"Zambia",9545365.265,"ZMB"
"Belgium",77745387.63,"BEL"
"Luxembourg",6896736.369,"LUX"
"China",3287618645,"CHN"
"World",17586404621,"WORLD"
