"country","footprint","country_3_code"
"Afghanistan",12864445.24,"AFG"
"Albania",4600744.526,"ALB"
"Algeria",12029348.03,"DZA"
"Angola",8065615.397,"AGO"
"Argentina",97803508.15,"ARG"
"Australia",108030403.7,"AUS"
"Austria",36773350,"AUT"
"Bahamas",1288667.611,"BHS"
"Barbados",641248.9196,"BRB"
"Bangladesh",32317138.39,"BGD"
"Bermuda",264393.9554,"BMU"
"Bolivia",10548541.76,"BOL"
"Botswana",2001872.603,"BWA"
"Brazil",247359385.7,"BRA"
"Bulgaria",39072898.41,"BGR"
"Myanmar",19125017.18,"MMR"
"Burundi",4006705.724,"BDI"
"Cameroon",9687332.633,"CMR"
"Canada",204708100.8,"CAN"
"Cabo Verde",170129.9696,"CPV"
"Central African Republic",2664404.611,"CAF"
"Sri Lanka",10294775.55,"LKA"
"Chad",7394762.604,"TCD"
"Chile",25724123.3,"CHL"
"Colombia",49786343.38,"COL"
"Comoros",192379.968,"COM"
"Congo",1330073.766,"COG"
"Costa Rica",4893387.684,"CRI"
"Cuba",19865033.23,"CUB"
"Cyprus",1877604.557,"CYP"
"Czechoslovakia",105966606,"CSHH"
"Benin",3742947.235,"BEN"
"Denmark",43261398.09,"DNK"
"Dominica",62994.91781,"DMA"
"Dominican Republic",5217440.056,"DOM"
"Ecuador",8902260.549,"ECU"
"Egypt",31953327.33,"EGY"
"El Salvador",4595845.463,"SLV"
"Ethiopia PDR",51776043.87,"ETH"
"Fiji",852975.231,"FJI"
"Finland",34183021.89,"FIN"
"France",300331847.1,"FRA"
"French Polynesia",458838.9673,"PYF"
"Djibouti",324614.0361,"DJI"
"Gabon",1036766.523,"GAB"
"Gambia",633521.0296,"GMB"
"Germany",543288519.9,"DEU"
"Ghana",11534638.29,"GHA"
"Greece",27969385.52,"GRC"
"Guadeloupe",518971.8288,"GLP"
"Guatemala",7568766.033,"GTM"
"Guinea",6575290.367,"GIN"
"Guyana",1941763.189,"GUY"
"Haiti",3093859.741,"HTI"
"Honduras",6646638.863,"HND"
"Hungary",45110005.2,"HUN"
"India",376996856.9,"IND"
"Indonesia",134473855.9,"IDN"
"Iran, Islamic Republic of",29337992.53,"IRN"
"Ireland",16790049.19,"IRL"
"Israel",12077606.79,"ISR"
"Italy",226874641.8,"ITA"
"Cote d'Ivoire",9371857.972,"CIV"
"Jamaica",3724968.52,"JAM"
"Japan",527041593,"JPN"
"Jordan",1789605.843,"JOR"
"Kenya",18693413.6,"KEN"
"Cambodia",9397383.031,"KHM"
"Korea, Democratic People's Republic of",42696522.84,"PRK"
"Korea, Republic of",51613984.39,"KOR"
"Lao People's Democratic Republic",4371335.43,"LAO"
"Lebanon",5272356.16,"LBN"
"Lesotho",1802356.269,"LSO"
"Liberia",2113734.942,"LBR"
"Madagascar",12244548.86,"MDG"
"Malawi",4751361.979,"MWI"
"Malaysia",20098819.08,"MYS"
"Mali",9592843.882,"MLI"
"Malta",899454.1648,"MLT"
"Martinique",609118.2907,"MTQ"
"Mauritania",3767062.959,"MRT"
"Mauritius",866475.584,"MUS"
"Mexico",109743640.8,"MEX"
"Mongolia",8478620.774,"MNG"
"Morocco",17991477,"MAR"
"Mozambique",8841687.669,"MOZ"
"Namibia",868874.7656,"NAM"
"Nepal",10612539.92,"NPL"
"Netherlands",81674128.74,"NLD"
"New Zealand",13538468.5,"NZL"
"Nicaragua",5706417.574,"NIC"
"Niger",9094222.696,"NER"
"Nigeria",59186542.88,"NGA"
"Norway",45316693.04,"NOR"
"Pakistan",37424630.91,"PAK"
"Panama",4031979.094,"PAN"
"Papua New Guinea",4045516.156,"PNG"
"Paraguay",8169132.947,"PRY"
"Peru",36347059.35,"PER"
"Philippines",41811853.06,"PHL"
"Poland",171231054.2,"POL"
"Portugal",26103109.91,"PRT"
"Guinea-Bissau",976935.8404,"GNB"
"Timor-Leste",298687.6039,"TLS"
"Zimbabwe",10213837.64,"ZWE"
"Reunion",553593.683,"REU"
"Romania",81790510.5,"ROU"
"Rwanda",3990043.839,"RWA"
"Saint Lucia",134614.4974,"LCA"
"Sao Tome and Principe",69365.67019,"STP"
"Senegal",8405586.065,"SEN"
"Sierra Leone",3912989.128,"SLE"
"Somalia",7567767.206,"SOM"
"South Africa",85953911.44,"ZAF"
"Spain",120601209.9,"ESP"
"Sudan (former)",29241699.14,""
"Swaziland",1264237.587,"SWZ"
"Sweden",70521465.55,"SWE"
"Switzerland",37681147.85,"CHE"
"Syrian Arab Republic",7648868.044,"SYR"
"Tanzania, United Republic of",21548895.87,"TZA"
"Thailand",39598411.78,"THA"
"Togo",2712311.488,"TGO"
"Tonga",98082.95271,"TON"
"Trinidad and Tobago",2203823.183,"TTO"
"Tunisia",5473305.397,"TUN"
"Turkey",71445971.4,"TUR"
"Uganda",20733524.54,"UGA"
"USSR",1278867135,"SUUH"
"United Kingdom",386841354,"GBR"
"United States of America",2255468371,"USA"
"Burkina Faso",7494311.72,"BFA"
"Uruguay",12545971.06,"URY"
"Venezuela, Bolivarian Republic of",23945230.28,"VEN"
"Viet Nam",32988736.1,"VNM"
"Samoa",256799.3511,"WSM"
"Yugoslav SFR",63704897.62,"YUG"
"Yemen",4887443.714,"YEM"
"Congo, Democratic Republic of",20961419.86,"COD"
"Zambia",7982260.413,"ZMB"
"Belgium",71308031.32,"BEL"
"Luxembourg",6165120.227,"LUX"
"China",942444689.8,"CHN"
"World",10401562331,"WORLD"
