"country","footprint","country_3_code"
"Afghanistan",11376285.79,"AFG"
"Albania",3047682.827,"ALB"
"Algeria",8751977.381,"DZA"
"Angola",5256447.402,"AGO"
"Argentina",64423740.14,"ARG"
"Australia",85813136.62,"AUS"
"Austria",27385561.01,"AUT"
"Barbados",400748.791,"BRB"
"Bermuda",209511.6793,"BMU"
"Bolivia",8664224.818,"BOL"
"Brazil",187830792.6,"BRA"
"Bulgaria",24095236.28,"BGR"
"Myanmar",14170535.84,"MMR"
"Burundi",3224657.867,"BDI"
"Cameroon",7497438.733,"CMR"
"Canada",177660129.9,"CAN"
"Cabo Verde",110579.6756,"CPV"
"Central African Republic",1824639.095,"CAF"
"Sri Lanka",8660959.871,"LKA"
"Chad",7198904.446,"TCD"
"Chile",19598846.98,"CHL"
"Colombia",38822825.79,"COL"
"Comoros",106212.5394,"COM"
"Congo",1047096.76,"COG"
"Costa Rica",3231619.415,"CRI"
"Cuba",12330429.41,"CUB"
"Cyprus",1123422.655,"CYP"
"Czechoslovakia",79783184.87,"CSHH"
"Benin",3296278.466,"BEN"
"Denmark",29708591.8,"DNK"
"Dominica",47912.88306,"DMA"
"Dominican Republic",3763130.435,"DOM"
"Ecuador",5741826.833,"ECU"
"Egypt",27828101.49,"EGY"
"El Salvador",3567023.769,"SLV"
"Ethiopia PDR",47343539.45,"ETH"
"Fiji",544354.406,"FJI"
"Finland",29934617.26,"FIN"
"France",219586868,"FRA"
"Djibouti",193422.0031,"DJI"
"Gabon",552344.4634,"GAB"
"Gambia",475208.8792,"GMB"
"Germany",350606550.8,"DEU"
"Ghana",8304136.317,"GHA"
"Greece",16839257.89,"GRC"
"Guadeloupe",415957.762,"GLP"
"Guatemala",5993122.313,"GTM"
"Guinea",6182135.228,"GIN"
"Guyana",1271607.218,"GUY"
"Haiti",2571032.879,"HTI"
"Honduras",5989626.626,"HND"
"Hungary",33534639.7,"HUN"
"India",294456390.4,"IND"
"Indonesia",127289309.9,"IDN"
"Iran, Islamic Republic of",21499895.91,"IRN"
"Israel",6057070.912,"ISR"
"Italy",147102815.6,"ITA"
"Cote d'Ivoire",6024409.775,"CIV"
"Jamaica",2805534.395,"JAM"
"Japan",307792736.1,"JPN"
"Jordan",1677416.252,"JOR"
"Kenya",14429681.02,"KEN"
"Cambodia",9129247.833,"KHM"
"Korea, Democratic People's Republic of",16941014.14,"PRK"
"Korea, Republic of",24067478.44,"KOR"
"Lao People's Democratic Republic",3541976.284,"LAO"
"Lebanon",3864317.566,"LBN"
"Liberia",1256272.581,"LBR"
"Madagascar",11118633.57,"MDG"
"Malaysia",13528916.1,"MYS"
"Mali",7815306.823,"MLI"
"Malta",657975.4873,"MLT"
"Martinique",432273.007,"MTQ"
"Mauritania",3405605.214,"MRT"
"Mauritius",703354.5642,"MUS"
"Mexico",76615175.23,"MEX"
"Mongolia",7694412.649,"MNG"
"Morocco",13740323.48,"MAR"
"Mozambique",6340044.813,"MOZ"
"Namibia",1319536.926,"NAM"
"Nepal",8835052.667,"NPL"
"Netherlands",49409172,"NLD"
"New Zealand",11647750.92,"NZL"
"Nicaragua",4622503.117,"NIC"
"Niger",6682245.144,"NER"
"Nigeria",47884192.34,"NGA"
"Norway",26780145.42,"NOR"
"Pakistan",27203098.94,"PAK"
"Panama",2317796.499,"PAN"
"Papua New Guinea",2640012.853,"PNG"
"Paraguay",7584389.781,"PRY"
"Peru",30312284.44,"PER"
"Philippines",21611832.24,"PHL"
"Poland",127800412.5,"POL"
"Portugal",22871532.7,"PRT"
"Timor-Leste",226753.891,"TLS"
"Zimbabwe",7373786.871,"ZWE"
"Reunion",329188.8362,"REU"
"Romania",50577637.86,"ROU"
"Rwanda",2632661.978,"RWA"
"Saint Lucia",71467.66831,"LCA"
"Sao Tome and Principe",43428.30614,"STP"
"Senegal",6147295.158,"SEN"
"Sierra Leone",3633613.149,"SLE"
"Somalia",7283253.107,"SOM"
"South Africa",52713786.78,"ZAF"
"Spain",82342838.2,"ESP"
"Sudan (former)",19962038.33,""
"Sweden",55623265.02,"SWE"
"Switzerland",25914700.72,"CHE"
"Syrian Arab Republic",4835272.83,"SYR"
"Thailand",26004261.97,"THA"
"Togo",2427521.708,"TGO"
"Tonga",61864.18188,"TON"
"Trinidad and Tobago",604348.4009,"TTO"
"Tunisia",4317656.347,"TUN"
"Turkey",52917123.19,"TUR"
"Uganda",14416113.62,"UGA"
"USSR",921808901.7,"SUUH"
"United Kingdom",346789238.4,"GBR"
"United States of America",1644448242,"USA"
"Burkina Faso",5850962.027,"BFA"
"Uruguay",12894422.97,"URY"
"Venezuela, Bolivarian Republic of",18977405.33,"VEN"
"Viet Nam",23356420.75,"VNM"
"Samoa",177456.0352,"WSM"
"Yugoslav SFR",45127488.07,"YUG"
"Yemen",5129500.705,"YEM"
"Congo, Democratic Republic of",15826390.95,"COD"
"Belgium",57990424.56,"BEL"
"Luxembourg",4825276.957,"LUX"
"China",636566227.6,"CHN"
"World",7550640668,"WORLD"
