"name","footprint","id"
"Afghanistan",13733605.32,"AFG"
"Albania",5604728.867,"ALB"
"Algeria",23663114.76,"DZA"
"Angola",8449352.141,"AGO"
"Argentina",103131508.9,"ARG"
"Australia",128913901.4,"AUS"
"Austria",38948022.53,"AUT"
"Bahamas",3970219.226,"BHS"
"Barbados",755896.321,"BRB"
"Bangladesh",40467616.51,"BGD"
"Bermuda",379018.4493,"BMU"
"Bolivia",15281331.09,"BOL"
"Botswana",2726376.232,"BWA"
"Brazil",343434117.1,"BRA"
"Bulgaria",45604190.27,"BGR"
"Myanmar",23861077.13,"MMR"
"Burundi",4373979.363,"BDI"
"Cameroon",10899523.41,"CMR"
"Canada",242175368.6,"CAN"
"Cabo Verde",360883.8073,"CPV"
"Central African Republic",3226560.203,"CAF"
"Sri Lanka",12212933.76,"LKA"
"Chad",7629827.551,"TCD"
"Chile",24240836.99,"CHL"
"Colombia",61048082.39,"COL"
"Comoros",331644.5921,"COM"
"Congo",1686305.41,"COG"
"Costa Rica",6176135.75,"CRI"
"Cuba",25318992.39,"CUB"
"Cyprus",1908888.253,"CYP"
"Czechoslovakia",118510319.2,"CSHH"
"Benin",4175049.301,"BEN"
"Denmark",46750632.49,"DNK"
"Dominica",85098.09129,"DMA"
"Dominican Republic",7040134.023,"DOM"
"Ecuador",12983356.19,"ECU"
"Egypt",47373165.54,"EGY"
"El Salvador",5822676.865,"SLV"
"Equatorial Guinea",272169.091,"GNQ"
"Ethiopia PDR",53269737.07,"ETH"
"Fiji",1221375.582,"FJI"
"Finland",32961381.29,"FIN"
"France",325956259.2,"FRA"
"French Polynesia",565604.8334,"PYF"
"Djibouti",446323.2858,"DJI"
"Gabon",745222.5326,"GAB"
"Gambia",800746.8804,"GMB"
"Germany",564638005.7,"DEU"
"Ghana",11897267.72,"GHA"
"Greece",36504826.64,"GRC"
"Guadeloupe",655787.531,"GLP"
"Guatemala",9944074.375,"GTM"
"Guinea",7080814.164,"GIN"
"Guyana",1828803.968,"GUY"
"Haiti",3342059.672,"HTI"
"Honduras",7203685.211,"HND"
"Hungary",55001627.44,"HUN"
"India",448355424.7,"IND"
"Indonesia",152959787.4,"IDN"
"Iran, Islamic Republic of",33589120.07,"IRN"
"Ireland",17814309.97,"IRL"
"Israel",14053267.7,"ISR"
"Italy",245316462.5,"ITA"
"Cote d'Ivoire",12127486.46,"CIV"
"Jamaica",3534189.975,"JAM"
"Japan",587033352.3,"JPN"
"Jordan",3028473.28,"JOR"
"Kenya",24428768.83,"KEN"
"Cambodia",7374053.176,"KHM"
"Korea, Democratic People's Republic of",56861665.09,"PRK"
"Korea, Republic of",89885537.87,"KOR"
"Lao People's Democratic Republic",4368867.356,"LAO"
"Lebanon",6857186.375,"LBN"
"Lesotho",2228748.907,"LSO"
"Liberia",2561119.45,"LBR"
"Madagascar",14435889.9,"MDG"
"Malawi",4957538.177,"MWI"
"Malaysia",30621129.64,"MYS"
"Mali",9216348.325,"MLI"
"Malta",1241110.487,"MLT"
"Martinique",667322.465,"MTQ"
"Mauritania",3497593.134,"MRT"
"Mauritius",1561046.82,"MUS"
"Mexico",150054731.8,"MEX"
"Mongolia",9905163.329,"MNG"
"Morocco",21310705.91,"MAR"
"Mozambique",9746718.641,"MOZ"
"Namibia",1922565.947,"NAM"
"Nepal",11500272.84,"NPL"
"Netherlands",92560596.03,"NLD"
"New Zealand",17040957.21,"NZL"
"Nicaragua",6461730.316,"NIC"
"Niger",10518593.35,"NER"
"Nigeria",74776100.24,"NGA"
"Norway",40604010.05,"NOR"
"Pakistan",46285623.85,"PAK"
"Panama",4908236.394,"PAN"
"Papua New Guinea",5715655.593,"PNG"
"Paraguay",12078492.29,"PRY"
"Peru",36815176.03,"PER"
"Philippines",56563277.63,"PHL"
"Poland",218203681.3,"POL"
"Portugal",27176905.03,"PRT"
"Guinea-Bissau",1260297.041,"GNB"
"Timor-Leste",325309.989,"TLS"
"Zimbabwe",9416007.497,"ZWE"
"Reunion",925973.234,"REU"
"Romania",107225643.2,"ROU"
"Rwanda",4917138.668,"RWA"
"Saint Lucia",206430.6657,"LCA"
"Sao Tome and Principe",84939.51676,"STP"
"Senegal",9882339.863,"SEN"
"Sierra Leone",4161711.946,"SLE"
"Singapore",4358877.502,"SGP"
"Somalia",8746506.506,"SOM"
"South Africa",102511267.5,"ZAF"
"Spain",140676726.1,"ESP"
"Sudan (former)",35321142.84,""
"Swaziland",1728515.682,"SWZ"
"Sweden",52946452.3,"SWE"
"Switzerland",37255961.27,"CHE"
"Syrian Arab Republic",12604283.76,"SYR"
"Tanzania, United Republic of",26736026.43,"TZA"
"Thailand",53003210.08,"THA"
"Togo",2891262.389,"TGO"
"Tonga",144203.2243,"TON"
"Trinidad and Tobago",4002051.161,"TTO"
"Tunisia",8060095.379,"TUN"
"Turkey",90250715.3,"TUR"
"Uganda",25344543.35,"UGA"
"USSR",1606322060,"SUUH"
"United Kingdom",345963727.6,"GBR"
"United States of America",2440844719,"USA"
"Burkina Faso",8692109.614,"BFA"
"Uruguay",15544906.15,"URY"
"Venezuela, Bolivarian Republic of",52063001.11,"VEN"
"Viet Nam",34860115.9,"VNM"
"Samoa",255711.7171,"WSM"
"Yugoslav SFR",70357494.32,"YUG"
"Yemen",6113819.092,"YEM"
"Congo, Democratic Republic of",23409234.29,"COD"
"Zambia",7027532.686,"ZMB"
"Belgium",75252427.72,"BEL"
"Luxembourg",5838827.564,"LUX"
"China",1323368876,"CHN"
"World",12190177294,"WORLD"
