"name","total","id"
"Lesotho",1.63501783,"LSO"
"Liberia",1.260550153,"LBR"
"Libyan Arab Jamahiriya",3.052846784,"LBY"
"Lithuania",4.23283864,"LTU"
"Luxembourg",15.02695344,"LUX"
"Macedonia TFYR",2.879793156,"MKD"
"Madagascar",0.99591971,"MDG"
"Malawi",0.722621428,"MWI"
"Malaysia",3.514893725,"MYS"
"Mali",1.523405405,"MLI"
"Malta",6.087565843,"MLT"
"Martinique",3.47369119,"MTQ"
"Mauritania",2.571484291,"MRT"
"Mauritius",2.89725664,"MUS"
"Mexico",2.997113509,"MEX"
"Micronesia, Federated States of",2.538625126,"FSM"
"Moldova",1.666468191,"MDA"
"Mongolia",6.079901179,"MNG"
"Morocco",1.420609816,"MAR"
"Mozambique",0.790783507,"MOZ"
"Myanmar",1.111338513,"MMR"
"Namibia",2.751000555,"NAM"
"Nepal",0.90431154,"NPL"
"Netherlands",6.555551437,"NLD"
"New Zealand",6.203133205,"NZL"
"Nicaragua",1.67991782,"NIC"
"Niger",1.61699397,"NER"
"Nigeria",1.207382465,"NGA"
"Norway",6.067492133,"NOR"
"Oman",4.383543595,"OMN"
"Pakistan",0.787561046,"PAK"
"Panama",2.285295639,"PAN"
"Papua New Guinea",1.716959374,"PNG"
"Paraguay",4.010570874,"PRY"
"Peru",1.894058006,"PER"
"Philippines",1.303360782,"PHL"
"Poland",4.276789591,"POL"
"Portugal",4.71697508,"PRT"
"Qatar",10.78305676,"QAT"
"Reunion",3.112629057,"REU"
"Romania",2.834849213,"ROU"
"Russian Federation",4.857508925,"RUS"
"Rwanda",0.738908931,"RWA"
"Saint Lucia",2.656691957,"LCA"
"Samoa",2.814549273,"WSM"
"Sao Tome and Principe",1.451779254,"STP"
"Senegal",1.137117372,"SEN"
"Serbia and Montenegro",3.046663753,"SCG"
"Sierra Leone",1.151220379,"SLE"
"Singapore",7.22738167,"SGP"
"Slovakia",3.94209106,"SVK"
"Slovenia",4.834576044,"SVN"
"Somalia",1.438433766,"SOM"
"South Africa",3.269062565,"ZAF"
"Spain",5.675904444,"ESP"
"Sri Lanka",1.233102764,"LKA"
"Sudan (former)",1.984574336,""
"Suriname",1.953135922,"SUR"
"Swaziland",2.466967882,"SWZ"
"Sweden",6.798862347,"SWE"
"Switzerland",5.237355478,"CHE"
"Syrian Arab Republic",1.87287533,"SYR"
"Tajikistan",0.853704811,"TJK"
"Tanzania, United Republic of",1.308003255,"TZA"
"Thailand",2.140427416,"THA"
"Timor-Leste",0.547550293,"TLS"
"Togo",1.10202145,"TGO"
"Tonga",2.283404365,"TON"
"Trinidad and Tobago",5.95370902,"TTO"
"Tunisia",1.868951882,"TUN"
"Turkey",2.73626809,"TUR"
"Turkmenistan",4.22851026,"TKM"
"Uganda",1.529060187,"UGA"
"Ukraine",2.79777045,"UKR"
"United Arab Emirates",13.46245509,"ARE"
"United Kingdom",6.036707539,"GBR"
"United States of America",9.850446585,"USA"
"Uruguay",4.076322282,"URY"
"Uzbekistan",2.274749657,"UZB"
"Venezuela, Bolivarian Republic of",2.672564901,"VEN"
"Viet Nam",1.122104703,"VNM"
"World",2.56368963,"WORLD"
"Yemen",0.849620724,"YEM"
"Zambia",0.787693756,"ZMB"
"Zimbabwe",1.274294674,"ZWE"
