"name","total","id"
"Afghanistan",0.704060936,"AFG"
"Albania",1.733828673,"ALB"
"Algeria",1.685985213,"DZA"
"Angola",0.819017904,"AGO"
"Antigua and Barbuda",4.177080156,"ATG"
"Argentina",3.015252416,"ARG"
"Armenia",1.235047325,"ARM"
"Aruba",14.46745552,"ABW"
"Australia",8.553201886,"AUS"
"Austria",5.577394822,"AUT"
"Azerbaijan",1.980976941,"AZE"
"Bahamas",4.518600065,"BHS"
"Bahrain",10.21674857,"BHR"
"Bangladesh",0.580488952,"BGD"
"Barbados",3.806089228,"BRB"
"Belarus",3.827830562,"BLR"
"Belgium",7.466926186,"BEL"
"Benin",1.192055906,"BEN"
"Bermuda",6.708184149,"BMU"
"Bhutan",4.292146994,"BTN"
"Bolivia",2.505073528,"BOL"
"Bosnia and Herzegovina",3.389361049,"BIH"
"Botswana",3.364645794,"BWA"
"Brazil",2.932331907,"BRA"
"Brunei Darussalam",3.603949343,"BRN"
"Bulgaria",3.430910797,"BGR"
"Burkina Faso",1.079066326,"BFA"
"Burundi",1.016708363,"BDI"
"Cabo Verde",1.397590449,"CPV"
"Cambodia",0.899998135,"KHM"
"Cameroon",0.980509321,"CMR"
"Canada",8.211349916,"CAN"
"Cayman Islands",4.787209309,"CYM"
"Central African Republic",1.38538595,"CAF"
"Chad",1.537711241,"TCD"
"Chile",3.477039217,"CHL"
"China",2.082236488,"CHN"
"Colombia",1.947412789,"COL"
"Comoros",1.181326159,"COM"
"Congo",0.981990781,"COG"
"Congo, Democratic Republic of",0.876395846,"COD"
"Costa Rica",2.523688954,"CRI"
"Cote d'Ivoire",1.086035637,"CIV"
"Croatia",3.918521513,"HRV"
"Cuba",1.752547279,"CUB"
"Cyprus",5.689710544,"CYP"
"Czech Republic",5.910277212,"CZE"
"Denmark",8.070919033,"DNK"
"Djibouti",1.464218545,"DJI"
"Dominica",2.28741428,"DMA"
"Dominican Republic",1.716342817,"DOM"
"Ecuador",2.03730582,"ECU"
"Egypt",1.62456529,"EGY"
"El Salvador",1.937217507,"SLV"
"Equatorial Guinea",3.748734016,"GNQ"
"Eritrea",0.748573923,"ERI"
"Estonia",7.622096107,"EST"
"Ethiopia",0.97900976,"ETH"
"Fiji",2.611142633,"FJI"
"Finland",7.015135784,"FIN"
"France",5.496208797,"FRA"
"French Guiana",2.374988155,"GUF"
"French Polynesia",4.946237705,"PYF"
"Gabon",1.068968953,"GAB"
"Gambia",1.048526683,"GMB"
"Germany",5.18839443,"DEU"
"Ghana",1.660826968,"GHA"
"Greece",5.737458479,"GRC"
"Grenada",2.473201582,"GRD"
"Guadeloupe",3.402073077,"GLP"
"Guatemala",1.897213257,"GTM"
"Guinea",1.389344387,"GIN"
"Guinea-Bissau",1.556886338,"GNB"
"Guyana",2.504417071,"GUY"
"Haiti",0.577562411,"HTI"
"Honduras",1.840594185,"HND"
"Hungary",3.845170813,"HUN"
"India",0.807694374,"IND"
"Indonesia",1.327806107,"IDN"
"Iran, Islamic Republic of",2.458763919,"IRN"
"Iraq",1.391046142,"IRQ"
"Ireland",6.128878524,"IRL"
"Israel",5.823286458,"ISR"
"Italy",5.571137823,"ITA"
"Jamaica",1.670511178,"JAM"
"Japan",5.168949006,"JPN"
"Jordan",1.908818432,"JOR"
"Kazakhstan",3.563785261,"KAZ"
"Kenya",1.083836963,"KEN"
"Korea, Democratic People's Republic of",2.820010439,"PRK"
"Korea, Republic of",5.570772112,"KOR"
"Kuwait",6.501298178,"KWT"
"Kyrgyzstan",1.12246153,"KGZ"
"Lao People's Democratic Republic",1.299750177,"LAO"
"Latvia",4.434758076,"LVA"
"Lebanon",3.872737964,"LBN"
