"country","footprint","country_3_code"
"Afghanistan",12313151.82,"AFG"
"Albania",6183646.119,"ALB"
"Algeria",30680644.46,"DZA"
"Angola",8148613.288,"AGO"
"Antigua and Barbuda",129429.6259,"ATG"
"Argentina",102731554.8,"ARG"
"Australia",128438652.8,"AUS"
"Austria",36268137.25,"AUT"
"Bahamas",1356199.233,"BHS"
"Bahrain",3983661.662,"BHR"
"Barbados",868482.258,"BRB"
"Bangladesh",43107990.49,"BGD"
"Bermuda",372132.35,"BMU"
"Bhutan",2267421.661,"BTN"
"Bolivia",16308610.48,"BOL"
"Botswana",1562294.277,"BWA"
"Brazil",355136209.3,"BRA"
"Brunei Darussalam",846873.4514,"BRN"
"Bulgaria",44121254.79,"BGR"
"Myanmar",28090130.63,"MMR"
"Burundi",4479337.319,"BDI"
"Cameroon",11866632.18,"CMR"
"Canada",211314759.3,"CAN"
"Cabo Verde",443998.5437,"CPV"
"Central African Republic",4341286.697,"CAF"
"Sri Lanka",14432740,"LKA"
"Chad",8405839.257,"TCD"
"Chile",25179735.31,"CHL"
"Colombia",64864612.81,"COL"
"Comoros",423729.1226,"COM"
"Congo",2048435.21,"COG"
"Costa Rica",5833173.718,"CRI"
"Cuba",25957033.81,"CUB"
"Cyprus",2474675.206,"CYP"
"Czechoslovakia",111118500.2,"CSHH"
"Benin",4292057.403,"BEN"
"Denmark",40423527.2,"DNK"
"Dominica",85066.70685,"DMA"
"Dominican Republic",7691573.483,"DOM"
"Ecuador",15173278.18,"ECU"
"Egypt",66670804.05,"EGY"
"El Salvador",5204209.841,"SLV"
"Equatorial Guinea",296074.6636,"GNQ"
"Ethiopia PDR",59607982.54,"ETH"
"Fiji",1287087.636,"FJI"
"Finland",32469808.52,"FIN"
"France",278423809.8,"FRA"
"French Polynesia",669789.3866,"PYF"
"Djibouti",435600.7448,"DJI"
"Gabon",1646548.296,"GAB"
"Gambia",743320.6485,"GMB"
"Germany",511431948.4,"DEU"
"Ghana",12926950.29,"GHA"
"Greece",37343191.62,"GRC"
"Guadeloupe",852819.2378,"GLP"
"Guatemala",9654573.404,"GTM"
"Guinea",7208794.18,"GIN"
"Guyana",1385079.243,"GUY"
"Haiti",3686226.038,"HTI"
"Honduras",7295364.867,"HND"
"Hungary",50240298.74,"HUN"
"India",523585312.5,"IND"
"Indonesia",184463675.2,"IDN"
"Iran, Islamic Republic of",55925066.36,"IRN"
"Iraq",18976831.79,"IRQ"
"Ireland",17882266.8,"IRL"
"Israel",15026295.6,"ISR"
"Italy",246231827.7,"ITA"
"Cote d'Ivoire",13211407.74,"CIV"
"Jamaica",2674836.352,"JAM"
"Japan",528247546,"JPN"
"Jordan",4566436.164,"JOR"
"Kenya",27714609.26,"KEN"
"Cambodia",8050544.519,"KHM"
"Korea, Democratic People's Republic of",66389582.36,"PRK"
"Korea, Republic of",99399703.02,"KOR"
"Lao People's Democratic Republic",4752732.04,"LAO"
"Lebanon",7480550.223,"LBN"
"Lesotho",2183846.711,"LSO"
"Liberia",2264654.197,"LBR"
"Libyan Arab Jamahiriya",11723550.56,"LBY"
"Madagascar",15665773.57,"MDG"
"Malawi",5104271.814,"MWI"
"Malaysia",36688700.16,"MYS"
"Mali",8898326.771,"MLI"
"Malta",1237719.495,"MLT"
"Martinique",744347.3443,"MTQ"
"Mauritania",4041543.747,"MRT"
"Mauritius",1539073.306,"MUS"
"Mexico",178676380.1,"MEX"
"Mongolia",11225071.01,"MNG"
"Morocco",22034939.46,"MAR"
"Mozambique",10771000.56,"MOZ"
"Namibia",1908306.803,"NAM"
"Nepal",12799960.57,"NPL"
"Netherlands",75271755.68,"NLD"
"New Zealand",14688247.38,"NZL"
"Nicaragua",7354560.094,"NIC"
"Niger",12590042.84,"NER"
"Nigeria",85272184.11,"NGA"
"Norway",32211362.1,"NOR"
"Pakistan",54175717.8,"PAK"
"Panama",4931910.966,"PAN"
"Papua New Guinea",5973395.71,"PNG"
"Paraguay",14378168.83,"PRY"
"Peru",30951074.88,"PER"
"Philippines",56234443.99,"PHL"
"Poland",201624303.3,"POL"
"Portugal",26446291,"PRT"
"Guinea-Bissau",1422533.447,"GNB"
"Timor-Leste",330259.7057,"TLS"
"Qatar",2781072.385,"QAT"
"Zimbabwe",11221702.21,"ZWE"
"Reunion",990269.9832,"REU"
"Romania",106252982,"ROU"
"Rwanda",5820218.174,"RWA"
"Saint Lucia",164469.2366,"LCA"
"Sao Tome and Principe",126230.4146,"STP"
"Senegal",7885270.044,"SEN"
"Sierra Leone",3858335.023,"SLE"
"Singapore",10976929.97,"SGP"
"Somalia",9563313.77,"SOM"
"South Africa",108391933.8,"ZAF"
"Spain",135391713,"ESP"
"Sudan (former)",41048964.11,""
"Swaziland",1953922.355,"SWZ"
"Sweden",52458798.35,"SWE"
"Switzerland",35908004.73,"CHE"
"Syrian Arab Republic",19617361.33,"SYR"
"Tanzania, United Republic of",30143643.81,"TZA"
"Thailand",58214332.61,"THA"
"Togo",3286623.675,"TGO"
"Tonga",153279.2999,"TON"
"Trinidad and Tobago",4537292.747,"TTO"
"Tunisia",10766330.1,"TUN"
"Turkey",97469091.92,"TUR"
"United Arab Emirates",10396544.67,"ARE"
"Uganda",26542557.31,"UGA"
"USSR",1624162366,"SUUH"
"United Kingdom",301735798.2,"GBR"
"United States of America",2098816158,"USA"
"Burkina Faso",9276634.441,"BFA"
"Uruguay",11013141.5,"URY"
"Venezuela, Bolivarian Republic of",56076476.39,"VEN"
"Viet Nam",41364994.69,"VNM"
"Samoa",313349.6571,"WSM"
"Yugoslav SFR",78963493.41,"YUG"
"Yemen",7005104.862,"YEM"
"Congo, Democratic Republic of",28640773.34,"COD"
"Zambia",7117625.709,"ZMB"
"Belgium",59831704,"BEL"
"Luxembourg",4302298.738,"LUX"
"China",1469240698,"CHN"
"World",12050898228,"WORLD"
