"country","footprint","country_3_code"
"Afghanistan",10006183.07,"AFG"
"Albania",6009171.553,"ALB"
"Algeria",36146524.79,"DZA"
"Angola",9179258.664,"AGO"
"Antigua and Barbuda",251254.3971,"ATG"
"Argentina",100783735.6,"ARG"
"Australia",137488883,"AUS"
"Austria",41521741.6,"AUT"
"Bahamas",1557091.617,"BHS"
"Bahrain",4581023.468,"BHR"
"Barbados",996502.3528,"BRB"
"Bangladesh",52086862.94,"BGD"
"Bermuda",420778.4045,"BMU"
"Bhutan",2199998.353,"BTN"
"Bolivia",14721585.3,"BOL"
"Botswana",3462580.309,"BWA"
"Brazil",433166697.7,"BRA"
"Aruba",807951.874,"ABW"
"Brunei Darussalam",1035961.741,"BRN"
"Bulgaria",41847121.98,"BGR"
"Myanmar",33861410.51,"MMR"
"Burundi",5883976.527,"BDI"
"Cameroon",12344496.84,"CMR"
"Canada",250386885.6,"CAN"
"Cabo Verde",520249.482,"CPV"
"Central African Republic",4827714.503,"CAF"
"Sri Lanka",15570188.76,"LKA"
"Chad",8997878.478,"TCD"
"Chile",38950941.72,"CHL"
"Colombia",70276596.34,"COL"
"Comoros",563944.0157,"COM"
"Congo",2098068.884,"COG"
"Costa Rica",6957926.631,"CRI"
"Cuba",27902156.92,"CUB"
"Cyprus",3360922.536,"CYP"
"Czechoslovakia",104441593.4,"CSHH"
"Benin",5447106.173,"BEN"
"Denmark",45541490.96,"DNK"
"Dominica",157125.2309,"DMA"
"Dominican Republic",8226951.693,"DOM"
"Ecuador",18896811.73,"ECU"
"Egypt",81204895.86,"EGY"
"El Salvador",6275170.688,"SLV"
"Equatorial Guinea",417034.0381,"GNQ"
"Ethiopia PDR",64685322.77,"ETH"
"Fiji",1721534.099,"FJI"
"Finland",36133125.89,"FIN"
"France",320150945.5,"FRA"
"French Polynesia",833152.7217,"PYF"
"Djibouti",605452.4455,"DJI"
"Gabon",1350318.191,"GAB"
"Gambia",1043570.604,"GMB"
"Germany",547587666,"DEU"
"Ghana",16390314.69,"GHA"
"Greece",48756363.18,"GRC"
"Guadeloupe",1304122.304,"GLP"
"Guatemala",12128984.44,"GTM"
"Guinea",8491123.581,"GIN"
"Guyana",1221408.554,"GUY"
"Haiti",4183109.093,"HTI"
"Honduras",8299070.762,"HND"
"Hungary",44917327.1,"HUN"
"India",674809418.9,"IND"
"Indonesia",218270899.6,"IDN"
"Iran, Islamic Republic of",82574556.46,"IRN"
"Iraq",27849878.9,"IRQ"
"Ireland",22827092.3,"IRL"
"Israel",20881757.47,"ISR"
"Italy",298312077.6,"ITA"
"Cote d'Ivoire",15089187.93,"CIV"
"Jamaica",3490511.993,"JAM"
"Japan",683711347.7,"JPN"
"Jordan",5259333.979,"JOR"
"Kenya",32045738.6,"KEN"
"Cambodia",9054637.446,"KHM"
"Korea, Democratic People's Republic of",67262899.44,"PRK"
"Korea, Republic of",161093010,"KOR"
"Lao People's Democratic Republic",5428674.848,"LAO"
"Lebanon",8793328.039,"LBN"
"Lesotho",2380413.399,"LSO"
"Liberia",2610387.703,"LBR"
"Libyan Arab Jamahiriya",11974624.53,"LBY"
"Madagascar",17064314.61,"MDG"
"Malawi",6602157.008,"MWI"
"Malaysia",51275451.63,"MYS"
"Mali",10913088.26,"MLI"
"Malta",1988633.083,"MLT"
"Martinique",1104486.439,"MTQ"
"Mauritania",4626231.393,"MRT"
"Mauritius",2416888.151,"MUS"
"Mexico",213829064.9,"MEX"
"Mongolia",13881563.12,"MNG"
"Morocco",29474075.56,"MAR"
"Mozambique",11445980.61,"MOZ"
"Namibia",2896262.248,"NAM"
"Nepal",15912790.71,"NPL"
"Netherlands",90400400.94,"NLD"
"New Zealand",20192747.82,"NZL"
"Nicaragua",6721584.188,"NIC"
"Niger",12474020.95,"NER"
"Nigeria",98295142.15,"NGA"
"Norway",27941375.09,"NOR"
"Pakistan",80132355.87,"PAK"
"Panama",5515412.233,"PAN"
"Papua New Guinea",7005324.387,"PNG"
"Paraguay",15465152.5,"PRY"
"Peru",37489939.08,"PER"
"Philippines",74907610.53,"PHL"
"Poland",175086273.4,"POL"
"Portugal",41926368.52,"PRT"
"Guinea-Bissau",1753384.045,"GNB"
"Timor-Leste",362465.8482,"TLS"
"Qatar",3451148.815,"QAT"
"Zimbabwe",15899823.04,"ZWE"
"Reunion",1482175.845,"REU"
"Romania",104938570.7,"ROU"
"Rwanda",5427392.011,"RWA"
"Saint Lucia",320561.18,"LCA"
"Sao Tome and Principe",133953.2305,"STP"
"Senegal",9767092.959,"SEN"
"Sierra Leone",4419907.403,"SLE"
"Singapore",14504588.59,"SGP"
"Somalia",10042744.29,"SOM"
"South Africa",126200662.7,"ZAF"
"Spain",179709881.8,"ESP"
"Sudan (former)",41937619.45,""
"Swaziland",1784464.52,"SWZ"
"Sweden",54744893.4,"SWE"
"Switzerland",43365592.06,"CHE"
"Syrian Arab Republic",20539931.11,"SYR"
"Tanzania, United Republic of",37421785.87,"TZA"
"Thailand",89151434.39,"THA"
"Togo",4230521.072,"TGO"
"Tonga",156707.6012,"TON"
"Trinidad and Tobago",3650058.5,"TTO"
"Oman",4295860.055,"OMN"
"Tunisia",15739186.16,"TUN"
"Turkey",139719032.6,"TUR"
"United Arab Emirates",24162590.8,"ARE"
"Uganda",30614772.41,"UGA"
"USSR",1702341771,"SUUH"
"United Kingdom",334812246.3,"GBR"
"United States of America",2499966559,"USA"
"Burkina Faso",10630062.46,"BFA"
"Uruguay",11322024.49,"URY"
"Venezuela, Bolivarian Republic of",59978804.42,"VEN"
"Viet Nam",48921609.47,"VNM"
"Samoa",334746.3402,"WSM"
"Yugoslav SFR",85214035.37,"YUG"
"Yemen",9841292.779,"YEM"
"Congo, Democratic Republic of",35458972.23,"COD"
"Zambia",8190779.686,"ZMB"
"Belgium",70398034.19,"BEL"
"Luxembourg",5631644.199,"LUX"
"China",1833947738,"CHN"
"World",14220851945,"WORLD"
