"country","footprint","country_3_code"
"Afghanistan",13885164.96,"AFG"
"Albania",4733389.796,"ALB"
"Algeria",18597609.21,"DZA"
"Angola",7654591.151,"AGO"
"Argentina",121261993.3,"ARG"
"Australia",140735712.2,"AUS"
"Austria",35751970.35,"AUT"
"Bahamas",2738246.223,"BHS"
"Barbados",729211.814,"BRB"
"Bangladesh",37848891.71,"BGD"
"Bermuda",364816.2863,"BMU"
"Bolivia",12843216.11,"BOL"
"Botswana",1609471.964,"BWA"
"Brazil",292907933.3,"BRA"
"Bulgaria",45109001.14,"BGR"
"Myanmar",20314589.52,"MMR"
"Burundi",4160768.418,"BDI"
"Cameroon",10124044.8,"CMR"
"Canada",226017735.1,"CAN"
"Cabo Verde",210892.274,"CPV"
"Central African Republic",2924406.06,"CAF"
"Sri Lanka",10393234.01,"LKA"
"Chad",6832377.888,"TCD"
"Chile",21206591.77,"CHL"
"Colombia",52760116.97,"COL"
"Comoros",245311.8959,"COM"
"Congo",1275934.221,"COG"
"Costa Rica",5353100.677,"CRI"
"Cuba",22296655.84,"CUB"
"Cyprus",1548967.985,"CYP"
"Czechoslovakia",109996050.7,"CSHH"
"Benin",3772753.703,"BEN"
"Denmark",40851900.51,"DNK"
"Dominica",74532.70379,"DMA"
"Dominican Republic",6000449.569,"DOM"
"Ecuador",10763735.72,"ECU"
"Egypt",39482874.75,"EGY"
"El Salvador",5138276.009,"SLV"
"Equatorial Guinea",271984.0556,"GNQ"
"Ethiopia PDR",50629083.02,"ETH"
"Fiji",998095.4153,"FJI"
"Finland",37142087.41,"FIN"
"France",291321183.9,"FRA"
"French Polynesia",470780.3559,"PYF"
"Djibouti",397028.0231,"DJI"
"Gabon",1001817.777,"GAB"
"Gambia",536618.6139,"GMB"
"Germany",518323574.7,"DEU"
"Ghana",13018030.72,"GHA"
"Greece",32507124.46,"GRC"
"Guadeloupe",551486.4179,"GLP"
"Guatemala",8811634.45,"GTM"
"Guinea",6877315.769,"GIN"
"Guyana",2035518.466,"GUY"
"Haiti",3062840.66,"HTI"
"Honduras",6531615.502,"HND"
"Hungary",47107607.95,"HUN"
"India",417616959.3,"IND"
"Indonesia",137902529.4,"IDN"
"Iran, Islamic Republic of",42547250.05,"IRN"
"Ireland",15320688.01,"IRL"
"Israel",13758693.61,"ISR"
"Italy",229708720.5,"ITA"
"Cote d'Ivoire",10214338.41,"CIV"
"Jamaica",3709796.361,"JAM"
"Japan",553870832.5,"JPN"
"Jordan",1792703.632,"JOR"
"Kenya",20762474.91,"KEN"
"Cambodia",8157054.893,"KHM"
"Korea, Democratic People's Republic of",47713908.12,"PRK"
"Korea, Republic of",68714519.81,"KOR"
"Lao People's Democratic Republic",4082087.16,"LAO"
"Lebanon",6468116.435,"LBN"
"Lesotho",1993280.479,"LSO"
"Liberia",2055184.633,"LBR"
"Madagascar",12775633.3,"MDG"
"Malawi",4925073.754,"MWI"
"Malaysia",23574372.68,"MYS"
"Mali",8966635.273,"MLI"
"Malta",1002250.072,"MLT"
"Martinique",664898.794,"MTQ"
"Mauritania",3201609.955,"MRT"
"Mauritius",1085098.46,"MUS"
"Mexico",137437411,"MEX"
"Mongolia",9201232.626,"MNG"
"Morocco",19777123.83,"MAR"
"Mozambique",9210761.454,"MOZ"
"Namibia",1721379.53,"NAM"
"Nepal",11469391.23,"NPL"
"Netherlands",81564078.41,"NLD"
"New Zealand",18396078.5,"NZL"
"Nicaragua",6227640.148,"NIC"
"Niger",9588615.972,"NER"
"Nigeria",63300267.93,"NGA"
"Norway",40006719.43,"NOR"
"Pakistan",42198509.65,"PAK"
"Panama",4433660.66,"PAN"
"Papua New Guinea",4848860.029,"PNG"
"Paraguay",9605914.038,"PRY"
"Peru",33207213.35,"PER"
"Philippines",50251866.87,"PHL"
"Poland",196657500.7,"POL"
"Portugal",26452043.85,"PRT"
"Guinea-Bissau",1097421.082,"GNB"
"Timor-Leste",299718.4474,"TLS"
"Zimbabwe",9490893.208,"ZWE"
"Reunion",662995.6705,"REU"
"Romania",89389893.79,"ROU"
"Rwanda",4288528.447,"RWA"
"Saint Lucia",138693.8351,"LCA"
"Sao Tome and Principe",78870.27136,"STP"
"Senegal",8585672.375,"SEN"
"Sierra Leone",3702753.581,"SLE"
"Singapore",3883963.251,"SGP"
"Somalia",8185823.928,"SOM"
"South Africa",103413969.8,"ZAF"
"Spain",139031454.2,"ESP"
"Sudan (former)",34195331.14,""
"Swaziland",2019695.49,"SWZ"
"Sweden",70844246.73,"SWE"
"Switzerland",32613453,"CHE"
"Syrian Arab Republic",10808412.36,"SYR"
"Tanzania, United Republic of",24313471.37,"TZA"
"Thailand",44867548.38,"THA"
"Togo",2998666.918,"TGO"
"Tonga",143514.7737,"TON"
"Trinidad and Tobago",2994854.442,"TTO"
"Tunisia",7849650.176,"TUN"
"Turkey",83566361.13,"TUR"
"Uganda",23360238.75,"UGA"
"USSR",1491183796,"SUUH"
"United Kingdom",340705293.2,"GBR"
"United States of America",2195964057,"USA"
"Burkina Faso",8091637.804,"BFA"
"Uruguay",16684913.25,"URY"
"Venezuela, Bolivarian Republic of",38393452.4,"VEN"
"Viet Nam",32312154.64,"VNM"
"Samoa",332435.3366,"WSM"
"Yugoslav SFR",65960227.05,"YUG"
"Yemen",5607725.896,"YEM"
"Congo, Democratic Republic of",22084601.5,"COD"
"Zambia",7337248.111,"ZMB"
"Belgium",66643481.12,"BEL"
"Luxembourg",5087230.609,"LUX"
"China",1115296046,"CHN"
"World",11079726446,"WORLD"
