"name","footprint","id"
"Afghanistan",13172488.27,"AFG"
"Albania",4696455.572,"ALB"
"Algeria",15452170.65,"DZA"
"Angola",7941216.07,"AGO"
"Argentina",119130016.1,"ARG"
"Australia",136009173,"AUS"
"Austria",38863573.99,"AUT"
"Bahamas",2449352.733,"BHS"
"Barbados",654412.4975,"BRB"
"Bangladesh",35214848.58,"BGD"
"Bermuda",372317.107,"BMU"
"Bolivia",12208166.53,"BOL"
"Botswana",1508027.357,"BWA"
"Brazil",291249747.7,"BRA"
"Bulgaria",42355414.02,"BGR"
"Myanmar",20179669.27,"MMR"
"Burundi",3936899.366,"BDI"
"Cameroon",9708574.453,"CMR"
"Canada",222276124.8,"CAN"
"Cabo Verde",203984.6307,"CPV"
"Central African Republic",2843660.729,"CAF"
"Sri Lanka",10832445.51,"LKA"
"Chad",6726348.506,"TCD"
"Chile",25979333.97,"CHL"
"Colombia",53219979.21,"COL"
"Comoros",237610.0574,"COM"
"Congo",1209538.757,"COG"
"Costa Rica",5315861.478,"CRI"
"Cuba",22382995.69,"CUB"
"Cyprus",1713849.399,"CYP"
"Czechoslovakia",108191948.6,"CSHH"
"Benin",3746405.139,"BEN"
"Denmark",45292611.43,"DNK"
"Dominica",72063.16028,"DMA"
"Dominican Republic",6273743.764,"DOM"
"Ecuador",9989182.352,"ECU"
"Egypt",35862032.85,"EGY"
"El Salvador",5033862.983,"SLV"
"Equatorial Guinea",277079.045,"GNQ"
"Ethiopia PDR",50567443.07,"ETH"
"Fiji",1026028.994,"FJI"
"Finland",34887698.76,"FIN"
"France",316605776.4,"FRA"
"French Polynesia",492133.6906,"PYF"
"Djibouti",374629.8541,"DJI"
"Gabon",1172787.461,"GAB"
"Gambia",568734.684,"GMB"
"Germany",538791082.3,"DEU"
"Ghana",13546450.81,"GHA"
"Greece",32759479.2,"GRC"
"Guadeloupe",574671.0864,"GLP"
"Guatemala",8497357.432,"GTM"
"Guinea",6816738.589,"GIN"
"Guyana",2064125.073,"GUY"
"Haiti",3014794.781,"HTI"
"Honduras",6739478.958,"HND"
"Hungary",48249931.99,"HUN"
"India",384348521.8,"IND"
"Indonesia",143410249.2,"IDN"
"Iran, Islamic Republic of",29310460.57,"IRN"
"Ireland",17929490.6,"IRL"
"Israel",12555015.9,"ISR"
"Italy",243838423.4,"ITA"
"Cote d'Ivoire",9508148.178,"CIV"
"Jamaica",3737863.141,"JAM"
"Japan",595749077,"JPN"
"Jordan",1883123.229,"JOR"
"Kenya",20488221.63,"KEN"
"Cambodia",8073311.793,"KHM"
"Korea, Democratic People's Republic of",47419978.7,"PRK"
"Korea, Republic of",65526240.29,"KOR"
"Lao People's Democratic Republic",4241077.893,"LAO"
"Lebanon",7034923.879,"LBN"
"Lesotho",1710697.091,"LSO"
"Liberia",2163336.714,"LBR"
"Madagascar",12543963.76,"MDG"
"Malawi",4591334.298,"MWI"
"Malaysia",24468413.17,"MYS"
"Mali",8199912.067,"MLI"
"Malta",969469.3476,"MLT"
"Martinique",751659.6354,"MTQ"
"Mauritania",2914568.255,"MRT"
"Mauritius",1086823.4,"MUS"
"Mexico",134296442,"MEX"
"Mongolia",8617003.735,"MNG"
"Morocco",18757524.76,"MAR"
"Mozambique",9239264.098,"MOZ"
"Namibia",1016336.85,"NAM"
"Nepal",11265199.29,"NPL"
"Netherlands",85534864.87,"NLD"
"New Zealand",19249774.64,"NZL"
"Nicaragua",6624146.945,"NIC"
"Niger",8771878.321,"NER"
"Nigeria",63835447.13,"NGA"
"Norway",41037334.07,"NOR"
"Pakistan",41584444.75,"PAK"
"Panama",4496040.805,"PAN"
"Papua New Guinea",5065427.23,"PNG"
"Paraguay",9435198.195,"PRY"
"Peru",33853574.9,"PER"
"Philippines",48018457.42,"PHL"
"Poland",192644166.2,"POL"
"Portugal",29267302.23,"PRT"
"Guinea-Bissau",1049908.592,"GNB"
"Timor-Leste",306017.1856,"TLS"
"Zimbabwe",10307105.83,"ZWE"
"Reunion",686040.7982,"REU"
"Romania",86436923.26,"ROU"
"Rwanda",3983381.935,"RWA"
"Saint Lucia",138602.8857,"LCA"
"Sao Tome and Principe",65696.3541,"STP"
"Senegal",8536160.241,"SEN"
"Sierra Leone",3794734.23,"SLE"
"Singapore",3681226.213,"SGP"
"Somalia",7931936.548,"SOM"
"South Africa",102222251.3,"ZAF"
"Spain",137779476.6,"ESP"
"Sudan (former)",33146901.87,""
"Swaziland",1324086.151,"SWZ"
"Sweden",63985876.51,"SWE"
"Switzerland",37636989.3,"CHE"
"Syrian Arab Republic",10199497.95,"SYR"
"Tanzania, United Republic of",23327060.2,"TZA"
"Thailand",43392993.33,"THA"
"Togo",2708703.511,"TGO"
"Tonga",134228.0486,"TON"
"Trinidad and Tobago",3215486.303,"TTO"
"Tunisia",6580612.26,"TUN"
"Turkey",74317328.91,"TUR"
"Uganda",22472607.67,"UGA"
"USSR",1455095426,"SUUH"
"United Kingdom",370520767.9,"GBR"
"United States of America",2283236255,"USA"
"Burkina Faso",7726273.347,"BFA"
"Uruguay",16073845.46,"URY"
"Venezuela, Bolivarian Republic of",34181113.48,"VEN"
"Viet Nam",33286274.94,"VNM"
"Samoa",300631.1182,"WSM"
"Yugoslav SFR",71329605.95,"YUG"
"Yemen",5112573.555,"YEM"
"Congo, Democratic Republic of",22054254.37,"COD"
"Zambia",6938535.203,"ZMB"
"Belgium",75194479.91,"BEL"
"Luxembourg",6175025.52,"LUX"
"China",1042630019,"CHN"
"World",11135026503,"WORLD"
