"name","total","id"
"Sweden",5.876851505,"SWE"
"Switzerland",5.962255026,"CHE"
"Syrian Arab Republic",1.721951874,"SYR"
"Tajikistan",1.506336918,"TJK"
"Tanzania, United Republic of",1.333154049,"TZA"
"Thailand",1.751993396,"THA"
"Timor-Leste",0.472172809,"TLS"
"Togo",0.978740135,"TGO"
"Tonga",1.677067907,"TON"
"Trinidad and Tobago",3.158716865,"TTO"
"Tunisia",1.708249535,"TUN"
"Turkey",2.445657162,"TUR"
"Turkmenistan",3.674044209,"TKM"
"Uganda",1.741096632,"UGA"
"Ukraine",4.958080819,"UKR"
"United Arab Emirates",13.40612428,"ARE"
"United Kingdom",5.85595455,"GBR"
"United States of America",9.832352392,"USA"
"Uruguay",5.196708385,"URY"
"Uzbekistan",2.552602917,"UZB"
"Venezuela, Bolivarian Republic of",3.138710749,"VEN"
"Viet Nam",0.733134856,"VNM"
"World",2.603388139,"WORLD"
"Yemen",0.887331878,"YEM"
"Zambia",1.027291078,"ZMB"
"Zimbabwe",1.482555853,"ZWE"
