"name","footprint","id"
"Afghanistan",12066791.88,"AFG"
"Albania",3528426.127,"ALB"
"Algeria",6903171.959,"DZA"
"Angola",6652023.785,"AGO"
"Argentina",75020396.51,"ARG"
"Australia",98207499.24,"AUS"
"Austria",29682101.41,"AUT"
"Barbados",501418.7744,"BRB"
"Bermuda",255864.0011,"BMU"
"Bolivia",9222868.739,"BOL"
"Botswana",931671.6198,"BWA"
"Brazil",202803858.9,"BRA"
"Bulgaria",32424425.07,"BGR"
"Myanmar",14663474.2,"MMR"
"Burundi",3660362.818,"BDI"
"Cameroon",7797393.763,"CMR"
"Canada",194412893.9,"CAN"
"Cabo Verde",137990.6225,"CPV"
"Central African Republic",2089387.542,"CAF"
"Sri Lanka",9749233.494,"LKA"
"Chad",7216437.028,"TCD"
"Chile",22339758.62,"CHL"
"Colombia",42344674.59,"COL"
"Comoros",128087.177,"COM"
"Congo",1066075.208,"COG"
"Costa Rica",3841027.367,"CRI"
"Cuba",13540832.66,"CUB"
"Cyprus",1286697.96,"CYP"
"Czechoslovakia",80818757.82,"CSHH"
"Benin",3345661.335,"BEN"
"Denmark",34919942.16,"DNK"
"Dominica",47814.49736,"DMA"
"Dominican Republic",3879305.682,"DOM"
"Ecuador",6752036.125,"ECU"
"Egypt",31890129.01,"EGY"
"El Salvador",4002719.686,"SLV"
"Ethiopia PDR",48779836.57,"ETH"
"Fiji",652692.4576,"FJI"
"Finland",31803099.98,"FIN"
"France",236654621.7,"FRA"
"French Polynesia",314809.0866,"PYF"
"Djibouti",252168.2669,"DJI"
"Gabon",516748.7386,"GAB"
"Gambia",550203.6127,"GMB"
"Germany",373002711.2,"DEU"
"Ghana",8796087.826,"GHA"
"Greece",20878384.48,"GRC"
"Guadeloupe",417575.1323,"GLP"
"Guatemala",6312027.332,"GTM"
"Guinea",6536922.776,"GIN"
"Guyana",1764881.948,"GUY"
"Haiti",2743654.161,"HTI"
"Honduras",6405649.08,"HND"
"Hungary",37387663.56,"HUN"
"India",309767449.7,"IND"
"Indonesia",129304575.7,"IDN"
"Iran, Islamic Republic of",26591791.91,"IRN"
"Israel",9001887.045,"ISR"
"Italy",169203364,"ITA"
"Cote d'Ivoire",7450527.287,"CIV"
"Jamaica",2957597.286,"JAM"
"Japan",374110363.6,"JPN"
"Jordan",1788478.047,"JOR"
"Kenya",16290072.11,"KEN"
"Cambodia",9295145.543,"KHM"
"Korea, Democratic People's Republic of",22472594.11,"PRK"
"Korea, Republic of",31145807.58,"KOR"
"Lao People's Democratic Republic",4108863.241,"LAO"
"Lebanon",3931274.862,"LBN"
"Lesotho",1325308.503,"LSO"
"Liberia",1446465.699,"LBR"
"Madagascar",12528330.39,"MDG"
"Malawi",3775797.566,"MWI"
"Malaysia",14991657.94,"MYS"
"Mali",8855294.164,"MLI"
"Malta",679699.4968,"MLT"
"Martinique",502680.4634,"MTQ"
"Mauritania",3705736.295,"MRT"
"Mauritius",705039.1874,"MUS"
"Mexico",88125659.92,"MEX"
"Mongolia",8496239.853,"MNG"
"Morocco",13134716.65,"MAR"
"Mozambique",7222182.968,"MOZ"
"Namibia",1854987.522,"NAM"
"Nepal",9318787.268,"NPL"
"Netherlands",55093661.37,"NLD"
"New Zealand",13783452.46,"NZL"
"Nicaragua",5322102.767,"NIC"
"Niger",7964964.618,"NER"
"Nigeria",47192697.13,"NGA"
"Norway",37455855.95,"NOR"
"Pakistan",28955537.79,"PAK"
"Panama",2600140.702,"PAN"
"Papua New Guinea",3144817.204,"PNG"
"Paraguay",7591117.84,"PRY"
"Peru",32709437.06,"PER"
"Philippines",30979737.52,"PHL"
"Poland",139819371.1,"POL"
"Portugal",22545913.16,"PRT"
"Timor-Leste",250917.8153,"TLS"
"Zimbabwe",7240087.831,"ZWE"
"Reunion",399117.0853,"REU"
"Romania",62021716.3,"ROU"
"Rwanda",3151828.987,"RWA"
"Saint Lucia",84379.7095,"LCA"
"Sao Tome and Principe",58778.71127,"STP"
"Senegal",6911104.834,"SEN"
"Sierra Leone",3737727.593,"SLE"
"Somalia",7434229.864,"SOM"
"South Africa",64349816.88,"ZAF"
"Spain",96939090.02,"ESP"
"Sudan (former)",22704292.65,""
"Sweden",64183768.24,"SWE"
"Switzerland",27194962.96,"CHE"
"Syrian Arab Republic",4674966.776,"SYR"
"Tanzania, United Republic of",19220389.03,"TZA"
"Thailand",32346079.88,"THA"
"Togo",2552338.437,"TGO"
"Tonga",69979.38411,"TON"
"Trinidad and Tobago",822403.3496,"TTO"
"Tunisia",3874449.77,"TUN"
"Turkey",56871440.66,"TUR"
"Uganda",15339387.81,"UGA"
"USSR",1094283370,"SUUH"
"United Kingdom",356487486.5,"GBR"
"United States of America",1860393628,"USA"
"Burkina Faso",7050454.981,"BFA"
"Uruguay",13443633.2,"URY"
"Venezuela, Bolivarian Republic of",19836559.9,"VEN"
"Viet Nam",27691623.33,"VNM"
"Samoa",194399.4197,"WSM"
"Yugoslav SFR",51389331.55,"YUG"
"Yemen",5346373.142,"YEM"
"Congo, Democratic Republic of",17658244.9,"COD"
"Zambia",6789637.825,"ZMB"
"Belgium",60271443.75,"BEL"
"Luxembourg",5311994.407,"LUX"
"China",742319979.4,"CHN"
"World",8518833038,"WORLD"
