"country","footprint","country_3_code"
"Afghanistan",12114749.69,"AFG"
"Albania",4864275.009,"ALB"
"Algeria",13420223.19,"DZA"
"Angola",8716176.089,"AGO"
"Argentina",100649497.8,"ARG"
"Australia",101053650.2,"AUS"
"Austria",37889879.06,"AUT"
"Bahamas",1578000.659,"BHS"
"Barbados",701101.6398,"BRB"
"Bangladesh",33811960.22,"BGD"
"Bermuda",344716.8701,"BMU"
"Bolivia",10900521.06,"BOL"
"Botswana",2204513.623,"BWA"
"Brazil",253580413.8,"BRA"
"Bulgaria",40641550.5,"BGR"
"Myanmar",18778087.44,"MMR"
"Burundi",3882544.51,"BDI"
"Cameroon",9763176.099,"CMR"
"Canada",205120783.5,"CAN"
"Cabo Verde",191184.4825,"CPV"
"Central African Republic",2812339.382,"CAF"
"Sri Lanka",10641206.61,"LKA"
"Chad",7729868.583,"TCD"
"Chile",26581723.02,"CHL"
"Colombia",50897405.33,"COL"
"Comoros",198375.7011,"COM"
"Congo",1371800.266,"COG"
"Costa Rica",4670892.368,"CRI"
"Cuba",20047383.23,"CUB"
"Cyprus",2041263.089,"CYP"
"Czechoslovakia",106414054.2,"CSHH"
"Benin",3825067.005,"BEN"
"Denmark",45316743.77,"DNK"
"Dominica",66759.17246,"DMA"
"Dominican Republic",5820458.866,"DOM"
"Ecuador",8650875.64,"ECU"
"Egypt",32741898.89,"EGY"
"El Salvador",4392670.918,"SLV"
"Ethiopia PDR",51414940.99,"ETH"
"Fiji",943184.6558,"FJI"
"Finland",33307693.11,"FIN"
"France",312059116.8,"FRA"
"French Polynesia",421928.3247,"PYF"
"Djibouti",346421.3231,"DJI"
"Gabon",1026284.384,"GAB"
"Gambia",555237.6036,"GMB"
"Germany",559455612.2,"DEU"
"Ghana",11290017.26,"GHA"
"Greece",30110762.42,"GRC"
"Guadeloupe",530712.033,"GLP"
"Guatemala",7909319.15,"GTM"
"Guinea",6633725.542,"GIN"
"Guyana",1930199.576,"GUY"
"Haiti",3207141.158,"HTI"
"Honduras",6612668.246,"HND"
"Hungary",44638788.99,"HUN"
"India",367582072.9,"IND"
"Indonesia",135295425.9,"IDN"
"Iran, Islamic Republic of",27863512.89,"IRN"
"Ireland",17192383.77,"IRL"
"Israel",12484213.34,"ISR"
"Italy",240380794.3,"ITA"
"Cote d'Ivoire",9339910.946,"CIV"
"Jamaica",3320212.069,"JAM"
"Japan",566013136.8,"JPN"
"Jordan",1948961.308,"JOR"
"Kenya",18876843.7,"KEN"
"Cambodia",8804246.596,"KHM"
"Korea, Democratic People's Republic of",44056686.63,"PRK"
"Korea, Republic of",54324986.9,"KOR"
"Lao People's Democratic Republic",4435335.029,"LAO"
"Lebanon",5552372.072,"LBN"
"Lesotho",1636385.8,"LSO"
"Liberia",2080670.648,"LBR"
"Madagascar",11994790.44,"MDG"
"Malawi",4870626.508,"MWI"
"Malaysia",21227622.89,"MYS"
"Mali",8306747.358,"MLI"
"Malta",964147.1088,"MLT"
"Martinique",726216.8042,"MTQ"
"Mauritania",3133754.675,"MRT"
"Mauritius",995851.1211,"MUS"
"Mexico",114611399.9,"MEX"
"Mongolia",8374455.659,"MNG"
"Morocco",17079105.76,"MAR"
"Mozambique",8681499.749,"MOZ"
"Namibia",872753.5896,"NAM"
"Nepal",10753976.71,"NPL"
"Netherlands",89099216.49,"NLD"
"New Zealand",14580701.02,"NZL"
"Nicaragua",5424394.296,"NIC"
"Niger",9397460.268,"NER"
"Nigeria",55283724.32,"NGA"
"Norway",43685112.6,"NOR"
"Pakistan",39238357.81,"PAK"
"Panama",4252023.77,"PAN"
"Papua New Guinea",4315909.996,"PNG"
"Paraguay",8021111.142,"PRY"
"Peru",31419261.91,"PER"
"Philippines",43404178.74,"PHL"
"Poland",178613410.4,"POL"
"Portugal",26495539.83,"PRT"
"Guinea-Bissau",971888.1009,"GNB"
"Timor-Leste",306931.1866,"TLS"
"Zimbabwe",9733089.318,"ZWE"
"Reunion",600744.6369,"REU"
"Romania",85196800.06,"ROU"
"Rwanda",3954698.444,"RWA"
"Saint Lucia",141605.1616,"LCA"
"Sao Tome and Principe",52772.39007,"STP"
"Senegal",5951150.391,"SEN"
"Sierra Leone",3821544.251,"SLE"
"Somalia",7615434.832,"SOM"
"South Africa",83139808.41,"ZAF"
"Spain",128750267.3,"ESP"
"Sudan (former)",30572729.01,""
"Swaziland",1309514.238,"SWZ"
"Sweden",61025425.03,"SWE"
"Switzerland",39040718.44,"CHE"
"Syrian Arab Republic",8506488.339,"SYR"
"Tanzania, United Republic of",22002294.23,"TZA"
"Thailand",40094417.87,"THA"
"Togo",2768890.731,"TGO"
"Tonga",110395.8236,"TON"
"Trinidad and Tobago",2328793.927,"TTO"
"Tunisia",5310286.885,"TUN"
"Turkey",73233560.03,"TUR"
"Uganda",21689871.24,"UGA"
"USSR",1332703996,"SUUH"
"United Kingdom",385620412.5,"GBR"
"United States of America",2325429301,"USA"
"Burkina Faso",7586306.375,"BFA"
"Uruguay",14371332.02,"URY"
"Venezuela, Bolivarian Republic of",25851790.77,"VEN"
"Viet Nam",33718130.97,"VNM"
"Samoa",286225.0202,"WSM"
"Yugoslav SFR",58887028.25,"YUG"
"Yemen",4796837.592,"YEM"
"Congo, Democratic Republic of",21380115.8,"COD"
"Zambia",7746298.954,"ZMB"
"Belgium",74481229.14,"BEL"
"Luxembourg",5850255.251,"LUX"
"China",974037156.8,"CHN"
"World",10678430959,"WORLD"
