"country","footprint","country_3_code"
"India",770710443.9,"IND"
"Indonesia",249943086.6,"IDN"
"Iran, Islamic Republic of",114120380.7,"IRN"
"Iraq",39337582.85,"IRQ"
"Ireland",22450533.8,"IRL"
"Israel",27598474.4,"ISR"
"Italy",298145561.3,"ITA"
"Cote d'Ivoire",14109861.14,"CIV"
"Kazakhstan",115890311.9,"KAZ"
"Jamaica",4044586.97,"JAM"
"Japan",705667129.5,"JPN"
"Jordan",8095803.143,"JOR"
"Kyrgyzstan",4475635.466,"KGZ"
"Kenya",35038473.63,"KEN"
"Cambodia",9164044.896,"KHM"
"Korea, Democratic People's Republic of",60244831.05,"PRK"
"Korea, Republic of",207966229.1,"KOR"
"Latvia",7550723.58,"LVA"
"Lao People's Democratic Republic",5613413.886,"LAO"
"Lebanon",12300562.82,"LBN"
"Lesotho",2276148.569,"LSO"
"Liberia",2272489.337,"LBR"
"Libyan Arab Jamahiriya",12647316.08,"LBY"
"Lithuania",10230317.86,"LTU"
"Madagascar",17621235.43,"MDG"
"Malawi",6685546.664,"MWI"
"Malaysia",72010582.49,"MYS"
"Mali",13578475.85,"MLI"
"Malta",2485349.907,"MLT"
"Martinique",1109425.268,"MTQ"
"Mauritania",5100051.577,"MRT"
"Mauritius",2939027.713,"MUS"
"Mexico",251794949.7,"MEX"
"Mongolia",12986601.46,"MNG"
"Morocco",39619196.37,"MAR"
"Mozambique",12380595.73,"MOZ"
"Moldova",8288468.395,"MDA"
"Namibia",4427513.045,"NAM"
"Nepal",17127070.62,"NPL"
"Netherlands",92437928.87,"NLD"
"Macedonia TFYR",5562695.829,"MKD"
"New Zealand",18908491.07,"NZL"
"Nicaragua",7107156.609,"NIC"
"Niger",14928851.62,"NER"
"Nigeria",114192375.8,"NGA"
"Norway",30622824.13,"NOR"
"Pakistan",90299142.89,"PAK"
"Panama",7377419.534,"PAN"
"Czech Republic",54813389.24,"CZE"
"Papua New Guinea",5845250.889,"PNG"
"Paraguay",20476190.32,"PRY"
"Peru",43640410.79,"PER"
"Philippines",84214588.63,"PHL"
"Poland",167882775.3,"POL"
"Portugal",45128270.57,"PRT"
"Guinea-Bissau",1730857.056,"GNB"
"Timor-Leste",499749.1425,"TLS"
"Eritrea",3297900.103,"ERI"
"Qatar",4850122.987,"QAT"
"Zimbabwe",16694796,"ZWE"
"Reunion",1768723.428,"REU"
"Romania",73864286.34,"ROU"
"Rwanda",4669551.486,"RWA"
"Russian Federation",754827066.1,"RUS"
"Serbia and Montenegro",26945322.56,"SCG"
"Saint Lucia",447079.4592,"LCA"
"Sao Tome and Principe",160226.8547,"STP"
"Senegal",10829224,"SEN"
"Sierra Leone",4545198.762,"SLE"
"Slovenia",8311026.136,"SVN"
"Slovakia",9806607.699,"SVK"
"Singapore",23473153.56,"SGP"
"Somalia",9977983.1,"SOM"
"South Africa",127780351.9,"ZAF"
"Spain",184503130.6,"ESP"
"Sudan (former)",58620479.38,""
"Tajikistan",5840784.495,"TJK"
"Swaziland",1788934.659,"SWZ"
"Sweden",53718519.61,"SWE"
"Switzerland",39715526.1,"CHE"
"Syrian Arab Republic",23923599.84,"SYR"
"Turkmenistan",14358918.4,"TKM"
"Tanzania, United Republic of",37152882.28,"TZA"
"Thailand",120858566.3,"THA"
"Togo",4225616.523,"TGO"
"Tonga",188189.0906,"TON"
"Trinidad and Tobago",4193911.329,"TTO"
"Oman",6025773.508,"OMN"
"Tunisia",12231265.86,"TUN"
"Turkey",137913217.4,"TUR"
"United Arab Emirates",31070907.41,"ARE"
"Uganda",32471718.15,"UGA"
"United Kingdom",328642340.4,"GBR"
"Ukraine",191639975.9,"UKR"
"United States of America",2684107707,"USA"
"Burkina Faso",12486892.98,"BFA"
"Uruguay",16606493.86,"URY"
"Uzbekistan",53381292.84,"UZB"
"Venezuela, Bolivarian Republic of",62419256.87,"VEN"
"Viet Nam",57819304.21,"VNM"
"Ethiopia",57447416.13,"ETH"
"Samoa",360264.732,"WSM"
"Yemen",11178026.43,"YEM"
"Congo, Democratic Republic of",41494700.88,"COD"
"Zambia",8372345.808,"ZMB"
"Belgium",69926210.49,"BEL"
"Luxembourg",6211909.058,"LUX"
"China",2173494835,"CHN"
"World",14487753178,"WORLD"
