"country","footprint","country_3_code"
"Afghanistan",13264218.37,"AFG"
"Albania",5971079.714,"ALB"
"Algeria",27712748.88,"DZA"
"Angola",8567392.164,"AGO"
"Antigua and Barbuda",136494.4643,"ATG"
"Argentina",110742155.8,"ARG"
"Australia",116058131.3,"AUS"
"Austria",41803313.08,"AUT"
"Bahamas",5206026.255,"BHS"
"Bahrain",4206206.936,"BHR"
"Barbados",835841.156,"BRB"
"Bangladesh",42668195.1,"BGD"
"Bermuda",358413.0691,"BMU"
"Bhutan",2112076.221,"BTN"
"Bolivia",15781419.29,"BOL"
"Botswana",2829554.723,"BWA"
"Brazil",375456110.9,"BRA"
"Bulgaria",46687907.46,"BGR"
"Myanmar",25876218.85,"MMR"
"Burundi",4470054.573,"BDI"
"Cameroon",11380814.2,"CMR"
"Canada",237689613.1,"CAN"
"Cabo Verde",347295.7754,"CPV"
"Central African Republic",3736308.112,"CAF"
"Sri Lanka",13976682.72,"LKA"
"Chad",7863028.387,"TCD"
"Chile",25939260.36,"CHL"
"Colombia",62930235.94,"COL"
"Comoros",375983.0151,"COM"
"Congo",1775248.662,"COG"
"Costa Rica",6587143.383,"CRI"
"Cuba",26987737.39,"CUB"
"Cyprus",2205914.314,"CYP"
"Czechoslovakia",117167283.9,"CSHH"
"Benin",3954962.749,"BEN"
"Denmark",45559900.64,"DNK"
"Dominica",85773.263,"DMA"
"Dominican Republic",7439289.489,"DOM"
"Ecuador",15642209.22,"ECU"
"Egypt",51600723.54,"EGY"
"El Salvador",5446944.238,"SLV"
"Equatorial Guinea",318217.9923,"GNQ"
"Ethiopia PDR",57904397.18,"ETH"
"Fiji",1355516.027,"FJI"
"Finland",38384480.82,"FIN"
"France",330154358.4,"FRA"
"French Polynesia",570856.6981,"PYF"
"Djibouti",501896.9621,"DJI"
"Gabon",1220104.762,"GAB"
"Gambia",633455.3574,"GMB"
"Germany",562096514.5,"DEU"
"Ghana",11816870.32,"GHA"
"Greece",37823813.82,"GRC"
"Guadeloupe",626382.3895,"GLP"
"Guatemala",10329365.37,"GTM"
"Guinea",7274413.062,"GIN"
"Guyana",1705708.113,"GUY"
"Haiti",3585679.617,"HTI"
"Honduras",7402878.641,"HND"
"Hungary",54832771.35,"HUN"
"India",453837211,"IND"
"Indonesia",165574501.9,"IDN"
"Iran, Islamic Republic of",40880792.44,"IRN"
"Ireland",18489963.52,"IRL"
"Israel",13068941.83,"ISR"
"Italy",266973872,"ITA"
"Cote d'Ivoire",12938195.14,"CIV"
"Jamaica",2931195.739,"JAM"
"Japan",573907232.7,"JPN"
"Jordan",3164381.881,"JOR"
"Kenya",24481220.43,"KEN"
"Cambodia",7562691.286,"KHM"
"Korea, Democratic People's Republic of",62986934.21,"PRK"
"Korea, Republic of",87693046.57,"KOR"
"Lao People's Democratic Republic",4542668.166,"LAO"
"Lebanon",7684423.484,"LBN"
"Lesotho",2129787.441,"LSO"
"Liberia",2825451.698,"LBR"
"Madagascar",15072376.72,"MDG"
"Malawi",4910356.784,"MWI"
"Malaysia",32346989.18,"MYS"
