"country","footprint","country_3_code"
"Malawi",10724985.53,"MWI"
"Malaysia",114758643.8,"MYS"
"Mali",21396162.45,"MLI"
"Malta",2468987.273,"MLT"
"Martinique",1524152.522,"MTQ"
"Mauritania",7995309.521,"MRT"
"Mauritius",3757834.219,"MUS"
"Mexico",343014267.9,"MEX"
"Mongolia",20176180.63,"MNG"
"Morocco",47256582.9,"MAR"
"Mozambique",17961329.86,"MOZ"
"Micronesia, Federated States of",280026.9328,"FSM"
"Moldova",6842840.881,"MDA"
"Namibia",4259738.089,"NAM"
"Nepal",22942359.02,"NPL"
"Netherlands",115991054.9,"NLD"
"Macedonia TFYR",7451569.493,"MKD"
"New Zealand",25193637.99,"NZL"
"Nicaragua",9033838.971,"NIC"
"Niger",25148110.83,"NER"
"Nigeria",187057450.3,"NGA"
"Norway",31708314.57,"NOR"
"Pakistan",145132361.3,"PAK"
"Panama",9999316.793,"PAN"
"Czech Republic",66572720.54,"CZE"
"Papua New Guinea",13024149.07,"PNG"
"Paraguay",18988064.7,"PRY"
"Peru",59153258.35,"PER"
"Philippines",114651218.6,"PHL"
"Poland",189601854.1,"POL"
"Portugal",48892730.84,"PRT"
"Guinea-Bissau",2290842.045,"GNB"
"Timor-Leste",518985.4048,"TLS"
"Eritrea",3054142.425,"ERI"
"Qatar",19872085.14,"QAT"
"Zimbabwe",17027941.12,"ZWE"
"Reunion",3385240.386,"REU"
"Romania",65736988.88,"ROU"
"Rwanda",6755206.42,"RWA"
"Russian Federation",789791084.4,"RUS"
"Saint Lucia",453531.6861,"LCA"
"Sao Tome and Principe",254550.7202,"STP"
"Senegal",14264574.72,"SEN"
"Sierra Leone",5778699.693,"SLE"
"Slovenia",12171018.47,"SVN"
"Slovakia",28041541.24,"SVK"
"Singapore",33208221.4,"SGP"
"Somalia",11494560.08,"SOM"
"South Africa",183028225.7,"ZAF"
"Spain",270550919.5,"ESP"
"Sudan (former)",82411884.89,""
"Suriname",1312848.247,"SUR"
"Tajikistan",6636676.159,"TJK"
"Swaziland",2110507.278,"SWZ"
"Sweden",63958443.86,"SWE"
"Switzerland",44170202.61,"CHE"
"Syrian Arab Republic",38320636.44,"SYR"
"Turkmenistan",24547231.06,"TKM"
"Tanzania, United Republic of",52321949.18,"TZA"
"Thailand",156016436.1,"THA"
"Togo",5513355.621,"TGO"
"Tonga",234807.9623,"TON"
"Trinidad and Tobago",11493797.02,"TTO"
"Oman",18510708.08,"OMN"
"Tunisia",22543059.03,"TUN"
"Turkey",228490539,"TUR"
"United Arab Emirates",71895856.56,"ARE"
"Uganda",45078646.58,"UGA"
"United Kingdom",381889222.3,"GBR"
"Ukraine",156780820.1,"UKR"
"United States of America",2998535761,"USA"
"Burkina Faso",15745672.79,"BFA"
"Uruguay",12453774.91,"URY"
"Uzbekistan",60430447.54,"UZB"
"Venezuela, Bolivarian Republic of",86572390.12,"VEN"
"Viet Nam",125431447.7,"VNM"
"Ethiopia",80247829.53,"ETH"
"Samoa",428889.8974,"WSM"
"Yemen",22889769.17,"YEM"
"Congo, Democratic Republic of",49610975.07,"COD"
"Zambia",10366374.55,"ZMB"
"Belgium",82166412.94,"BEL"
"Luxembourg",6560466.548,"LUX"
"Serbia",28557187.06,"SRB"
"Montenegro",2356042.649,"MNE"
"China",3923320465,"CHN"
"World",19006050542,"WORLD"
