"country","footprint","country_3_code"
"Armenia",5639021.53,"ARM"
"Afghanistan",18194220.65,"AFG"
"Albania",6567884.276,"ALB"
"Algeria",66007569.38,"DZA"
"Angola",16348316.76,"AGO"
"Antigua and Barbuda",431906.4764,"ATG"
"Argentina",131871291.5,"ARG"
"Australia",181802018.6,"AUS"
"Austria",52732483.28,"AUT"
"Bahamas",1666093.73,"BHS"
"Bahrain",11338228.66,"BHR"
"Barbados",1182323.256,"BRB"
"Bangladesh",97412533.27,"BGD"
"Bermuda",514717.1458,"BMU"
"Bhutan",2859852.097,"BTN"
"Bolivia",25569001.29,"BOL"
"Botswana",5069377.217,"BWA"
"Brazil",532127184.9,"BRA"
"Aruba",1598171.442,"ABW"
"Brunei Darussalam",1912689.866,"BRN"
"Bulgaria",30452855.02,"BGR"
"Myanmar",72917228.82,"MMR"
"Burundi",7227376.656,"BDI"
"Cameroon",21861591.87,"CMR"
"Canada",281364863.9,"CAN"
"Cabo Verde",956332.5901,"CPV"
"Cayman Islands",274241.9274,"CYM"
"Central African Republic",5559043.962,"CAF"
"Sri Lanka",26628905.56,"LKA"
"Chad",16450439.45,"TCD"
"Chile",65362530.82,"CHL"
"Colombia",86389291.73,"COL"
"Comoros",639948.7524,"COM"
"Congo",4176346.521,"COG"
"Costa Rica",12158223.74,"CRI"
"Cuba",22153479.21,"CUB"
"Cyprus",6059646.105,"CYP"
"Azerbaijan",20113422.76,"AZE"
"Benin",10363641.41,"BEN"
"Denmark",43475009.3,"DNK"
"Dominica",195647.3543,"DMA"
"Dominican Republic",15516440.79,"DOM"
"Belarus",43277766.76,"BLR"
"Ecuador",26184434.98,"ECU"
"Egypt",152696311.6,"EGY"
"El Salvador",12740797.12,"SLV"
"Equatorial Guinea",2089413.228,"GNQ"
"Estonia",10553085.02,"EST"
"Fiji",2120608.775,"FJI"
"Finland",38899099.69,"FIN"
"France",345431981.3,"FRA"
"French Guiana",545235.9091,"GUF"
"French Polynesia",1321505.838,"PYF"
"Djibouti",1287414.253,"DJI"
"Georgia",7292141.824,"GEO"
"Gabon",3382269.846,"GAB"
"Gambia",1846841.165,"GMB"
"Germany",441560893.8,"DEU"
"Bosnia and Herzegovina",12101937.67,"BIH"
"Ghana",40730417.58,"GHA"
"Greece",73029149.47,"GRC"
"Grenada",296023.0113,"GRD"
"Guadeloupe",1742866.312,"GLP"
"Guatemala",24749979.8,"GTM"
"Guinea",14296475.25,"GIN"
"Guyana",1923855.711,"GUY"
"Haiti",5963547.165,"HTI"
"Honduras",14255800.53,"HND"
"Hungary",35902997.95,"HUN"
"Croatia",20186900.33,"HRV"
"India",1133851553,"IND"
"Indonesia",326766667.7,"IDN"
"Iran, Islamic Republic of",217431653.5,"IRN"
"Iraq",33396920.83,"IRQ"
"Ireland",26819696.49,"IRL"
"Israel",39565184.27,"ISR"
"Italy",342105793.8,"ITA"
"Cote d'Ivoire",20349377.91,"CIV"
"Kazakhstan",90230864.83,"KAZ"
"Jamaica",5738982.296,"JAM"
"Japan",648700283.8,"JPN"
"Jordan",14150301.3,"JOR"
"Kyrgyzstan",7257329.948,"KGZ"
"Kenya",40564885.98,"KEN"
"Cambodia",15152714.15,"KHM"
"Korea, Democratic People's Republic of",73563001.05,"PRK"
"Korea, Republic of",283397625.7,"KOR"
"Kuwait",25985247.41,"KWT"
"Latvia",13866865.63,"LVA"
"Lao People's Democratic Republic",7380685.991,"LAO"
"Lebanon",13505424.64,"LBN"
"Lesotho",3120048.924,"LSO"
"Liberia",4509751.761,"LBR"
"Libyan Arab Jamahiriya",18370218.95,"LBY"
"Lithuania",16731590.39,"LTU"
"Madagascar",21008836.07,"MDG"
