"country","footprint","country_3_code"
"Afghanistan",13824522.16,"AFG"
"Albania",6095968.862,"ALB"
"Algeria",25559191.41,"DZA"
"Angola",8286867.636,"AGO"
"Argentina",106972844.7,"ARG"
"Australia",124975312.5,"AUS"
"Austria",40087923.68,"AUT"
"Bahamas",4507155.2,"BHS"
"Barbados",800806.8026,"BRB"
"Bangladesh",40090210.57,"BGD"
"Bermuda",410907.2215,"BMU"
"Bhutan",2082958.094,"BTN"
"Bolivia",16072867.23,"BOL"
"Botswana",1918386.835,"BWA"
"Brazil",362147280.9,"BRA"
"Bulgaria",47606039.19,"BGR"
"Myanmar",24388690.36,"MMR"
"Burundi",4499973.222,"BDI"
"Cameroon",11375105.92,"CMR"
"Canada",247002500.3,"CAN"
"Cabo Verde",326016.3301,"CPV"
"Central African Republic",3653938.925,"CAF"
"Sri Lanka",13644425.37,"LKA"
"Chad",7722592.893,"TCD"
"Chile",26808052.7,"CHL"
"Colombia",61233885.38,"COL"
"Comoros",363671.2218,"COM"
"Congo",1692054.309,"COG"
"Costa Rica",6417290.136,"CRI"
"Cuba",25109212.22,"CUB"
"Cyprus",2195158.143,"CYP"
"Czechoslovakia",115822801.8,"CSHH"
"Benin",4200552.257,"BEN"
"Denmark",48773235.27,"DNK"
"Dominica",69776.99128,"DMA"
"Dominican Republic",6900031.057,"DOM"
"Ecuador",14645593.76,"ECU"
"Egypt",47334537.3,"EGY"
"El Salvador",5476392.018,"SLV"
"Equatorial Guinea",283157.73,"GNQ"
"Ethiopia PDR",55589705.18,"ETH"
"Fiji",1432039.974,"FJI"
"Finland",36635770.65,"FIN"
"France",331622487.4,"FRA"
"French Polynesia",592618.6169,"PYF"
"Djibouti",457735.9407,"DJI"
"Gabon",1031776.014,"GAB"
"Gambia",602408.5442,"GMB"
"Germany",585358899.2,"DEU"
"Ghana",11766961.79,"GHA"
"Greece",37425718.68,"GRC"
"Guadeloupe",671688.975,"GLP"
"Guatemala",9972459.988,"GTM"
"Guinea",7209612.687,"GIN"
"Guyana",1539301.169,"GUY"
"Haiti",3669985.371,"HTI"
"Honduras",8027565.143,"HND"
"Hungary",52190281.61,"HUN"
"India",447261834.7,"IND"
"Indonesia",155777548.4,"IDN"
"Iran, Islamic Republic of",37407505.83,"IRN"
"Ireland",20851147,"IRL"
"Israel",15330556.74,"ISR"
"Italy",265482556,"ITA"
"Cote d'Ivoire",13498906.86,"CIV"
"Jamaica",3418585.682,"JAM"
"Japan",610823295.4,"JPN"
"Jordan",3135704.948,"JOR"
"Kenya",24228009.89,"KEN"
"Cambodia",7060050.036,"KHM"
"Korea, Democratic People's Republic of",61187715.82,"PRK"
"Korea, Republic of",98738983.87,"KOR"
"Lao People's Democratic Republic",4498080.489,"LAO"
"Lebanon",7563320.277,"LBN"
"Lesotho",2218164.537,"LSO"
"Liberia",2839495.793,"LBR"
"Madagascar",14856661.2,"MDG"
"Malawi",4722127.234,"MWI"
"Malaysia",31895604.85,"MYS"
"Mali",9121650.356,"MLI"
"Malta",1201372.458,"MLT"
"Martinique",775730.2836,"MTQ"
"Mauritania",3543617.256,"MRT"
"Mauritius",1523902.154,"MUS"
"Mexico",156309464.2,"MEX"
"Mongolia",10478526.36,"MNG"
"Morocco",21918073.57,"MAR"
"Mozambique",9782999.503,"MOZ"
"Namibia",1839981.001,"NAM"
"Nepal",11510216.12,"NPL"
"Netherlands",97888881.41,"NLD"
"New Zealand",15037709.87,"NZL"
"Nicaragua",4752584.31,"NIC"
"Niger",11067513.6,"NER"
"Nigeria",78521606.83,"NGA"
"Norway",40047129.95,"NOR"
"Pakistan",53497739.07,"PAK"
"Panama",4830351.029,"PAN"
"Papua New Guinea",5744277.945,"PNG"
"Paraguay",12703014.09,"PRY"
"Peru",31712245.14,"PER"
"Philippines",58432305.41,"PHL"
"Poland",217821269.9,"POL"
"Portugal",27062430.25,"PRT"
"Guinea-Bissau",1287608.75,"GNB"
"Timor-Leste",325617.9235,"TLS"
"Zimbabwe",9244869.705,"ZWE"
"Reunion",1025735.094,"REU"
"Romania",109144938.4,"ROU"
"Rwanda",4859265.985,"RWA"
"Saint Lucia",223307.6595,"LCA"
"Sao Tome and Principe",78492.17026,"STP"
"Senegal",8137113.486,"SEN"
"Sierra Leone",4155490.605,"SLE"
"Singapore",8364414.035,"SGP"
"Somalia",8853507.342,"SOM"
"South Africa",105959364.2,"ZAF"
"Spain",142658251.5,"ESP"
"Sudan (former)",36583301.37,""
"Swaziland",1112407.4,"SWZ"
"Sweden",60946861.29,"SWE"
"Switzerland",36961882.41,"CHE"
"Syrian Arab Republic",13915806.79,"SYR"
"Tanzania, United Republic of",27202062.56,"TZA"
"Thailand",53388752.24,"THA"
"Togo",3141349.976,"TGO"
"Tonga",149448.1073,"TON"
"Trinidad and Tobago",4105850.869,"TTO"
"Tunisia",9154414.463,"TUN"
"Turkey",93449250.15,"TUR"
"Uganda",23522475.52,"UGA"
"USSR",1610681605,"SUUH"
"United Kingdom",361955149.4,"GBR"
"United States of America",2486679734,"USA"
"Burkina Faso",8677327.974,"BFA"
"Uruguay",19167012.66,"URY"
"Venezuela, Bolivarian Republic of",52223871.67,"VEN"
"Viet Nam",37903665.89,"VNM"
"Samoa",298897.4175,"WSM"
"Yugoslav SFR",74734242.05,"YUG"
"Yemen",6507548.88,"YEM"
"Congo, Democratic Republic of",24451978.57,"COD"
"Zambia",7066216.681,"ZMB"
"Belgium",77864916.92,"BEL"
"Luxembourg",5600499.415,"LUX"
"China",1383167813,"CHN"
"World",12510301852,"WORLD"
