"name","total","id"
"Afghanistan",0.890170987,"AFG"
"Albania",2.081987244,"ALB"
"Algeria",1.566866061,"DZA"
"Angola",0.869411207,"AGO"
"Antigua and Barbuda",3.28455518,"ATG"
"Argentina",3.474861986,"ARG"
"Aruba",3.865007786,"ABW"
"Australia",7.076879952,"AUS"
"Austria",4.89758772,"AUT"
"Bahamas",7.061604495,"BHS"
"Bahrain",9.638773605,"BHR"
"Bangladesh",0.498826933,"BGD"
"Barbados",4.020641344,"BRB"
"Belgium",6.75973287,"BEL"
"Benin",1.115318852,"BEN"
"Bermuda",7.470335857,"BMU"
"Bhutan",4.643139992,"BTN"
"Bolivia",2.349902681,"BOL"
"Botswana",1.580869119,"BWA"
"Brazil",2.990937456,"BRA"
"Brunei Darussalam",3.555290539,"BRN"
"Bulgaria",5.346326367,"BGR"
"Burkina Faso",1.412475645,"BFA"
"Burundi",1.105967626,"BDI"
"Cabo Verde",1.427800833,"CPV"
"Cambodia",1.055588886,"KHM"
"Cameroon",1.286785639,"CMR"
"Canada",9.682354642,"CAN"
"Central African Republic",1.707887707,"CAF"
"Chad",1.589848364,"TCD"
"Chile",2.258166398,"CHL"
"China",1.451757807,"CHN"
"Colombia",2.068684444,"COL"
"Comoros",1.301354746,"COM"
"Congo",1.003416152,"COG"
"Congo, Democratic Republic of",1.030572356,"COD"
"Costa Rica",2.171237642,"CRI"
"Cote d'Ivoire",1.300605621,"CIV"
"Cuba",2.616321524,"CUB"
"Cyprus",3.988228793,"CYP"
"Czechoslovakia",7.280163379,"CSHH"
"Denmark",8.826011369,"DNK"
"Djibouti",0.965322778,"DJI"
"Dominica",1.364715769,"DMA"
"Dominican Republic",1.165672482,"DOM"
"Ecuador",1.740401375,"ECU"
"Egypt",1.442461982,"EGY"
"El Salvador",1.096144251,"SLV"
"Equatorial Guinea",1.017568353,"GNQ"
"Ethiopia PDR",1.3452345,"ETH"
"Fiji",2.030968409,"FJI"
"Finland",6.568692304,"FIN"
"France",5.104264178,"FRA"
"French Polynesia",4.372641252,"PYF"
"Gabon",1.931780212,"GAB"
"Gambia",1.273457607,"GMB"
"Germany",6.78786752,"DEU"
"Ghana",1.120269231,"GHA"
"Greece",4.248238519,"GRC"
"Guadeloupe",2.356098844,"GLP"
"Guatemala",1.325431072,"GTM"
"Guinea",1.386470435,"GIN"
"Guinea-Bissau",1.634786325,"GNB"
"Guyana",1.707383543,"GUY"
"Haiti",0.625006997,"HTI"
"Honduras",1.74678873,"HND"
"Hungary",4.896825178,"HUN"
"India",0.720655548,"IND"
"Indonesia",1.147014843,"IDN"
"Iran, Islamic Republic of",1.341517565,"IRN"
"Iraq",1.480926225,"IRQ"
"Ireland",5.663379184,"IRL"
"Israel",4.130442435,"ISR"
"Italy",4.732161444,"ITA"
"Jamaica",1.260227763,"JAM"
"Japan",4.772302568,"JPN"
"Jordan",1.495389909,"JOR"
"Kenya",1.447828774,"KEN"
"Korea, Democratic People's Republic of",3.720650814,"PRK"
"Korea, Republic of",2.624763511,"KOR"
"Lao People's Democratic Republic",1.37350526,"LAO"
"Lebanon",3.219655988,"LBN"
"Lesotho",1.56422058,"LSO"
"Liberia",1.24501895,"LBR"
"Libyan Arab Jamahiriya",2.731665359,"LBY"
"Luxembourg",11.49856052,"LUX"
"Madagascar",1.582001603,"MDG"
"Malawi",0.715898297,"MWI"
"Malaysia",2.151159708,"MYS"
"Mali",1.200843893,"MLI"
"Malta",4.894697759,"MLT"
"Martinique",2.927786192,"MTQ"
"Mauritania",2.264623646,"MRT"
"Mauritius",1.758116752,"MUS"
"Mexico",2.29533867,"MEX"
"Mongolia",6.186311487,"MNG"
"Morocco",1.303753962,"MAR"
"Mozambique",0.830244326,"MOZ"
"Myanmar",0.796308041,"MMR"
"Namibia",1.855993432,"NAM"
"Nepal",0.775055261,"NPL"
"Netherlands",5.60513941,"NLD"
"New Zealand",5.193888168,"NZL"
"Nicaragua",1.973290004,"NIC"
"Niger",1.686273528,"NER"
"Nigeria",0.970487872,"NGA"
"Norway",8.793544384,"NOR"
"Oman",2.124798439,"OMN"
"Pakistan",0.690364124,"PAK"
"Panama",2.369516022,"PAN"
"Papua New Guinea",1.614068852,"PNG"
"Paraguay",3.89643399,"PRY"
"Peru",1.830027138,"PER"
"Philippines",1.033650267,"PHL"
"Poland",5.821668084,"POL"
"Portugal",3.310497774,"PRT"
"Qatar",8.515351679,"QAT"
"Reunion",2.044708384,"REU"
"Romania",4.823284875,"ROU"
"Rwanda",0.980460854,"RWA"
"Saint Lucia",1.822952871,"LCA"
"Samoa",2.205736522,"WSM"
"Sao Tome and Principe",1.045198056,"STP"
"Senegal",1.510513386,"SEN"
"Sierra Leone",1.14195718,"SLE"
"Singapore",3.508144941,"SGP"
"Somalia",1.644375443,"SOM"
"South Africa",3.384475664,"ZAF"
"Spain",3.78583398,"ESP"
"Sri Lanka",0.867410791,"LKA"
"Sudan (former)",1.798415781,""
"Swaziland",1.613167448,"SWZ"
"Sweden",6.64185036,"SWE"
"Switzerland",6.080149838,"CHE"
"Syrian Arab Republic",1.752415305,"SYR"
"Tanzania, United Republic of",1.390376341,"TZA"
"Thailand",1.130543189,"THA"
