"name","total","id"
"Timor-Leste",0.511416462,"TLS"
"Togo",1.111994705,"TGO"
"Tonga",1.832645019,"TON"
"Trinidad and Tobago",3.325629463,"TTO"
"Tunisia",1.51275161,"TUN"
"Turkey",2.346376166,"TUR"
"Uganda",1.835182654,"UGA"
"United Arab Emirates",12.01929167,"ARE"
"United Kingdom",5.738126402,"GBR"
"United States of America",9.821163987,"USA"
"Uruguay",4.23569248,"URY"
"USSR",6.119106461,"SUUH"
"Venezuela, Bolivarian Republic of",3.168208506,"VEN"
"Viet Nam",0.761933683,"VNM"
"World",2.633197184,"WORLD"
"Yemen",0.82051167,"YEM"
"Yugoslav SFR",3.669631428,"YUG"
"Zambia",1.032200846,"ZMB"
"Zimbabwe",1.56313893,"ZWE"
