"name","total","id"
"Indonesia",1.211816348,"IDN"
"Iran, Islamic Republic of",1.578272991,"IRN"
"Iraq",1.15669364,"IRQ"
"Ireland",6.348992002,"IRL"
"Israel",4.71521865,"ISR"
"Italy",5.46936094,"ITA"
"Jamaica",1.360506888,"JAM"
"Japan",5.582328763,"JPN"
"Jordan",1.667176302,"JOR"
"Kenya",1.303593442,"KEN"
"Korea, Democratic People's Republic of",3.387094823,"PRK"
"Korea, Republic of",4.048234235,"KOR"
"Lao People's Democratic Republic",1.211355688,"LAO"
"Lebanon",3.680897753,"LBN"
"Lesotho",1.3998128,"LSO"
"Liberia",1.109586948,"LBR"
"Libyan Arab Jamahiriya",2.699314589,"LBY"
"Luxembourg",13.2444922,"LUX"
"Madagascar",1.432789631,"MDG"
"Malawi",0.706115358,"MWI"
"Malaysia",3.138974615,"MYS"
"Mali",1.495981024,"MLI"
"Malta",6.093119977,"MLT"
"Martinique",2.799485716,"MTQ"
"Mauritania",2.380691803,"MRT"
"Mauritius",2.435298682,"MUS"
"Mexico",2.533686984,"MEX"
"Mongolia",6.827183094,"MNG"
"Morocco",1.397356063,"MAR"
"Mozambique",0.830174605,"MOZ"
"Myanmar",0.777304219,"MMR"
"Namibia",2.047042953,"NAM"
"Nepal",0.852637691,"NPL"
"Netherlands",5.969285857,"NLD"
"New Zealand",5.182119493,"NZL"
"Nicaragua",1.685627815,"NIC"
"Niger",1.656769659,"NER"
"Nigeria",1.048477818,"NGA"
"Norway",6.522067821,"NOR"
"Oman",3.031291148,"OMN"
"Pakistan",0.735714084,"PAK"
"Panama",2.361553896,"PAN"
"Papua New Guinea",1.577090981,"PNG"
"Paraguay",3.692626509,"PRY"
"Peru",1.614650724,"PER"
"Philippines",1.176930071,"PHL"
"Poland",4.517092338,"POL"
"Portugal",4.333484125,"PRT"
"Qatar",9.102572942,"QAT"
"Reunion",2.665463616,"REU"
"Romania",3.907485802,"ROU"
"Rwanda",0.801588772,"RWA"
"Saint Lucia",2.391895288,"LCA"
"Samoa",1.968937236,"WSM"
"Sao Tome and Principe",1.082698514,"STP"
"Senegal",1.303015906,"SEN"
"Sierra Leone",1.117632617,"SLE"
"Singapore",5.120739131,"SGP"
"Somalia",1.534128584,"SOM"
"South Africa",3.336745274,"ZAF"
"Spain",4.691205601,"ESP"
"Sri Lanka",0.977431189,"LKA"
"Sudan (former)",1.765488655,""
"Swaziland",1.97294543,"SWZ"
"Sweden",6.00562408,"SWE"
"Switzerland",6.22163599,"CHE"
"Syrian Arab Republic",1.644617972,"SYR"
"Tanzania, United Republic of",1.348766063,"TZA"
"Thailand",1.67272857,"THA"
"Timor-Leste",0.506170552,"TLS"
"Togo",1.016054555,"TGO"
"Tonga",1.594704387,"TON"
"Trinidad and Tobago",3.035001216,"TTO"
"Tunisia",1.749190761,"TUN"
"Turkey",2.442314452,"TUR"
"Uganda",1.684161795,"UGA"
"United Arab Emirates",14.36254088,"ARE"
"United Kingdom",5.826700703,"GBR"
"United States of America",9.481752083,"USA"
"Uruguay",4.790245881,"URY"
"USSR",5.63604452,"SUUH"
"Venezuela, Bolivarian Republic of",3.083083459,"VEN"
"Viet Nam",0.722159693,"VNM"
"World",2.624564749,"WORLD"
"Yemen",0.805481928,"YEM"
"Yugoslav SFR",3.089456038,"YUG"
"Zambia",0.997295575,"ZMB"
"Zimbabwe",1.559055562,"ZWE"
