"name","total","id"
"Afghanistan",0.774960321,"AFG"
"Albania",1.703865269,"ALB"
"Algeria",1.492253377,"DZA"
"Angola",0.7920672,"AGO"
"Antigua and Barbuda",4.155112494,"ATG"
"Argentina",3.233654557,"ARG"
"Aruba",12.88637194,"ABW"
"Australia",7.526768745,"AUS"
"Austria",5.707487797,"AUT"
"Bahamas",5.800244925,"BHS"
"Bahrain",8.189601264,"BHR"
"Bangladesh",0.476122622,"BGD"
"Barbados",4.25066417,"BRB"
"Belgium",7.177265229,"BEL"
"Benin",1.099673363,"BEN"
"Bermuda",6.875994127,"BMU"
"Bhutan",4.172036197,"BTN"
"Bolivia",2.271441604,"BOL"
"Botswana",2.041707627,"BWA"
"Brazil",2.916081901,"BRA"
"Brunei Darussalam",3.856023758,"BRN"
"Bulgaria",4.136440066,"BGR"
"Burkina Faso",1.371291015,"BFA"
"Burundi",1.040476746,"BDI"
"Cabo Verde",1.650940881,"CPV"
"Cambodia",0.977352656,"KHM"
"Cameroon",1.003832149,"CMR"
"Canada",8.270561621,"CAN"
"Central African Republic",1.642986998,"CAF"
"Chad",1.549682447,"TCD"
"Chile",3.239754938,"CHL"
"China",1.571736473,"CHN"
"Colombia",2.001958516,"COL"
"Comoros",1.311071537,"COM"
"Congo",1.014214614,"COG"
"Congo, Democratic Republic of",0.995720653,"COD"
"Costa Rica",2.195011741,"CRI"
"Cote d'Ivoire",1.102841981,"CIV"
"Cuba",2.268102438,"CUB"
"Cyprus",4.845303595,"CYP"
"Czechoslovakia",6.04979076,"CSHH"
"Denmark",8.92641303,"DNK"
"Djibouti",1.16700309,"DJI"
"Dominica",2.169446497,"DMA"
"Dominican Republic",1.160458148,"DOM"
"Ecuador",1.800751379,"ECU"
"Egypt",1.407254059,"EGY"
"El Salvador",1.371010054,"SLV"
"Equatorial Guinea",1.050822718,"GNQ"
"Ethiopia PDR",1.266646695,"ETH"
"Fiji",2.08450493,"FJI"
"Finland",5.450346948,"FIN"
"France",5.792497537,"FRA"
"French Polynesia",3.891414571,"PYF"
"Gabon",1.328673682,"GAB"
"Gambia",1.231079384,"GMB"
"Germany",6.394884865,"DEU"
"Ghana",1.155666615,"GHA"
"Greece",4.994503873,"GRC"
"Guadeloupe",3.405427043,"GLP"
"Guatemala",1.338827139,"GTM"
"Guinea",1.383421315,"GIN"
"Guinea-Bissau",1.584509114,"GNB"
"Guyana",1.776697744,"GUY"
"Haiti",0.5726961,"HTI"
"Honduras",1.672950028,"HND"
"Hungary",4.428305093,"HUN"
"India",0.782629848,"IND"
