"country","footprint","country_3_code"
"Armenia",3903530.447,"ARM"
"Afghanistan",10235731.02,"AFG"
"Albania",4514544.634,"ALB"
"Algeria",39932948.72,"DZA"
"Angola",9082236.689,"AGO"
"Antigua and Barbuda",276035.7708,"ATG"
"Argentina",118641763.8,"ARG"
"Australia",132690019.2,"AUS"
"Austria",39551584.28,"AUT"
"Bahamas",1406871.716,"BHS"
"Bahrain",5028609.545,"BHR"
"Barbados",858596.4648,"BRB"
"Bangladesh",53679702.51,"BGD"
"Bermuda",492199.578,"BMU"
"Bhutan",2321082.231,"BTN"
"Bolivia",17537480.64,"BOL"
"Botswana",2762699.584,"BWA"
"Brazil",457729075.4,"BRA"
"Aruba",833583.2167,"ABW"
"Brunei Darussalam",897997.2693,"BRN"
"Bulgaria",30441274.49,"BGR"
"Myanmar",36275203.34,"MMR"
"Burundi",6100053.167,"BDI"
"Cameroon",12979277.47,"CMR"
"Canada",241344578.2,"CAN"
"Cabo Verde",595759.3835,"CPV"
"Central African Republic",5108015.784,"CAF"
"Sri Lanka",19343445.56,"LKA"
"Chad",9774931.423,"TCD"
"Chile",47415862.32,"CHL"
"Colombia",77130605.57,"COL"
"Comoros",623087.176,"COM"
"Congo",2922800.088,"COG"
"Costa Rica",8430352.022,"CRI"
"Cuba",18270008.41,"CUB"
"Cyprus",4185271.115,"CYP"
"Benin",6320705.55,"BEN"
"Denmark",43077757,"DNK"
"Dominica",150147.6266,"DMA"
"Dominican Republic",9303645.73,"DOM"
"Belarus",51131647.09,"BLR"
"Ecuador",17886060.42,"ECU"
"Egypt",84810157.3,"EGY"
"El Salvador",7242547.439,"SLV"
"Equatorial Guinea",407647.0896,"GNQ"
"Estonia",6929774.298,"EST"
"Fiji",1812313.97,"FJI"
"Finland",26875485.35,"FIN"
"France",291940131.7,"FRA"
"French Polynesia",831481.8379,"PYF"
"Djibouti",843985.5861,"DJI"
"Gabon",1881624.015,"GAB"
"Gambia",1140377.635,"GMB"
"Germany",474607676.8,"DEU"
"Bosnia and Herzegovina",7439719.081,"BIH"
"Ghana",20403986.06,"GHA"
"Greece",49651608.14,"GRC"
"Guadeloupe",1256137.072,"GLP"
"Guatemala",14678012.81,"GTM"
"Guinea",8472682.601,"GIN"
"Guyana",1475703.689,"GUY"
"Haiti",4309712.12,"HTI"
"Honduras",8842954.627,"HND"
"Hungary",37072419.75,"HUN"
"Croatia",10612907.83,"HRV"
"India",735473557.1,"IND"
"Indonesia",241575884.7,"IDN"
"Iran, Islamic Republic of",102065316.5,"IRN"
"Iraq",36481047.58,"IRQ"
"Ireland",20202886.75,"IRL"
"Israel",25553747.56,"ISR"
"Italy",286918566.1,"ITA"
"Cote d'Ivoire",13114416.95,"CIV"
"Kazakhstan",128943314.7,"KAZ"
"Jamaica",3883596.125,"JAM"
"Japan",675915674.4,"JPN"
"Jordan",8105329.977,"JOR"
"Kyrgyzstan",8301944.934,"KGZ"
"Kenya",33123860.92,"KEN"
"Cambodia",9055867.362,"KHM"
"Korea, Democratic People's Republic of",64122505.22,"PRK"
"Korea, Republic of",192422635.1,"KOR"
"Latvia",9115110.442,"LVA"
"Lao People's Democratic Republic",5220801.014,"LAO"
"Lebanon",11869411.83,"LBN"
"Lesotho",2220714.695,"LSO"
"Liberia",2634303.196,"LBR"
"Libyan Arab Jamahiriya",12288190.27,"LBY"
"Lithuania",12840384.44,"LTU"
"Madagascar",17844185.93,"MDG"
"Malawi",7512263.692,"MWI"
"Malaysia",70434981.24,"MYS"
"Mali",12502772.75,"MLI"
"Malta",2522911.077,"MLT"
"Martinique",1061968.616,"MTQ"
"Mauritania",4977385.341,"MRT"
"Mauritius",2794330.389,"MUS"
"Mexico",231983767.2,"MEX"
"Mongolia",14261966.96,"MNG"
"Morocco",30305483.23,"MAR"
"Mozambique",12254129.24,"MOZ"
"Moldova",11409255.36,"MDA"
"Namibia",5202005.096,"NAM"
"Nepal",17588386.16,"NPL"
"Netherlands",87288258.1,"NLD"
"Macedonia TFYR",5347917.993,"MKD"
"New Zealand",18588367.58,"NZL"
"Nicaragua",7084259.359,"NIC"
"Niger",13781623.06,"NER"
"Nigeria",116446891.1,"NGA"
"Norway",29398621.85,"NOR"
"Pakistan",90320077.66,"PAK"
"Panama",6811436.949,"PAN"
"Czech Republic",58158093.54,"CZE"
"Papua New Guinea",6387555.697,"PNG"
"Paraguay",18514149.83,"PRY"
"Peru",40017659.52,"PER"
"Philippines",77977893.4,"PHL"
"Poland",175718996,"POL"
"Portugal",43939220.61,"PRT"
"Guinea-Bissau",1840047.496,"GNB"
"Timor-Leste",502357.7142,"TLS"
"Eritrea",2717978.471,"ERI"
"Qatar",4892885.898,"QAT"
"Zimbabwe",15610087.43,"ZWE"
"Reunion",1758634.406,"REU"
"Romania",75276337.06,"ROU"
"Rwanda",5242106.048,"RWA"
"Russian Federation",896371633,"RUS"
"Serbia and Montenegro",27076949.87,"SCG"
"Saint Lucia",386775.9763,"LCA"
"Sao Tome and Principe",150147.5773,"STP"
"Senegal",11175992.6,"SEN"
"Sierra Leone",4300765.304,"SLE"
"Slovenia",7474950.642,"SVN"
"Slovakia",13888270.94,"SVK"
"Singapore",20953054.58,"SGP"
"Somalia",9704603.348,"SOM"
"South Africa",130490938.7,"ZAF"
"Spain",181251614.2,"ESP"
"Sudan (former)",51393720.28,""
"Tajikistan",6911214.397,"TJK"
"Swaziland",1907134.767,"SWZ"
"Sweden",50286614.05,"SWE"
"Switzerland",38867322.71,"CHE"
"Syrian Arab Republic",23077702.43,"SYR"
"Turkmenistan",13278974.61,"TKM"
"Tanzania, United Republic of",38533309.57,"TZA"
"Thailand",106819113.4,"THA"
"Togo",4029098.265,"TGO"
"Tonga",187630.6646,"TON"
"Trinidad and Tobago",4041616.211,"TTO"
"Oman",5620239.857,"OMN"
"Tunisia",14896647.32,"TUN"
"Turkey",158174006.9,"TUR"
"United Arab Emirates",28146554.38,"ARE"
"Uganda",32240018.69,"UGA"
"United Kingdom",317984597.5,"GBR"
"Ukraine",237977750.4,"UKR"
"United States of America",2527924344,"USA"
"Burkina Faso",13208225.07,"BFA"
"Uruguay",17035620.65,"URY"
"Uzbekistan",54542653.74,"UZB"
"Venezuela, Bolivarian Republic of",64131989.97,"VEN"
"Viet Nam",55449644.04,"VNM"
"Ethiopia",55321205.76,"ETH"
"Samoa",346382.0942,"WSM"
"Yemen",11466247.01,"YEM"
"Congo, Democratic Republic of",40362102.84,"COD"
"Zambia",8921984.21,"ZMB"
"Belgium",67838618.92,"BEL"
"Luxembourg",5989137.649,"LUX"
"China",2096009995,"CHN"
"World",14266915266,"WORLD"
