"country","footprint","country_3_code"
"Afghanistan",11865735.06,"AFG"
"Albania",3252550.558,"ALB"
"Algeria",7215038.855,"DZA"
"Angola",5952902.155,"AGO"
"Argentina",74901424.39,"ARG"
"Australia",86340479.81,"AUS"
"Austria",28777279.38,"AUT"
"Barbados",394557.4511,"BRB"
"Bermuda",216008.8822,"BMU"
"Bolivia",8796344.577,"BOL"
"Brazil",189658894.7,"BRA"
"Bulgaria",28335681.54,"BGR"
"Myanmar",15811236.09,"MMR"
"Burundi",3403039.76,"BDI"
"Cameroon",7567544.779,"CMR"
"Canada",169787727.5,"CAN"
"Cabo Verde",122658.2761,"CPV"
"Central African Republic",1804185.934,"CAF"
"Sri Lanka",9260180.001,"LKA"
"Chad",7048440.355,"TCD"
"Chile",20345357.87,"CHL"
"Colombia",39813677.65,"COL"
"Comoros",105855.8681,"COM"
"Congo",1044251.099,"COG"
"Costa Rica",3318742.284,"CRI"
"Cuba",13197395.21,"CUB"
"Cyprus",1048605.314,"CYP"
"Czechoslovakia",81706650.61,"CSHH"
"Benin",3312902.804,"BEN"
"Denmark",32651139.09,"DNK"
"Dominica",45737.36049,"DMA"
"Dominican Republic",4024271.883,"DOM"
"Ecuador",6155335.74,"ECU"
"Egypt",29285270.46,"EGY"
"El Salvador",3766269.786,"SLV"
"Ethiopia PDR",47586202.47,"ETH"
"Fiji",637036.0626,"FJI"
"Finland",31478901.12,"FIN"
"France",231291150.6,"FRA"
"Djibouti",204975.8521,"DJI"
"Gabon",324481.7363,"GAB"
"Gambia",485878.4854,"GMB"
"Germany",365151691.1,"DEU"
"Ghana",8858057.158,"GHA"
"Greece",18157405.28,"GRC"
"Guadeloupe",436375.6924,"GLP"
"Guatemala",6435839.232,"GTM"
"Guinea",6325041.674,"GIN"
"Guyana",1447184.223,"GUY"
"Haiti",2657632.839,"HTI"
"Honduras",6284470.793,"HND"
"Hungary",36431878.48,"HUN"
"India",298075162.3,"IND"
"Indonesia",128416557.8,"IDN"
"Iran, Islamic Republic of",20990349.16,"IRN"
"Israel",6658424.042,"ISR"
"Italy",147379429.6,"ITA"
"Cote d'Ivoire",6479953.408,"CIV"
"Jamaica",3363306.198,"JAM"
"Japan",323371005.1,"JPN"
"Jordan",2033299.288,"JOR"
"Kenya",15349381.68,"KEN"
"Cambodia",9043786.796,"KHM"
"Korea, Democratic People's Republic of",18067451.49,"PRK"
"Korea, Republic of",24675149.81,"KOR"
"Lao People's Democratic Republic",3772281.885,"LAO"
"Lebanon",3623374.65,"LBN"
"Liberia",1236536.221,"LBR"
"Madagascar",11267936.31,"MDG"
"Malawi",3459348.908,"MWI"
"Malaysia",13062806.19,"MYS"
"Mali",7969758.216,"MLI"
"Malta",702675.1927,"MLT"
"Martinique",455086.0073,"MTQ"
"Mauritania",3440702.308,"MRT"
"Mauritius",669907.689,"MUS"
"Mexico",83360882.59,"MEX"
"Mongolia",8315559.858,"MNG"
"Morocco",13378346.16,"MAR"
"Mozambique",6605072.886,"MOZ"
"Namibia",1364035.987,"NAM"
"Nepal",8849959.423,"NPL"
"Netherlands",52950823,"NLD"
"New Zealand",12953322.33,"NZL"
"Nicaragua",5011720.269,"NIC"
"Niger",7260692.331,"NER"
"Nigeria",45968238.82,"NGA"
"Norway",28668806.07,"NOR"
"Pakistan",27439585.73,"PAK"
"Panama",2613285.089,"PAN"
"Papua New Guinea",2804041.125,"PNG"
"Paraguay",7348541.357,"PRY"
"Peru",31386453.81,"PER"
"Philippines",29176578.3,"PHL"
"Poland",129390476.2,"POL"
"Portugal",21919021.43,"PRT"
"Timor-Leste",224970.5487,"TLS"
"Zimbabwe",7084848.534,"ZWE"
"Reunion",323198.92,"REU"
"Romania",52943373.98,"ROU"
"Rwanda",2575015.338,"RWA"
"Saint Lucia",72113.61519,"LCA"
"Sao Tome and Principe",56940.36235,"STP"
"Senegal",6123359.124,"SEN"
"Sierra Leone",3625449.69,"SLE"
"Somalia",7328275.73,"SOM"
"South Africa",56401348.52,"ZAF"
"Spain",78951221.55,"ESP"
"Sudan (former)",21605366.44,""
"Sweden",60372237.89,"SWE"
"Switzerland",27022813.9,"CHE"
"Syrian Arab Republic",5121754.058,"SYR"
"Tanzania, United Republic of",17641998.63,"TZA"
"Thailand",25654641.95,"THA"
"Togo",2427405.716,"TGO"
"Tonga",61703.66659,"TON"
"Trinidad and Tobago",633848.7443,"TTO"
"Tunisia",4269572.419,"TUN"
"Turkey",48614520.97,"TUR"
"Uganda",14807174.72,"UGA"
"USSR",1002181024,"SUUH"
"United Kingdom",355481271.4,"GBR"
"United States of America",1680333747,"USA"
"Burkina Faso",6160075.172,"BFA"
"Uruguay",13750716.36,"URY"
"Venezuela, Bolivarian Republic of",15602861.09,"VEN"
"Viet Nam",24450993.14,"VNM"
"Samoa",188068.8389,"WSM"
"Yugoslav SFR",48103730.43,"YUG"
"Yemen",5281777.235,"YEM"
"Congo, Democratic Republic of",15770130.01,"COD"
"Zambia",5931920.632,"ZMB"
"Belgium",61488166.42,"BEL"
"Luxembourg",5209166.08,"LUX"
"China",658944526.7,"CHN"
"World",7864633946,"WORLD"
