"country","footprint","country_3_code"
"Cote d'Ivoire",12359892.49,"CIV"
"Jamaica",3173781.883,"JAM"
"Japan",525902983.2,"JPN"
"Jordan",4481401.104,"JOR"
"Kenya",26578957.49,"KEN"
"Cambodia",8058319.947,"KHM"
"Korea, Democratic People's Republic of",65091006.36,"PRK"
"Korea, Republic of",93842385.34,"KOR"
"Lao People's Democratic Republic",4674523.436,"LAO"
"Lebanon",7281201.631,"LBN"
"Lesotho",2088714.392,"LSO"
"Liberia",2256727.098,"LBR"
"Libyan Arab Jamahiriya",11129843.09,"LBY"
"Madagascar",15614853.44,"MDG"
"Malawi",5175454.22,"MWI"
"Malaysia",35745359.36,"MYS"
"Mali",9983000.543,"MLI"
"Malta",1371316.881,"MLT"
"Martinique",880670.9784,"MTQ"
"Mauritania",4150895.975,"MRT"
"Mauritius",1571981.215,"MUS"
"Mexico",181342442.1,"MEX"
"Mongolia",11873041.8,"MNG"
"Morocco",24061722.2,"MAR"
"Mozambique",10688975.98,"MOZ"
"Namibia",1888414.257,"NAM"
"Nepal",11469589.11,"NPL"
"Netherlands",77063383.71,"NLD"
"New Zealand",17662629.01,"NZL"
"Nicaragua",7249526.402,"NIC"
"Niger",12049357.52,"NER"
"Nigeria",90574501.38,"NGA"
"Norway",36251795.24,"NOR"
"Pakistan",55085469.25,"PAK"
"Panama",5000271.826,"PAN"
"Papua New Guinea",5719375.328,"PNG"
"Paraguay",14221424.23,"PRY"
"Peru",33498655.12,"PER"
"Philippines",56631421.3,"PHL"
"Poland",204855305.7,"POL"
"Portugal",29218210.89,"PRT"
"Guinea-Bissau",1441384.879,"GNB"
"Timor-Leste",325727.0495,"TLS"
"Qatar",2876981.768,"QAT"
"Zimbabwe",12866727.94,"ZWE"
"Reunion",935459.1427,"REU"
"Romania",109847012.7,"ROU"
"Rwanda",5626961.681,"RWA"
"Saint Lucia",174548.918,"LCA"
"Sao Tome and Principe",112418.8171,"STP"
"Senegal",9274200.7,"SEN"
"Sierra Leone",3905187.597,"SLE"
"Singapore",10388386.72,"SGP"
"Somalia",9545299.049,"SOM"
"South Africa",111571822.7,"ZAF"
"Spain",142795592.1,"ESP"
"Sudan (former)",40199889.78,""
"Swaziland",1969289.297,"SWZ"
"Sweden",56412624.82,"SWE"
"Switzerland",34138328.58,"CHE"
"Syrian Arab Republic",16050998.77,"SYR"
"Tanzania, United Republic of",28463571.07,"TZA"
"Thailand",48308494,"THA"
"Togo",3390511.647,"TGO"
"Tonga",158749.5036,"TON"
"Trinidad and Tobago",4822353.972,"TTO"
"Tunisia",9569674.972,"TUN"
"Turkey",97918756.57,"TUR"
"United Arab Emirates",10536625.79,"ARE"
"Uganda",25587296.78,"UGA"
"USSR",1620017164,"SUUH"
"United Kingdom",310468624.3,"GBR"
"United States of America",2175207703,"USA"
"Burkina Faso",9441364.073,"BFA"
"Uruguay",14378689.55,"URY"
"Venezuela, Bolivarian Republic of",59808277.99,"VEN"
"Viet Nam",41112723.87,"VNM"
"Samoa",323321.6653,"WSM"
"Yugoslav SFR",78892783.22,"YUG"
"Yemen",7546540.359,"YEM"
"Congo, Democratic Republic of",27320139.92,"COD"
"Zambia",7102267.063,"ZMB"
"Belgium",67149812.74,"BEL"
"Luxembourg",4811962.03,"LUX"
"China",1411655756,"CHN"
"World",12093639825,"WORLD"
