"country","footprint","country_3_code"
"Afghanistan",12872673.87,"AFG"
"Albania",5764442.831,"ALB"
"Algeria",26824902.42,"DZA"
"Angola",8582670.123,"AGO"
"Antigua and Barbuda",195575.2892,"ATG"
"Argentina",110222095.8,"ARG"
"Australia",115109886.9,"AUS"
"Austria",38107225.27,"AUT"
"Bahamas",2345983,"BHS"
"Bahrain",4524853.288,"BHR"
"Barbados",781121.5378,"BRB"
"Bangladesh",43506610.09,"BGD"
"Bermuda",336093.7476,"BMU"
"Bhutan",2229810.755,"BTN"
"Bolivia",15540917.39,"BOL"
"Botswana",1540917.882,"BWA"
"Brazil",366403703.1,"BRA"
"Brunei Darussalam",793544.5998,"BRN"
"Bulgaria",47228740.13,"BGR"
"Myanmar",28845166.39,"MMR"
"Burundi",4388473.339,"BDI"
"Cameroon",12065525.12,"CMR"
"Canada",218446088.6,"CAN"
"Cabo Verde",370037.1284,"CPV"
"Central African Republic",4093080.227,"CAF"
"Sri Lanka",13596167.07,"LKA"
"Chad",8374343.395,"TCD"
"Chile",26719630.09,"CHL"
"Colombia",63627285.1,"COL"
"Comoros",409877.127,"COM"
"Congo",1975747.267,"COG"
"Costa Rica",5657023.876,"CRI"
"Cuba",24803968.87,"CUB"
"Cyprus",2300926.399,"CYP"
"Czechoslovakia",111119949.8,"CSHH"
"Benin",4311777.796,"BEN"
"Denmark",45017366.24,"DNK"
"Dominica",90437.37851,"DMA"
"Dominican Republic",7011683.32,"DOM"
"Ecuador",15961092.52,"ECU"
"Egypt",59473290.25,"EGY"
"El Salvador",5196186.382,"SLV"
"Equatorial Guinea",325563.7627,"GNQ"
"Ethiopia PDR",57874096.56,"ETH"
"Fiji",1463491.482,"FJI"
"Finland",34104707.99,"FIN"
"France",296060563.7,"FRA"
"French Polynesia",620921.6704,"PYF"
"Djibouti",465870.4317,"DJI"
"Gabon",1519448.622,"GAB"
"Gambia",930749.4298,"GMB"
"Germany",514331259.6,"DEU"
"Ghana",11802585.3,"GHA"
"Greece",38062735.86,"GRC"
"Guadeloupe",783695.317,"GLP"
"Guatemala",9737047.179,"GTM"
"Guinea",7103311.694,"GIN"
"Guyana",1540722.828,"GUY"
"Haiti",3693632.708,"HTI"
"Honduras",7173030.9,"HND"
"Hungary",51556560.63,"HUN"
"India",487544705.9,"IND"
"Indonesia",179749825.8,"IDN"
"Iran, Islamic Republic of",54707190.42,"IRN"
"Iraq",18486950.58,"IRQ"
"Ireland",18817022.58,"IRL"
"Israel",14724381.62,"ISR"
"Italy",243578526.9,"ITA"
