"country","footprint","country_3_code"
"Armenia",5527401.334,"ARM"
"Afghanistan",23009001.88,"AFG"
"Albania",6336649.999,"ALB"
"Algeria",77633690.54,"DZA"
"Angola",21730942.11,"AGO"
"Antigua and Barbuda",461939.5387,"ATG"
"Argentina",134550845.3,"ARG"
"Australia",184777145.9,"AUS"
"Austria",52180691.76,"AUT"
"Bahamas",1785319.216,"BHS"
"Bahrain",13466869.81,"BHR"
"Barbados",1125380.135,"BRB"
"Bangladesh",113449049.2,"BGD"
"Bermuda",439474.5986,"BMU"
"Bhutan",3061930.281,"BTN"
"Bolivia",28749732.44,"BOL"
"Botswana",5674878.265,"BWA"
"Brazil",592356705.2,"BRA"
"Aruba",1250863.267,"ABW"
"Brunei Darussalam",1864604.303,"BRN"
"Bulgaria",26120642.12,"BGR"
"Myanmar",80567644.84,"MMR"
"Burundi",7804643.186,"BDI"
"Cameroon",24736150.86,"CMR"
"Canada",283478834.9,"CAN"
"Cabo Verde",864537.9768,"CPV"
"Cayman Islands",400138.1279,"CYM"
"Central African Republic",5355231.591,"CAF"
"Sri Lanka",28702640.89,"LKA"
"Chad",20568868.35,"TCD"
"Chile",70564433.51,"CHL"
"Colombia",93677456.25,"COL"
"Comoros",1039668.278,"COM"
"Congo",4170419.807,"COG"
"Costa Rica",11083328.28,"CRI"
"Cuba",23658256.63,"CUB"
"Cyprus",5778233.995,"CYP"
"Azerbaijan",17551466.18,"AZE"
"Benin",11599380.74,"BEN"
"Denmark",37610420.86,"DNK"
"Dominica",161412.7566,"DMA"
"Dominican Republic",16731145.25,"DOM"
"Belarus",43419234.76,"BLR"
"Ecuador",32001822.42,"ECU"
"Egypt",166050182.7,"EGY"
"El Salvador",12050026.53,"SLV"
"Equatorial Guinea",2245031.483,"GNQ"
"Estonia",8103507.941,"EST"
"Fiji",2240564.609,"FJI"
"Finland",35168693.12,"FIN"
"France",331018856.2,"FRA"
"French Guiana",628560.3908,"GUF"
"French Polynesia",1235228.223,"PYF"
"Djibouti",1439700.599,"DJI"
"Georgia",6261872.718,"GEO"
"Gabon",3243928.126,"GAB"
"Gambia",2356633.576,"GMB"
"Germany",436989875.7,"DEU"
"Bosnia and Herzegovina",12031335.95,"BIH"
"Ghana",46788594.22,"GHA"
"Greece",58793497.96,"GRC"
"Grenada",308408.1622,"GRD"
"Guadeloupe",1815865.787,"GLP"
"Guatemala",26011254.3,"GTM"
"Guinea",16285467.31,"GIN"
"Guyana",1973171.264,"GUY"
"Haiti",6763494.686,"HTI"
"Honduras",13607467.6,"HND"
"Hungary",31391589.77,"HUN"
"Croatia",17148341.69,"HRV"
"India",1292081514,"IND"
"Indonesia",363789724.3,"IDN"
"Iran, Islamic Republic of",230725240.4,"IRN"
"Iraq",51361336.02,"IRQ"
"Ireland",23245996.8,"IRL"
"Israel",41091940.87,"ISR"
"Italy",317918210,"ITA"
"Cote d'Ivoire",23269003.05,"CIV"
"Kazakhstan",91472394.9,"KAZ"
"Jamaica",5049540.604,"JAM"
"Japan",605595592.6,"JPN"
"Jordan",13196301.4,"JOR"
"Kyrgyzstan",8257845.084,"KGZ"
"Kenya",42879370.31,"KEN"
"Cambodia",16927159.19,"KHM"
"Korea, Democratic People's Republic of",75700761.83,"PRK"
"Korea, Republic of",292841907.6,"KOR"
"Kuwait",27263421.36,"KWT"
"Latvia",8822058.456,"LVA"
"Lao People's Democratic Republic",8597443.871,"LAO"
"Lebanon",18038389.72,"LBN"
"Lesotho",3348089.256,"LSO"
"Liberia",4943004.613,"LBR"
"Libyan Arab Jamahiriya",27127173.5,"LBY"
"Lithuania",15400772.35,"LTU"
"Madagascar",22160612.3,"MDG"
"Malawi",12248959.01,"MWI"
"Malaysia",112494277.6,"MYS"
"Mali",24082561.01,"MLI"
"Malta",2199521.998,"MLT"
"Martinique",1662499.193,"MTQ"
"Mauritania",8923016.614,"MRT"
"Mauritius",4029550.957,"MUS"
"Mexico",376173156.6,"MEX"
"Mongolia",20117776.96,"MNG"
"Morocco",56281050.58,"MAR"
"Mozambique",21587288.76,"MOZ"
"Micronesia, Federated States of",372287.1981,"FSM"
"Moldova",7512809.114,"MDA"
"Namibia",5648373.688,"NAM"
"Nepal",26187160.58,"NPL"
"Netherlands",108223147.8,"NLD"
"Macedonia TFYR",6785740.463,"MKD"
"New Zealand",23434454.08,"NZL"
"Nicaragua",8602854.816,"NIC"
"Niger",29410489.57,"NER"
"Nigeria",203371801.2,"NGA"
"Norway",32346312.95,"NOR"
"Pakistan",140865839,"PAK"
"Panama",11139231.18,"PAN"
"Czech Republic",65198596.34,"CZE"
"Papua New Guinea",12971061.59,"PNG"
"Paraguay",20892968.11,"PRY"
"Peru",64484099.97,"PER"
"Philippines",113760492.4,"PHL"
"Poland",186087859.4,"POL"
"Portugal",47554196.61,"PRT"
"Guinea-Bissau",2690106.613,"GNB"
"Timor-Leste",494733.2512,"TLS"
"Eritrea",2555130.08,"ERI"
"Qatar",25511452.26,"QAT"
"Zimbabwe",17346227.76,"ZWE"
"Reunion",3850203.038,"REU"
"Romania",58773591.02,"ROU"
"Rwanda",8516837.655,"RWA"
"Russian Federation",767605394.4,"RUS"
"Saint Lucia",464419.0944,"LCA"
"Sao Tome and Principe",283313.5351,"STP"
"Senegal",16901550.12,"SEN"
"Sierra Leone",6945817.37,"SLE"
"Slovenia",10562493.43,"SVN"
"Slovakia",24744961,"SVK"
"Singapore",34301283.49,"SGP"
"Somalia",12510627.44,"SOM"
"South Africa",181268725.6,"ZAF"
"Spain",209771974.1,"ESP"
"Sudan (former)",68607055.9,""
"Suriname",2028519.173,"SUR"
"Tajikistan",6653393.583,"TJK"
"Swaziland",2842495.948,"SWZ"
"Sweden",63110352.78,"SWE"
"Switzerland",42774157.21,"CHE"
"Syrian Arab Republic",42461548.74,"SYR"
"Turkmenistan",26827354.59,"TKM"
"Tanzania, United Republic of",55611152.55,"TZA"
"Thailand",163581286.6,"THA"
"Togo",6792495.375,"TGO"
"Tonga",283771.8174,"TON"
"Trinidad and Tobago",12721357.02,"TTO"
"Oman",16527911.97,"OMN"
"Tunisia",23329289.29,"TUN"
"Turkey",233688474.6,"TUR"
"United Arab Emirates",82230818.6,"ARE"
"Uganda",44340897.16,"UGA"
"United Kingdom",337696354.6,"GBR"
"Ukraine",146715956.4,"UKR"
"United States of America",2760288478,"USA"
"Burkina Faso",20390871.66,"BFA"
"Uruguay",11409117.83,"URY"
"Uzbekistan",61241033.31,"UZB"
"Venezuela, Bolivarian Republic of",106196202.7,"VEN"
"Viet Nam",150107505.1,"VNM"
"Ethiopia",91650475.64,"ETH"
"Samoa",471484.9795,"WSM"
"Yemen",23428775.03,"YEM"
"Congo, Democratic Republic of",52175630.79,"COD"
"Zambia",12203789.74,"ZMB"
"Belgium",78304729.15,"BEL"
"Luxembourg",7663752.776,"LUX"
"Serbia",27701234.28,"SRB"
"Montenegro",2430374.396,"MNE"
"China",4670281975,"CHN"
"World",19861967562,"WORLD"
