"country","footprint","country_3_code"
"Afghanistan",13864818.1,"AFG"
"Albania",5169800.148,"ALB"
"Algeria",18235395.01,"DZA"
"Angola",7216373.484,"AGO"
"Argentina",114725612.4,"ARG"
"Australia",129222635.9,"AUS"
"Austria",39517189.67,"AUT"
"Bahamas",3155816.459,"BHS"
"Barbados",759451.5571,"BRB"
"Bangladesh",37666144.37,"BGD"
"Bermuda",375143.6635,"BMU"
"Bolivia",13340823.88,"BOL"
"Botswana",2092713.362,"BWA"
"Brazil",312800917.5,"BRA"
"Bulgaria",45673919.72,"BGR"
"Myanmar",21281139.58,"MMR"
"Burundi",4263212.951,"BDI"
"Cameroon",10156740.97,"CMR"
"Canada",241384957.8,"CAN"
"Cabo Verde",196854.1566,"CPV"
"Central African Republic",3016142.564,"CAF"
"Sri Lanka",10780588.04,"LKA"
"Chad",6850862.656,"TCD"
"Chile",21580526.24,"CHL"
"Colombia",55504328.56,"COL"
"Comoros",277938.1922,"COM"
"Congo",1422773.129,"COG"
"Costa Rica",5530673.457,"CRI"
"Cuba",23740446.23,"CUB"
"Cyprus",1685071.461,"CYP"
"Czechoslovakia",114641446.2,"CSHH"
"Benin",3841284.011,"BEN"
"Denmark",48265809.93,"DNK"
"Dominica",72739.49576,"DMA"
"Dominican Republic",6392391.166,"DOM"
"Ecuador",11171399.16,"ECU"
"Egypt",42651132.78,"EGY"
"El Salvador",5075882.792,"SLV"
"Equatorial Guinea",276317.0418,"GNQ"
"Ethiopia PDR",51704570.18,"ETH"
"Fiji",992093.5553,"FJI"
"Finland",36013596.01,"FIN"
"France",314878853.7,"FRA"
"French Polynesia",490192.561,"PYF"
"Djibouti",429095.9706,"DJI"
"Gabon",660730.1609,"GAB"
"Gambia",543115.5499,"GMB"
"Germany",547534134.9,"DEU"
"Ghana",12471414.09,"GHA"
"Greece",37732551.47,"GRC"
"Guadeloupe",637845.7917,"GLP"
"Guatemala",8424493.428,"GTM"
"Guinea",6982509.869,"GIN"
"Guyana",1793803.618,"GUY"
"Haiti",3321012.317,"HTI"
"Honduras",6677472.806,"HND"
"Hungary",48749667.96,"HUN"
"India",421623611.2,"IND"
"Indonesia",142895980.6,"IDN"
"Iran, Islamic Republic of",49572527.57,"IRN"
"Ireland",17095159.62,"IRL"
"Israel",13804212.58,"ISR"
"Italy",249377988,"ITA"
"Cote d'Ivoire",10712702.73,"CIV"
"Jamaica",3862405.693,"JAM"
"Japan",583656631.3,"JPN"
"Jordan",2457563.515,"JOR"
"Kenya",21342384.54,"KEN"
"Cambodia",7977057.892,"KHM"
"Korea, Democratic People's Republic of",51831710.35,"PRK"
"Korea, Republic of",74580114.51,"KOR"
"Lao People's Democratic Republic",4056819.696,"LAO"
"Lebanon",6506050.928,"LBN"
"Lesotho",2122978.548,"LSO"
"Liberia",2002774.952,"LBR"
"Madagascar",12964460.54,"MDG"
"Malawi",5149414.32,"MWI"
"Malaysia",25476322.67,"MYS"
"Mali",8864040.525,"MLI"
"Malta",1150165.446,"MLT"
"Martinique",703482.1266,"MTQ"
"Mauritania",3277675.707,"MRT"
"Mauritius",1242654.094,"MUS"
"Mexico",135639530.7,"MEX"
"Mongolia",9271851.689,"MNG"
"Morocco",21496852.37,"MAR"
"Mozambique",9259051.473,"MOZ"
"Namibia",1335824.721,"NAM"
"Nepal",11384144.77,"NPL"
"Netherlands",86599999.66,"NLD"
"New Zealand",17022917.6,"NZL"
"Nicaragua",6219005.417,"NIC"
"Niger",10172971.33,"NER"
"Nigeria",65352910.39,"NGA"
"Norway",42647712.97,"NOR"
"Pakistan",42868754.11,"PAK"
"Panama",4951611.671,"PAN"
"Papua New Guinea",5459721.267,"PNG"
"Paraguay",10738864.33,"PRY"
"Peru",33881225.48,"PER"
"Philippines",52567790.94,"PHL"
"Poland",207485060.7,"POL"
"Portugal",28456100.61,"PRT"
"Guinea-Bissau",1158677.887,"GNB"
"Timor-Leste",316880.7091,"TLS"
"Zimbabwe",10419544.09,"ZWE"
"Reunion",816847.0963,"REU"
"Romania",101077205.2,"ROU"
"Rwanda",4396357.718,"RWA"
"Saint Lucia",146341.2192,"LCA"
"Sao Tome and Principe",76692.80311,"STP"
"Senegal",7964726.043,"SEN"
"Sierra Leone",3836140.969,"SLE"
"Singapore",4995226.572,"SGP"
"Somalia",8279456.814,"SOM"
"South Africa",107222607,"ZAF"
"Spain",143704938.2,"ESP"
"Sudan (former)",33238561.31,""
"Swaziland",1551154.511,"SWZ"
"Sweden",69906268.39,"SWE"
"Switzerland",34218120.25,"CHE"
"Syrian Arab Republic",12343834.66,"SYR"
"Tanzania, United Republic of",24729564.26,"TZA"
"Thailand",46377482.24,"THA"
"Togo",2925194.37,"TGO"
"Tonga",150245.2027,"TON"
"Trinidad and Tobago",3506591.042,"TTO"
"Tunisia",7097487.995,"TUN"
"Turkey",90470353.49,"TUR"
"Uganda",23368278.29,"UGA"
"USSR",1579122316,"SUUH"
"United Kingdom",352819507.1,"GBR"
"United States of America",2345294943,"USA"
"Burkina Faso",8053753.501,"BFA"
"Uruguay",14198263.27,"URY"
"Venezuela, Bolivarian Republic of",42697491.49,"VEN"
"Viet Nam",33489793.34,"VNM"
"Samoa",223226.0381,"WSM"
"Yugoslav SFR",65963847.65,"YUG"
"Yemen",5229660.095,"YEM"
"Congo, Democratic Republic of",22936386.23,"COD"
"Zambia",7547311.777,"ZMB"
"Belgium",74103755.26,"BEL"
"Luxembourg",5662887.87,"LUX"
"China",1151377254,"CHN"
"World",11630134865,"WORLD"
