"name","total","id"
"Afghanistan",0.772260062,"AFG"
"Albania",2.141634637,"ALB"
"Algeria",2.448755226,"DZA"
"Angola",1.55887338,"AGO"
"Antigua and Barbuda",4.184473747,"ATG"
"Argentina",3.689728277,"ARG"
"Armenia",2.018594914,"ARM"
"Aruba",6.407520227,"ABW"
"Australia",6.885746416,"AUS"
"Austria",5.876423585,"AUT"
"Azerbaijan",2.169584949,"AZE"
"Bahamas",4.823439598,"BHS"
"Bahrain",8.711071703,"BHR"
"Bangladesh",0.794628274,"BGD"
"Barbados",3.552894853,"BRB"
"Belarus",4.692725336,"BLR"
"Belgium",6.705608216,"BEL"
"Belize",5.193841047,"BLZ"
"Benin",1.355686787,"BEN"
"Bermuda",6.778905763,"BMU"
"Bhutan",4.635110994,"BTN"
"Bolivia",3.07447077,"BOL"
"Bosnia and Herzegovina",3.290272952,"BIH"
"Botswana",2.536836265,"BWA"
"Brazil",3.077694535,"BRA"
"Brunei Darussalam",5.545401604,"BRN"
"Bulgaria",3.169533252,"BGR"
"Burkina Faso",1.311623444,"BFA"
"Burundi",0.604794019,"BDI"
"Cabo Verde",1.632268238,"CPV"
"Cambodia",1.317812033,"KHM"
"Cameroon",1.274120167,"CMR"
"Canada",8.049687636,"CAN"
"Cayman Islands",5.478265601,"CYM"
"Central African Republic",1.124576701,"CAF"
"Chad",1.638616203,"TCD"
"Chile",4.026400242,"CHL"
"China",3.70996542,"CHN"
"Colombia",1.913378947,"COL"
"Comoros",0.845711805,"COM"
"Congo",1.214954894,"COG"
"Congo, Democratic Republic of",0.756714993,"COD"
"Cook Islands",5.956188429,"COK"
"Costa Rica",2.510622986,"CRI"
"Cote d'Ivoire",1.303743596,"CIV"
"Croatia",3.632040492,"HRV"
"Cuba",1.906472791,"CUB"
"Cyprus",3.322262164,"CYP"
"Czech Republic",5.599999241,"CZE"
"Denmark",7.127113086,"DNK"
"Djibouti",2.937341936,"DJI"
"Dominica",2.528567561,"DMA"
"Dominican Republic",1.589008623,"DOM"
"Ecuador",2.043039044,"ECU"
"Egypt",1.984131934,"EGY"
"El Salvador",1.997794089,"SLV"
"Equatorial Guinea",3.019844205,"GNQ"
"Eritrea",0.502791938,"ERI"
"Estonia",6.965273874,"EST"
"Ethiopia",1.088787481,"ETH"
"Fiji",3.897278512,"FJI"
"Finland",6.094120602,"FIN"
"France",4.698092835,"FRA"
"French Guiana",2.594551664,"GUF"
"French Polynesia",4.102331946,"PYF"
"Gabon",2.715199714,"GAB"
"Gambia",0.964624155,"GMB"
"Georgia",1.897387804,"GEO"
"Germany",5.047455334,"DEU"
"Ghana",1.95527228,"GHA"
"Greece",4.293608886,"GRC"
"Grenada",3.102874484,"GRD"
"Guadeloupe",4.146922653,"GLP"
"Guatemala",1.839585701,"GTM"
"Guinea",1.462458605,"GIN"
"Guinea-Bissau",1.279567528,"GNB"
"Guyana",2.872008587,"GUY"
"Haiti",0.673119432,"HTI"
"Honduras",1.661326987,"HND"
"Hungary",3.603739196,"HUN"
"India",1.120082775,"IND"
"Indonesia",1.608079712,"IDN"
"Iran, Islamic Republic of",3.404047724,"IRN"
"Iraq",2.06668643,"IRQ"
"Ireland",4.706650589,"IRL"
"Israel",4.679560706,"ISR"
"Italy",4.292110012,"ITA"
"Jamaica",1.773236744,"JAM"
"Japan",4.744244534,"JPN"
"Jordan",2.136058544,"JOR"
"Kazakhstan",5.813344162,"KAZ"
"Kenya",1.039112749,"KEN"
"Kiribati",5.843356484,"KIR"
"Korea, Democratic People's Republic of",2.87259366,"PRK"
"Korea, Republic of",5.815715949,"KOR"
"Kuwait",7.649152593,"KWT"
"Kyrgyzstan",1.753071348,"KGZ"
"Lao People's Democratic Republic",1.784002054,"LAO"
"Latvia",5.625795393,"LVA"
"Lebanon",3.353890617,"LBN"
"Lesotho",1.462411247,"LSO"
"Liberia",1.195187664,"LBR"
"Libyan Arab Jamahiriya",4.33438617,"LBY"
"Lithuania",5.796873709,"LTU"
"Luxembourg",12.28484212,"LUX"
"Macedonia TFYR",3.081527149,"MKD"
"Madagascar",0.976587643,"MDG"
"Malawi",0.824202782,"MWI"
