"name","total","id"
"Afghanistan",1.041727734,"AFG"
"Albania",2.042451395,"ALB"
"Algeria",0.744861718,"DZA"
"Angola",1.147979033,"AGO"
"Argentina",4.303158392,"ARG"
"Australia",8.469227212,"AUS"
"Austria",5.387548225,"AUT"
"Bahamas",12.78452478,"BHS"
"Bangladesh",0.554136068,"BGD"
"Barbados",2.836510791,"BRB"
"Belgium",7.924789667,"BEL"
"Benin",1.245570335,"BEN"
"Bermuda",7.008776586,"BMU"
"Bolivia",2.321723503,"BOL"
"Botswana",1.955838458,"BWA"
"Brazil",2.568146749,"BRA"
"Bulgaria",4.793910591,"BGR"
"Burkina Faso",1.253818358,"BFA"
"Burundi",1.15578011,"BDI"
"Cabo Verde",0.759708647,"CPV"
"Cambodia",1.115090421,"KHM"
"Cameroon",1.310620754,"CMR"
"Canada",10.1423835,"CAN"
"Central African Republic",1.52658509,"CAF"
"Chad",1.908762941,"TCD"
"Chile",2.350268772,"CHL"
"China",1.154100703,"CHN"
"Colombia",2.223921364,"COL"
"Comoros",0.876385416,"COM"
"Congo",0.93569996,"COG"
"Congo, Democratic Republic of",1.004168774,"COD"
"Costa Rica",2.7321407,"CRI"
"Cote d'Ivoire",1.736310344,"CIV"
"Cuba",2.307469486,"CUB"
"Cyprus",3.518455379,"CYP"
"Czechoslovakia",7.396792908,"CSHH"
"Denmark",9.227036443,"DNK"
"Djibouti",1.819106257,"DJI"
"Dominica",0.990020952,"DMA"
"Dominican Republic",1.224107932,"DOM"
"Ecuador",1.336952927,"ECU"
"Egypt",0.830666181,"EGY"
"El Salvador",1.258697135,"SLV"
"Equatorial Guinea",1.044456915,"GNQ"
"Ethiopia PDR",1.535269967,"ETH"
"Fiji",1.81550345,"FJI"
"Finland",7.605381062,"FIN"
"France",6.338118521,"FRA"
"French Polynesia",3.610871471,"PYF"
"Gabon",1.672761848,"GAB"
"Gambia",1.41416587,"GMB"
"Germany",7.266096508,"DEU"
"Ghana",1.269111299,"GHA"
"Greece",3.732968898,"GRC"
"Guadeloupe",1.728228438,"GLP"
"Guatemala",1.38848797,"GTM"
"Guinea",1.568207622,"GIN"
"Guinea-Bissau",1.358810231,"GNB"
"Guyana",2.921915824,"GUY"
"Haiti",0.647691442,"HTI"
"Honduras",2.274443694,"HND"
"Hungary",4.484887269,"HUN"
"India",0.660690628,"IND"
"Indonesia",1.158547892,"IDN"
"Iran, Islamic Republic of",0.876926266,"IRN"
"Ireland",5.773473913,"IRL"
"Israel",4.147792219,"ISR"
"Italy",4.687990041,"ITA"
"Jamaica",1.748105781,"JAM"
"Japan",5.863017219,"JPN"
"Jordan",0.834246106,"JOR"
"Kenya",1.571752708,"KEN"
"Korea, Democratic People's Republic of",2.963477071,"PRK"
"Korea, Republic of",1.867188256,"KOR"
"Lao People's Democratic Republic",1.532182958,"LAO"
"Lebanon",2.639113091,"LBN"
"Lesotho",1.567634249,"LSO"
"Liberia",1.381332228,"LBR"
"Luxembourg",14.57797379,"LUX"
"Madagascar",1.697749052,"MDG"
"Malawi",0.91875871,"MWI"
"Malaysia",1.982742625,"MYS"
"Mali",1.326936201,"MLI"
"Malta",3.264008196,"MLT"
"Martinique",2.307806762,"MTQ"
"Mauritania",2.645294304,"MRT"
"Mauritius",1.080986441,"MUS"
"Mexico",2.197901002,"MEX"
"Mongolia",6.306589084,"MNG"
"Morocco",0.910777,"MAR"
"Mozambique",0.947891113,"MOZ"
"Myanmar",0.661357981,"MMR"
"Namibia",1.089298201,"NAM"
"Nepal",0.867576538,"NPL"
"Netherlands",7.074828097,"NLD"
"New Zealand",5.642236872,"NZL"
"Nicaragua",2.256170966,"NIC"
"Niger",1.606981606,"NER"
"Nigeria",0.972445359,"NGA"
"Norway",10.32358027,"NOR"
"Pakistan",0.644823076,"PAK"
"Panama",2.91787602,"PAN"
"Papua New Guinea",1.775067698,"PNG"
"Paraguay",3.19479901,"PRY"
"Peru",2.25376034,"PER"
"Philippines",1.160182689,"PHL"
"Poland",5.545414507,"POL"
"Portugal",3.085345832,"PRT"
"Reunion",1.454370999,"REU"
"Romania",4.070661552,"ROU"
"Rwanda",0.981554878,"RWA"
"Saint Lucia",1.436357519,"LCA"
"Samoa",1.885742389,"WSM"
"Sao Tome and Principe",0.762928221,"STP"
"Senegal",1.777960817,"SEN"
"Sierra Leone",1.466520453,"SLE"
"Singapore",1.42797247,"SGP"
"Somalia",2.176567153,"SOM"
"South Africa",3.729798741,"ZAF"
"Spain",3.757410473,"ESP"
"Sri Lanka",0.827904839,"LKA"
"Sudan (former)",2.0634738,""
"Swaziland",2.4405215,"SWZ"
"Sweden",7.02967227,"SWE"
"Switzerland",6.491544443,"CHE"
"Syrian Arab Republic",0.791852762,"SYR"
"Tanzania, United Republic of",1.532621647,"TZA"
"Thailand",1.158136288,"THA"
"Timor-Leste",0.485802403,"TLS"
"Togo",1.21989181,"TGO"
"Tonga",1.248727523,"TON"
"Trinidad and Tobago",2.698109279,"TTO"
"Tunisia",1.132570142,"TUN"
"Turkey",1.799732069,"TUR"
"Uganda",2.141954585,"UGA"
"United Kingdom",7.080253682,"GBR"
"United States of America",11.11268374,"USA"
"Uruguay",5.581281441,"URY"
"USSR",5.862640069,"SUUH"
"Venezuela, Bolivarian Republic of",2.214528044,"VEN"
"Viet Nam",0.743460379,"VNM"
"World",2.877850768,"WORLD"
"Yemen",0.784604202,"YEM"
"Yugoslav SFR",3.019320386,"YUG"
"Zambia",1.594485195,"ZMB"
"Zimbabwe",1.521467679,"ZWE"
