country,year,population,BiocapPerCap,footprint,deficit,id,ratio,overshoot_day
Dominican Republic,1961,3406300.04965464,1.120551308,0.974438542,0.146112766,DOM,1.149945645620529,1170.7590486264655
Dominican Republic,1962,3521280.02992389,1.111515248,1.015461448,0.0960538,DOM,1.0945913355249153,1108.9808300738955
Dominican Republic,1963,3638629.88150386,1.072408936,1.034216328,0.0381926079999999,DOM,1.0369290640652251,1068.0400373161785
Dominican Republic,1964,3757959.96165676,1.055443781,1.070866088,-0.0154223070000001,DOM,-1.0146121662681076,1016.4466046595369
Dominican Republic,1965,3878949.95173648,0.970065432,0.992588204,-0.0225227720000001,DOM,-1.0232177843921313,1077.6224673787176
Dominican Republic,1966,4001379.88352238,0.986543176,0.969491974,0.017051202,DOM,1.017587746985019,1093.2997372850937
Dominican Republic,1967,4125109.86539555,0.936822116,0.906343162,0.030478954,DOM,1.0336284533276137,1151.2112883728812
Dominican Republic,1968,4250029.78442666,0.9119974,1.008622739,-0.096625339,DOM,-1.1059490959075104,1015.8005468546364
Dominican Republic,1969,4376060.05960425,0.930877861,1.038546437,-0.107668576,DOM,-1.1156634448261558,967.9100989276936
Dominican Republic,1970,4503109.86459435,0.935313126,1.082948758,-0.147635632,DOM,-1.157846249843622,914.5580104341036
Dominican Republic,1971,4631109.86148263,0.930808739,1.126606842,-0.195798103,DOM,-1.2103526230318808,868.8935544504081
Dominican Republic,1972,4759939.93969116,0.915841249,1.222800905,-0.306959656,DOM,-1.3351668752635895,781.3315581220132
Dominican Republic,1973,4889439.94196747,0.919881173,1.224107932,-0.304226759,DOM,-1.3307239455722306,774.0459605848472
Dominican Republic,1974,5019470.21448415,0.882290383,1.24988166,-0.367591277,DOM,-1.4166330363933017,739.3083015136554
Dominican Republic,1975,5149930.17526862,0.82238268,1.165151636,-0.342768956,DOM,-1.4167997798786325,780.3341197488809
Dominican Republic,1976,5280729.98042606,0.860632584,1.210512787,-0.349880203,DOM,-1.406538432463247,743.1106260875556
Dominican Republic,1977,5411870.11727499,0.835093286,1.262915172,-0.427821886,DOM,-1.5123043318908715,700.4851387607023
Dominican Republic,1978,5543520.0211446,0.844090184,1.269975394,-0.42588521,DOM,-1.5045494309624596,694.4243956378997
Dominican Republic,1979,5675930.1740572,0.812675395,1.215665247,-0.402989852,DOM,-1.4958804154263856,711.5047308132206
Dominican Republic,1980,5809270.02128447,0.780134389,1.280589379,-0.50045499,DOM,-1.641498460284516,663.5934683318478
