country,year,population,BiocapPerCap,footprint,deficit,id,ratio,overshoot_day
India,1961,458691000.164836,0.486459491,0.61497693,-0.128517439,IND,0.2089792848001631,1855.0821847210843
India,1962,468053999.697503,0.480871791,0.618504724,-0.137632933,IND,0.22252527371157155,1820.7254145037216
India,1963,477730000.388454,0.468593425,0.616365709,-0.147772284,IND,0.23974773716686432,1792.092609379464
India,1964,487689999.879254,0.465195769,0.61119802,-0.146002251,IND,0.23887880232334527,1780.8929534946124
India,1965,497920000.347391,0.438280548,0.601511687,-0.163231139,IND,0.27136819205309975,1778.245286292852
India,1966,508403000.151555,0.43091985,0.609295086,-0.178375236,IND,0.2927567283875978,1739.6255917698995
India,1967,519162000.224586,0.455073607,0.632906709,-0.177833102,IND,0.2809783803381993,1648.5724088242391
India,1968,530274999.79612,0.463856816,0.639591456,-0.17573464,IND,0.2747607685365953,1601.896664089501
India,1969,541844999.953642,0.468998556,0.642174466,-0.17317591,IND,0.2696711239216416,1565.3370676739735
India,1970,553942999.645874,0.485886448,0.661353014,-0.175466566,IND,0.2653145329129777,1497.565596481758
India,1971,566604999.940348,0.481477478,0.665360978,-0.1838835,IND,0.27636652295530323,1471.2334911724615
India,1972,579801000.257555,0.449907352,0.633979715,-0.184072363,IND,0.2903442470552864,1507.008714111824
India,1973,593451999.594582,0.468269819,0.660690628,-0.192420809,IND,0.29124192298971135,1434.1293418053774
India,1974,607446999.808362,0.426481767,0.632727665,-0.206245898,IND,0.3259631424524483,1460.419571831611
India,1975,621703999.934688,0.45897306,0.671729568,-0.212756508,IND,0.3167294073915175,1353.5320583758703
India,1976,636183000.358065,0.449914086,0.662739512,-0.212825426,IND,0.3211298287584218,1357.3129784704245
India,1977,650907999.8984,0.459333864,0.671734106,-0.212400242,IND,0.3161969000871307,1316.969510874913
India,1978,665936000.110933,0.46580256,0.673271042,-0.207468482,IND,0.3081500154584103,1309.8765573149594
India,1979,681359000.340183,0.43669367,0.656426105,-0.219732435,IND,0.33474054935703695,1317.6678088896829
India,1980,697230000.059839,0.4247383,0.650914635,-0.226176335,IND,0.34747465003609884,1305.5334162960855
India,1981,713561000.243667,0.443228358,0.676489642,-0.233261284,IND,0.34481131641628293,1246.465803908885
India,1982,730302999.541199,0.428786717,0.667592364,-0.238805647,IND,0.3577117712508767,1253.8367483587292
India,1983,747375000.058881,0.454418958,0.70056573,-0.246146772,IND,0.35135428619952624,1166.1952335876565
India,1984,764663999.745314,0.452714214,0.715926124,-0.26321191,IND,0.36765233335723335,1140.9656115065509
India,1985,782085000.468935,0.445236651,0.713488252,-0.268251601,IND,0.37597199428029265,1133.522408384272
India,1986,799607000.042134,0.437510933,0.720655548,-0.283144615,IND,0.3928986820205539,1106.1196273462147
India,1987,817232000.111045,0.423654456,0.715962153,-0.292307697,IND,0.40827255431754644,1095.3934250090297
India,1988,834943999.971991,0.444978617,0.744912306,-0.299933689,IND,0.4026429508334636,1025.03355462784
India,1989,852735999.409106,0.475834424,0.778860859,-0.303026435,IND,0.3890636324812415,978.3608109804974
India,1990,870602000.056064,0.458691329,0.775106672,-0.316415343,IND,0.4082216737775676,980.5203109842812
India,1991,888513999.915833,0.454275586,0.782629848,-0.328354262,IND,0.4195524395588858,948.0674577111681
India,1992,906461000.132511,0.461100466,0.801536108,-0.340435642,IND,0.4247290154519152,926.463434516549
