"year","country","overshoot_day","country_3_code"
1981,"Libyan Arab Jamahiriya",259.331308251291,"LBY"
1982,"Libyan Arab Jamahiriya",259.473004804725,"LBY"
1983,"Libyan Arab Jamahiriya",249.706324180277,"LBY"
1984,"Libyan Arab Jamahiriya",262.11681135907,"LBY"
1985,"Libyan Arab Jamahiriya",294.618019025882,"LBY"
1986,"Libyan Arab Jamahiriya",291.811668579749,"LBY"
1987,"Libyan Arab Jamahiriya",300.586886560555,"LBY"
1988,"Libyan Arab Jamahiriya",271.45609195554,"LBY"
1989,"Libyan Arab Jamahiriya",262.124942656807,"LBY"
1990,"Libyan Arab Jamahiriya",279.159930295409,"LBY"
1991,"Libyan Arab Jamahiriya",274.879401653796,"LBY"
1992,"Libyan Arab Jamahiriya",304.975894553713,"LBY"
1993,"Libyan Arab Jamahiriya",278.878439670641,"LBY"
1994,"Libyan Arab Jamahiriya",274.710136128754,"LBY"
1995,"Libyan Arab Jamahiriya",255.411517062268,"LBY"
1996,"Libyan Arab Jamahiriya",253.700115130232,"LBY"
1997,"Libyan Arab Jamahiriya",243.441250905246,"LBY"
1998,"Libyan Arab Jamahiriya",240.447542151438,"LBY"
1999,"Libyan Arab Jamahiriya",246.518055926617,"LBY"
2000,"Libyan Arab Jamahiriya",223.472911648236,"LBY"
2001,"Libyan Arab Jamahiriya",220.925437707764,"LBY"
2002,"Libyan Arab Jamahiriya",219.708830897705,"LBY"
2003,"Libyan Arab Jamahiriya",224.690273814237,"LBY"
2004,"Libyan Arab Jamahiriya",185.641526316939,"LBY"
2005,"Libyan Arab Jamahiriya",190.469762873371,"LBY"
2006,"Libyan Arab Jamahiriya",195.530794067465,"LBY"
2007,"Libyan Arab Jamahiriya",210.458303282172,"LBY"
2008,"Libyan Arab Jamahiriya",192.648834450857,"LBY"
2009,"Libyan Arab Jamahiriya",158.432680222242,"LBY"
2010,"Libyan Arab Jamahiriya",145.237635738484,"LBY"
2011,"Libyan Arab Jamahiriya",199.337505968868,"LBY"
2012,"Libyan Arab Jamahiriya",151.83841068331,"LBY"
2013,"Libyan Arab Jamahiriya",138.407730962528,"LBY"
2014,"Libyan Arab Jamahiriya",141.645471953606,"LBY"
