"year","country","overshoot_day","country_3_code"
1961,"Malta",635.192056968993,"MLT"
1962,"Malta",610.942273252689,"MLT"
1963,"Malta",518.427747521697,"MLT"
1964,"Malta",476.160811864219,"MLT"
1965,"Malta",468.179001979857,"MLT"
1966,"Malta",476.184183841564,"MLT"
1967,"Malta",424.722477314891,"MLT"
1968,"Malta",381.650704235438,"MLT"
1969,"Malta",333.431285039144,"MLT"
1970,"Malta",328.640088757216,"MLT"
1971,"Malta",331.445587799293,"MLT"
1972,"Malta",302.08877617275,"MLT"
1973,"Malta",290.291945597363,"MLT"
1974,"Malta",291.940411874036,"MLT"
1975,"Malta",279.041684669513,"MLT"
1976,"Malta",241.925458649729,"MLT"
1977,"Malta",233.358240189241,"MLT"
1978,"Malta",223.086980944696,"MLT"
1979,"Malta",228.072693293186,"MLT"
1980,"Malta",207.009513645201,"MLT"
1981,"Malta",220.465260649548,"MLT"
1982,"Malta",199.571975816524,"MLT"
1983,"Malta",218.329357303574,"MLT"
1984,"Malta",196.658561113538,"MLT"
1985,"Malta",184.116727424223,"MLT"
1986,"Malta",162.856190708151,"MLT"
1987,"Malta",149.174758121657,"MLT"
1988,"Malta",138.834847739608,"MLT"
1989,"Malta",131.695172880693,"MLT"
1990,"Malta",135.942746461028,"MLT"
1991,"Malta",121.774391793261,"MLT"
1992,"Malta",117.60061756172,"MLT"
1993,"Malta",105.91030461648,"MLT"
1994,"Malta",107.833212031052,"MLT"
1995,"Malta",97.6968695914259,"MLT"
1996,"Malta",98.1532863431297,"MLT"
1997,"Malta",104.23897814702,"MLT"
1998,"Malta",89.3238542172564,"MLT"
1999,"Malta",97.8737063423602,"MLT"
2000,"Malta",113.451205481511,"MLT"
2001,"Malta",108.401183435858,"MLT"
2002,"Malta",110.181544376539,"MLT"
2003,"Malta",115.023753784113,"MLT"
2004,"Malta",127.450925946413,"MLT"
2005,"Malta",113.137659728663,"MLT"
2006,"Malta",103.140011871034,"MLT"
2007,"Malta",104.884530774917,"MLT"
2008,"Malta",100.396201485583,"MLT"
2009,"Malta",115.35210835418,"MLT"
2010,"Malta",117.801403865413,"MLT"
2011,"Malta",123.790122984073,"MLT"
2012,"Malta",120.148324582421,"MLT"
2013,"Malta",130.03826859471,"MLT"
2014,"Malta",125.588754813386,"MLT"
