country,year,population,BiocapPerCap,footprint,deficit,id,ratio,overshoot_day
Mauritius,1961,679044.983219584,1.352349332,0.903736246,0.448613086,MUS,-0.49639824449400244,1262.3514375157265
Mauritius,1962,698307.006969796,1.315471502,0.911973276,0.403498226,MUS,-0.4424452301604505,1234.8247764271168
Mauritius,1963,717413.024990961,1.325143994,0.980403951,0.344740043,MUS,-0.3516306137366842,1126.662493874974
Mauritius,1964,735859.985723601,1.221238871,0.910373851,0.31086502,MUS,-0.34146962773428774,1195.6386396732157
Mauritius,1965,753284.972943307,1.260346244,0.993881976,0.266464268,MUS,-0.26810453799798056,1076.2196570367507
Mauritius,1966,769556.029948775,1.207225282,0.916163554,0.291061728,MUS,-0.3176962527369867,1156.9389450748754
Mauritius,1967,784776.977265144,1.2237223,1.053919795,0.169802505,MUS,-0.16111520611490157,990.0113110883769
Mauritius,1968,799138.977311067,1.172656276,1.079852264,0.0928040120000002,MUS,-0.08594139688723218,948.7959512888939
Mauritius,1969,812943.970031398,1.177555486,1.073482986,0.1040725,MUS,-0.09694843919957574,936.4093784112092
Mauritius,1970,826447.021425786,1.132857422,1.050036318,0.082821104,MUS,-0.07887451374800922,943.2240579968521
Mauritius,1971,839599.975355278,1.143888876,1.032010016,0.11187886,MUS,-0.10840869590940096,948.5386642765088
Mauritius,1972,852396.972596818,1.165505911,1.168295,-0.00278908900000019,MUS,0.0023873157036537764,817.783977907977
Mauritius,1973,865172.973709852,1.142419725,1.080986441,0.061433284,MUS,-0.05683076278289787,876.5288585638081
Mauritius,1974,878354.980314216,1.105377807,1.2373396,-0.131961793,MUS,0.10664961583707504,746.8021848811755
Mauritius,1975,892208.007517469,1.018284834,1.216194487,-0.197909653,MUS,0.16272862203822847,747.5839992369642
Mauritius,1976,906926.025748293,1.089560992,1.370182417,-0.280621425,MUS,0.20480588680623835,656.5147273056492
Mauritius,1977,922325.012288933,1.051206592,1.489980873,-0.438774281,MUS,0.2944831634761529,593.7346774814362
Mauritius,1978,937820.007398535,1.058830656,1.664548429,-0.605717773,MUS,0.3638931511075909,529.8145128252203
Mauritius,1979,952586.974715302,1.043494216,1.599751198,-0.556256982,MUS,0.34771468381797704,540.678788604753
Mauritius,1980,966036.010746904,0.961002095,1.596291578,-0.635289483,MUS,0.3979783466601739,532.3530872774122
Mauritius,1981,978067.017040086,0.976216285,1.653261258,-0.677044973,MUS,0.4095208604954801,510.0350156989703
Mauritius,1982,988890.015033352,1.014902827,1.589642115,-0.574739288,MUS,0.3615526303541599,526.566252897429
Mauritius,1983,998625.000397014,0.961446676,1.541192445,-0.579745769,MUS,0.37616701981691847,530.1066759445479
Mauritius,1984,1007500.00011861,0.955931042,1.622944241,-0.667013199,MUS,0.41098959665367824,503.31185784452725
Mauritius,1985,1015760.00953173,0.972413102,1.689406529,-0.716993427,MUS,0.4244055025787106,478.7213593472027
Mauritius,1986,1023280.02958475,0.978813113,1.758116752,-0.779303639,MUS,0.44326045930310326,453.40058925834734
Mauritius,1987,1030180.05373286,0.972650294,1.900966198,-0.928315904,MUS,0.488338985183786,412.55877481409186
Mauritius,1988,1037260.00965584,0.925020047,1.912864668,-0.987844621,MUS,0.5164215940236082,399.1709935130278
Mauritius,1989,1045589.96577366,0.91858936,2.178642105,-1.260052745,MUS,0.5783661034128412,349.76235048657145
Mauritius,1990,1055859.98522153,0.922885807,2.289023341,-1.366137534,MUS,0.5968211461763333,332.0227725641761
Mauritius,1991,1068439.94136404,0.906218699,2.435298682,-1.529079983,MUS,0.6278819079983389,304.67960452448807
Mauritius,1992,1082959.96054709,0.9102012,2.440872412,-1.530671212,MUS,0.6271000501602622,304.2329816564766
Mauritius,1993,1098599.97550498,0.890683286,2.54353764,-1.652854354,MUS,0.6498250027862768,287.15264506606866
Mauritius,1994,1114140.0146964,0.851065213,2.637933899,-1.786868686,MUS,0.6773743218802315,275.2215316047153
Mauritius,1995,1128680.05360302,0.843039397,2.543144682,-1.700105285,MUS,0.668505137373069,279.6062040158391
Mauritius,1996,1141949.95095476,0.839246586,2.455588182,-1.616341596,MUS,0.6582299132436532,290.01603204478664
Mauritius,1997,1154140.01488138,0.848681719,2.385818441,-1.537136722,MUS,0.6442806776846437,295.81095384502026
Mauritius,1998,1165290.03896799,0.842062641,2.670671601,-1.82860896,MUS,0.6847000429836824,262.4249409156109
Mauritius,1999,1175579.95611048,0.766019008,2.550284622,-1.784265614,MUS,0.6996339148219198,271.9241239546363
Mauritius,2000,1185140.0149636,0.805599938,2.639323223,-1.833723285,MUS,0.6947702611867633,259.22447840226613
Mauritius,2001,1193949.95120591,0.830938315,2.607566044,-1.776627729,MUS,0.6813356590096783,260.5571489178031
Mauritius,2002,1201930.05373525,0.786332234,2.89725664,-2.110924406,MUS,0.7285942076570752,231.50783912788395
Mauritius,2003,1209180.05364851,0.78530479500000006,2.748040193,-1.962735398,MUS,0.7142309646706102,240.5189471682401
Mauritius,2004,1215829.95584119,0.794061637,2.909914245,-2.115852608,MUS,0.7271185436600384,229.07145333872734
Mauritius,2005,1222010.01000581,0.767462116,3.094733868,-2.327271752,MUS,0.752010302425139,211.4983675139242
Mauritius,2006,1227709.96101297,0.751698185,3.172347502,-2.420649317,MUS,0.7630467076743347,204.22178986223923
Mauritius,2007,1233000.00004561,0.727933301,3.047716317,-2.319783016,MUS,0.7611545087252292,210.7990563852679
Mauritius,2008,1238010.00962431,0.737418765,3.331381177,-2.593962412,MUS,0.7786447344749465,193.5979787857961
