"year","country","overshoot_day","country_3_code"
1961,"Central African Republic",1015.33885228606,"CAF"
1962,"Central African Republic",984.288625343215,"CAF"
1963,"Central African Republic",959.981292372995,"CAF"
1964,"Central African Republic",975.258513708446,"CAF"
1965,"Central African Republic",910.807051378635,"CAF"
1966,"Central African Republic",853.720289669419,"CAF"
1967,"Central African Republic",799.084792598162,"CAF"
1968,"Central African Republic",753.223828532227,"CAF"
1969,"Central African Republic",722.652273421759,"CAF"
1970,"Central African Republic",698.737905556552,"CAF"
1971,"Central African Republic",685.111374617743,"CAF"
1972,"Central African Republic",645.710021174591,"CAF"
1973,"Central African Republic",620.676365060649,"CAF"
1974,"Central African Republic",642.091103241066,"CAF"
1975,"Central African Republic",627.210232217633,"CAF"
1976,"Central African Republic",614.843613691315,"CAF"
1977,"Central African Republic",608.890289240647,"CAF"
1978,"Central African Republic",590.066165793473,"CAF"
1979,"Central African Republic",524.066694115462,"CAF"
1980,"Central African Republic",517.221697131899,"CAF"
1981,"Central African Republic",508.915138081747,"CAF"
1982,"Central African Republic",493.200232279954,"CAF"
1983,"Central African Republic",467.783695525083,"CAF"
1984,"Central African Republic",488.427248765613,"CAF"
1985,"Central African Republic",492.382796169965,"CAF"
1986,"Central African Republic",466.735510991482,"CAF"
1987,"Central African Republic",481.006544892113,"CAF"
1988,"Central African Republic",471.813484785168,"CAF"
1989,"Central African Republic",463.388759999409,"CAF"
1990,"Central African Republic",462.491111042807,"CAF"
1991,"Central African Republic",451.607944629724,"CAF"
1992,"Central African Republic",446.151123464935,"CAF"
1993,"Central African Republic",453.393016131546,"CAF"
1994,"Central African Republic",456.388019563886,"CAF"
1995,"Central African Republic",452.941590023376,"CAF"
1996,"Central African Republic",470.69850718992,"CAF"
1997,"Central African Republic",460.604027227105,"CAF"
1998,"Central African Republic",458.32225245659,"CAF"
1999,"Central African Republic",478.372016383104,"CAF"
2000,"Central African Republic",483.376028621168,"CAF"
2001,"Central African Republic",489.178138361901,"CAF"
2002,"Central African Republic",484.151999036947,"CAF"
2003,"Central African Republic",489.944500717368,"CAF"
2004,"Central African Republic",483.402675471147,"CAF"
2005,"Central African Republic",504.700325626246,"CAF"
2006,"Central African Republic",480.394900546475,"CAF"
2007,"Central African Republic",485.634631101712,"CAF"
2008,"Central African Republic",501.131506346248,"CAF"
2009,"Central African Republic",491.265701263016,"CAF"
2010,"Central African Republic",521.920912066743,"CAF"
2011,"Central African Republic",509.716913361898,"CAF"
2012,"Central African Republic",497.523763731434,"CAF"
2013,"Central African Republic",516.147531486166,"CAF"
2014,"Central African Republic",545.935354100969,"CAF"
