"country","year","population","BiocapPerCap","footprint","deficit","id","ratio","overshoot_day"
"Algeria",1961,11404900.3928509,1.445785719,0.736089434,0.709696285,"DZA",0.96414419226795,1549.8561604134
"Algeria",1962,11690200.1973202,1.549484221,0.817849559,0.731634662,"DZA",0.894583331703042,1376.93681855441
"Algeria",1963,11985099.6028097,1.50959755,0.730238185,0.779359365,"DZA",1.06726729716413,1512.63576137896
"Algeria",1964,12296000.0073077,1.35895379,0.586779347,0.772174443,"DZA",1.31595386885666,1855.00444782221
"Algeria",1965,12626999.9999107,1.356981489,0.627218528,0.729762961,"DZA",1.16349085685451,1705.36319508273
"Algeria",1966,12980299.8085368,1.196347081,0.531819146,0.664527935,"DZA",1.24953763413161,1993.05618940726
"Algeria",1967,13354200.1918554,1.252325676,0.642448534,0.609877142,"DZA",0.949301274732527,1624.08741397949
"Algeria",1968,13744400.3989524,1.277643855,0.692616977,0.585026878,"DZA",0.844661407386766,1479.25836390097
"Algeria",1969,14144400.3966551,1.208585118,0.628527948,0.58005717,"DZA",0.922882214138783,1599.32367165403
"Algeria",1970,14549999.9893881,1.199853212,0.664348931,0.535504281,"DZA",0.806058849499111,1490.81228241666
"Algeria",1971,14960099.6125522,1.161856306,0.80409545,0.357760856,"DZA",0.444923283366217,1217.39443501425
"Algeria",1972,15377099.6167966,1.178990953,0.872740863,0.30625009,"DZA",0.350906036373453,1094.7268914176
"Algeria",1973,15804400.3813336,1.045952411,0.744861718,0.301090693,"DZA",0.404223643127308,1272.06939934621
"Algeria",1974,16247099.6087888,1.020868759,0.951072562,0.0697961970000001,"DZA",0.073386784563029,971.585046945943
"Algeria",1975,16709099.6180849,1.079425121,1.113022822,-0.0335977009999999,"DZA",-0.0311255309678174,816.881332673509
"Algeria",1976,17190199.2161226,1.011158486,1.060801843,-0.0496433569999999,"DZA",-0.049095478593074,847.985858145226
"Algeria",1977,17690199.209235,0.889619787,1.134828614,-0.245208827,"DZA",-0.275633268005425,779.547967961858
"Algeria",1978,18212300.7850506,0.886828385,1.299292991,-0.412464606,"DZA",-0.465100818434556,678.755215043874
"Algeria",1979,18760800.7827571,0.888563343,1.362372092,-0.473808749,"DZA",-0.533230146541945,634.886416776298
"Algeria",1980,19337699.2154673,0.905272161,1.433094422,-0.527822261,"DZA",-0.583053653168789,592.97612317444
"Algeria",1981,19943699.2137515,0.784774701,1.444098838,-0.659324137,"DZA",-0.840144438907115,583.908215352024
"Algeria",1982,20575699.2204706,0.718144394,1.303717659,-0.585573265,"DZA",-0.815397736380006,642.049949958492
"Algeria",1983,21228300.7793327,0.689682592,1.445270857,-0.755588265,"DZA",-1.0955594949845,565.289441692211
"Algeria",1984,21893900.3940463,0.68029076,1.437824454,-0.757533694,"DZA",-1.11354406753959,568.113188000344
"Algeria",1985,22565900.3882491,0.754005142,1.647005585,-0.893000443,"DZA",-1.18434266906987,491.04567475059
"Algeria",1986,23241300.7763782,0.695264329,1.566866061,-0.871601732,"DZA",-1.25362647325802,508.742382712218
"Algeria",1987,23917900.3958276,0.657032422,1.448113754,-0.791081332,"DZA",-1.20402183502604,541.573657011624
"Algeria",1988,24591499.9956797,0.575358112,1.446208112,-0.87085,"DZA",-1.51357906469764,527.973880629627
"Algeria",1989,25257699.2172396,0.610831659,1.640660746,-1.029829087,"DZA",-1.68594574812969,464.45129194903
"Algeria",1990,25912400.3870634,0.575591377,1.394950844,-0.819359467,"DZA",-1.42350884406921,544.827719034965
"Algeria",1991,26554300.7714031,0.679314394,1.492253377,-0.812938983,"DZA",-1.19670512205696,497.225099178866
"Algeria",1992,27180900.3897308,0.662503303,1.487366475,-0.824863172,"DZA",-1.24507032644215,499.267590129938
"Algeria",1993,27786000.0065101,0.552010921,1.437160754,-0.885149833,"DZA",-1.60350066987805,508.212824664436
"Algeria",1994,28361999.9966062,0.520858687,1.447929997,-0.92707131,"DZA",-1.77989026159859,501.416648753738
"Algeria",1995,28904300.7836046,0.564365174,1.46069451,-0.896329336,"DZA",-1.5882080922889,486.808867857036
"Algeria",1996,29411800.772251,0.689472975,1.443792511,-0.754319536,"DZA",-1.09405232965039,493.256438234719
"Algeria",1997,29887699.2131986,0.489878444,1.249159013,-0.759280569,"DZA",-1.54993667408592,564.981092563076
"Algeria",1998,30336900.3906979,0.577676391,1.397687456,-0.820011065,"DZA",-1.41949909013938,501.436005426821
"Algeria",1999,30766599.6054884,0.543382729,1.486599291,-0.943216562,"DZA",-1.73582360631888,466.490133346625
"Algeria",2000,31183699.222599,0.476661585,1.43947969,-0.962818105,"DZA",-2.01991970907326,475.294774809954
"Algeria",2001,31590300.7907027,0.551796506,1.553738283,-1.001941777,"DZA",-1.81578131039647,437.280823015691
"Algeria",2002,31990400.3986066,0.520160721,1.685985213,-1.165824492,"DZA",-2.24127742671534,397.831259055536
"Algeria",2003,32394900.3935981,0.621008999,1.813724133,-1.192715134,"DZA",-1.92060839697975,364.419117372923
"Algeria",2004,32817199.2249179,0.627975575,1.866338498,-1.238362923,"DZA",-1.97199215931295,357.158294106348
"Algeria",2005,33267898.4407789,0.598548487,1.896024152,-1.297475665,"DZA",-2.16770358906093,345.212454429643
"Algeria",2006,33749300.7891872,0.61037147,1.913115795,-1.302744325,"DZA",-2.13434669546399,338.642587403753
"Algeria",2007,34262000.0051013,0.579520016,1.926553306,-1.34703329,"DZA",-2.32439472927959,333.474147935591
"Algeria",2008,34811101.5710293,0.501470029,2.023574532,-1.522104503,"DZA",-3.03528501992432,318.717530234246
"Algeria",2009,35401800.7839608,0.651007602,2.232958249,-1.581950647,"DZA",-2.43000327492337,283.924418999424
"Algeria",2010,36036199.2189278,0.617100644,2.154325157,-1.537224513,"DZA",-2.49104353545963,291.878785770133
"Algeria",2011,36717101.5656173,0.609967212,2.326286674,-1.716319462,"DZA",-2.8137897609283,267.941804621503
"Algeria",2012,37439398.439858,0.625056801,2.41715815,-1.792101349,"DZA",-2.86710167779952,253.568072267674
"Algeria",2013,38186101.5690401,0.623446063,2.481657282,-1.858211219,"DZA",-2.98054853374164,248.669893262458
"Algeria",2014,38934300.7776801,0.541530572,2.448755226,-1.907224654,"DZA",-3.5219149862583,250.71752415268
