"year","country","overshoot_day","country_3_code"
1961,"New Zealand",236.304980889878,"NZL"
1962,"New Zealand",242.364941225779,"NZL"
1963,"New Zealand",240.001304181915,"NZL"
1964,"New Zealand",216.932374869653,"NZL"
1965,"New Zealand",204.860624412251,"NZL"
1966,"New Zealand",205.214434620658,"NZL"
1967,"New Zealand",182.224303573294,"NZL"
1968,"New Zealand",200.228941297501,"NZL"
1969,"New Zealand",207.92324706941,"NZL"
1970,"New Zealand",198.965050171851,"NZL"
1971,"New Zealand",207.646477856805,"NZL"
1972,"New Zealand",192.0218069976,"NZL"
1973,"New Zealand",167.932560723168,"NZL"
1974,"New Zealand",146.052509529927,"NZL"
1975,"New Zealand",152.368243751874,"NZL"
1976,"New Zealand",164.276125549298,"NZL"
1977,"New Zealand",164.18900785868,"NZL"
1978,"New Zealand",161.936779404901,"NZL"
1979,"New Zealand",180.347447009237,"NZL"
1980,"New Zealand",165.622858418048,"NZL"
1981,"New Zealand",170.280490170856,"NZL"
1982,"New Zealand",151.11406893656,"NZL"
1983,"New Zealand",178.872346186578,"NZL"
1984,"New Zealand",165.231538304728,"NZL"
1985,"New Zealand",169.739232766285,"NZL"
1986,"New Zealand",153.474970519305,"NZL"
1987,"New Zealand",171.80381456986,"NZL"
1988,"New Zealand",165.131574385926,"NZL"
1989,"New Zealand",181.746390574068,"NZL"
1990,"New Zealand",127.875154740711,"NZL"
1991,"New Zealand",143.181951347003,"NZL"
1992,"New Zealand",151.403894648742,"NZL"
1993,"New Zealand",140.047642435607,"NZL"
1994,"New Zealand",139.116824683401,"NZL"
1995,"New Zealand",125.019562069156,"NZL"
1996,"New Zealand",139.033824479545,"NZL"
1997,"New Zealand",110.644627865975,"NZL"
1998,"New Zealand",117.639495977668,"NZL"
1999,"New Zealand",102.274652309559,"NZL"
2000,"New Zealand",112.394462404583,"NZL"
2001,"New Zealand",107.460954526677,"NZL"
2002,"New Zealand",108.128808412142,"NZL"
2003,"New Zealand",102.57102568869,"NZL"
2004,"New Zealand",115.603159907443,"NZL"
2005,"New Zealand",108.494932310295,"NZL"
2006,"New Zealand",113.774702026413,"NZL"
2007,"New Zealand",108.072570201593,"NZL"
2008,"New Zealand",112.091678536383,"NZL"
2009,"New Zealand",130.447570244449,"NZL"
2010,"New Zealand",117.231485085231,"NZL"
2011,"New Zealand",103.141653224223,"NZL"
2012,"New Zealand",116.921319406612,"NZL"
2013,"New Zealand",120.316003760827,"NZL"
