country,year,overshoot_day
Belize,2014,279.45679906121899
Brunei Darussalam,1981,739.75742013357603
Brunei Darussalam,1982,574.61470882660296
Brunei Darussalam,1983,538.27202582206201
Brunei Darussalam,1984,399.35946752744701
Brunei Darussalam,1985,414.34343353815501
Brunei Darussalam,1986,550.84433929456804
Brunei Darussalam,1987,480.558315797906
Brunei Darussalam,1988,600.61292926761098
Brunei Darussalam,1989,478.95924316599798
Brunei Darussalam,1990,437.134309509216
Brunei Darussalam,1991,443.184053504465
Brunei Darussalam,1992,502.74997630933598
Brunei Darussalam,1993,507.46334084091899
Brunei Darussalam,1994,398.68879884392197
Brunei Darussalam,1995,308.70395043140098
Brunei Darussalam,1996,301.93523801894099
Brunei Darussalam,1997,289.89480531272699
Brunei Darussalam,1998,226.19681493304299
Brunei Darussalam,1999,259.72439988089599
Brunei Darussalam,2000,291.30823520164103
Brunei Darussalam,2001,364.86439315607998
Brunei Darussalam,2002,361.75237296596703
Brunei Darussalam,2003,300.90388170405703
Brunei Darussalam,2004,230.947577805116
Brunei Darussalam,2005,281.60512224835003
Brunei Darussalam,2006,215.34060239779001
Brunei Darussalam,2007,228.785543534113
Brunei Darussalam,2008,212.20561186780799
Brunei Darussalam,2009,235.66811823507601
Brunei Darussalam,2010,232.66298672968401
Brunei Darussalam,2011,207.43339723094201
Brunei Darussalam,2012,211.069029185293
Brunei Darussalam,2013,198.95515525888399
Brunei Darussalam,2014,186.27948094433799
