country,year,overshoot_day
Tajikistan,1992,123.94006279899401
Tajikistan,1993,146.33481768110201
Tajikistan,1994,168.340609893535
Tajikistan,1995,176.05782481767801
Tajikistan,1996,200.13441864113599
Tajikistan,1997,212.36457021720901
Tajikistan,1998,204.31729597123999
Tajikistan,1999,203.93619861901399
Tajikistan,2000,202.17650115131201
Tajikistan,2001,210.71834683102
Tajikistan,2002,232.982949015629
Tajikistan,2003,251.92149236978301
Tajikistan,2004,248.13731104284599
Tajikistan,2005,224.087913645703
Tajikistan,2006,213.87608055532399
Tajikistan,2007,202.577722083335
Tajikistan,2008,193.21639133304501
Tajikistan,2009,212.68199228148401
Tajikistan,2010,246.211992758192
Tajikistan,2011,210.46564117853401
Tajikistan,2012,204.75892222152501
Tajikistan,2013,222.458779183487
Tajikistan,2014,204.331120775377
