country,year,overshoot_day
Liberia,1961,2981.42906251148
Liberia,1962,3566.88615412836
Liberia,1963,3354.93087216396
Liberia,1964,3410.0311480483501
Liberia,1965,3215.3656384747601
Liberia,1966,2942.3840335393902
Liberia,1967,2944.1452576020802
Liberia,1968,2739.7865012685302
Liberia,1969,2534.9225879452702
Liberia,1970,2285.7788430496798
Liberia,1971,2031.72518484581
Liberia,1972,2064.1533471807802
Liberia,1973,2020.98988607517
Liberia,1974,1988.8073657035
Liberia,1975,2087.62861446035
Liberia,1976,2149.7118316516699
Liberia,1977,1593.3076162273101
Liberia,1978,1684.32452728825
Liberia,1979,1520.5409420199801
Liberia,1980,1523.30099663236
Liberia,1981,1619.95544269169
Liberia,1982,1917.61110928531
Liberia,1983,1904.9357020443999
Liberia,1984,1833.3963380119201
Liberia,1985,1773.3530121753499
Liberia,1986,1568.5280545103001
Liberia,1987,1414.8029745162601
Liberia,1988,1375.2398832512299
Liberia,1989,1281.3498507203001
Liberia,1990,1606.87231227353
Liberia,1991,1794.3748859842201
Liberia,1992,1713.04038935678
Liberia,1993,1577.45645513008
Liberia,1994,1802.48449471603
Liberia,1995,1967.16524882982
Liberia,1996,1843.2489657808001
Liberia,1997,1566.64250164694
Liberia,1998,1360.42595036336
Liberia,1999,1234.4608903108101
Liberia,2000,1136.9492140550899
Liberia,2001,1137.5912946927599
Liberia,2002,1071.41817231967
Liberia,2003,1028.5894870689799
Liberia,2004,993.74568679702304
Liberia,2005,945.699929272085
Liberia,2006,920.59222037510995
Liberia,2007,900.22586657846898
Liberia,2008,904.07887735743304
Liberia,2009,881.80532798816603
Liberia,2010,806.68744036027499
Liberia,2011,818.21881640138304
Liberia,2012,789.622184500255
Liberia,2013,742.46818565968294
Liberia,2014,742.72909441276101
Libyan Arab Jamahiriya,1981,135.847700389762
Libyan Arab Jamahiriya,1982,131.62252807959399
Libyan Arab Jamahiriya,1983,131.07718548534999
Libyan Arab Jamahiriya,1984,125.779905915603
Libyan Arab Jamahiriya,1985,137.61850702609601
Libyan Arab Jamahiriya,1986,137.920920832912
Libyan Arab Jamahiriya,1987,136.27833831411499
Libyan Arab Jamahiriya,1988,123.48151570534399
Libyan Arab Jamahiriya,1989,118.44748434460401
Libyan Arab Jamahiriya,1990,123.310560831004
Libyan Arab Jamahiriya,1991,120.10342591347199
Libyan Arab Jamahiriya,1992,130.95329083166001
Libyan Arab Jamahiriya,1993,118.960318634047
Libyan Arab Jamahiriya,1994,116.859346425854
Libyan Arab Jamahiriya,1995,111.01180746314
Libyan Arab Jamahiriya,1996,106.17784836001699
Libyan Arab Jamahiriya,1997,102.399217941757
Libyan Arab Jamahiriya,1998,101.86992646717999
Libyan Arab Jamahiriya,1999,107.200067940344
Libyan Arab Jamahiriya,2000,92.433617985305403
Libyan Arab Jamahiriya,2001,90.186553915502699
Libyan Arab Jamahiriya,2002,89.8473959381963
Libyan Arab Jamahiriya,2003,91.396104452413198
Libyan Arab Jamahiriya,2004,73.920995829698398
Libyan Arab Jamahiriya,2005,76.622379872159101
Libyan Arab Jamahiriya,2006,76.688706000029995
Libyan Arab Jamahiriya,2007,82.5190163057365
Libyan Arab Jamahiriya,2008,73.708631540617006
Libyan Arab Jamahiriya,2009,60.919864901098698
Libyan Arab Jamahiriya,2010,56.357371840638002
Libyan Arab Jamahiriya,2011,77.310443300910407
Libyan Arab Jamahiriya,2012,61.404535517078799
Libyan Arab Jamahiriya,2013,55.157671230672598
Libyan Arab Jamahiriya,2014,58.0372615104068
