country,year,overshoot_day
Uruguay,1961,965.59093020466901
Uruguay,1962,856.46753160839501
Uruguay,1963,870.12879455744996
Uruguay,1964,823.91229022122002
Uruguay,1965,935.59942050891004
Uruguay,1966,827.11501824521702
Uruguay,1967,828.15718607726706
Uruguay,1968,910.10449489079497
Uruguay,1969,833.31667931672598
Uruguay,1970,958.68249236395195
Uruguay,1971,870.45170517474503
Uruguay,1972,758.20261929346202
Uruguay,1973,695.63844240021399
Uruguay,1974,688.70703173974698
Uruguay,1975,660.73741139169499
Uruguay,1976,783.62428893037395
Uruguay,1977,724.58997218752904
Uruguay,1978,704.892141304436
Uruguay,1979,576.16676571079199
Uruguay,1980,660.96044231418205
Uruguay,1981,739.859978773232
Uruguay,1982,762.53447927039997
Uruguay,1983,990.38179056811396
Uruguay,1984,776.55610280713495
Uruguay,1985,728.68663063243002
Uruguay,1986,831.28067819328396
Uruguay,1987,644.60970297571896
Uruguay,1988,672.23346761403502
Uruguay,1989,765.46576341737398
Uruguay,1990,951.10120896320404
Uruguay,1991,716.71625108275805
Uruguay,1992,677.11081186078502
Uruguay,1993,650.70065412028305
Uruguay,1994,672.48794231330896
Uruguay,1995,644.16450110873996
Uruguay,1996,688.89706306997903
Uruguay,1997,820.926423816122
Uruguay,1998,785.35433094112602
Uruguay,1999,763.855158139899
Uruguay,2000,912.61787647832
Uruguay,2001,794.09251916408198
Uruguay,2002,850.57693743876098
Uruguay,2003,901.63120007088298
Uruguay,2004,920.291340141457
Uruguay,2005,1082.83017275464
Uruguay,2006,1103.2234993768
Uruguay,2007,963.67096636806002
Uruguay,2008,843.04720736587205
Uruguay,2009,1090.9563203169
Uruguay,2010,1095.61237243353
Uruguay,2011,921.67150390129802
Uruguay,2012,1366.9680082740099
Uruguay,2013,1149.2671615009899
Uruguay,2014,1264.0295288652301
