country,year,overshoot_day
Turkey,1961,625.47059971132103
Turkey,1962,624.98798356785596
Turkey,1963,570.35036912311796
Turkey,1964,589.91171956517599
Turkey,1965,563.09087746811804
Turkey,1966,524.02664744100798
Turkey,1967,516.07135879725899
Turkey,1968,494.39726226041898
Turkey,1969,471.56627330535002
Turkey,1970,465.83607838702801
Turkey,1971,449.10768530470301
Turkey,1972,434.41887834849803
Turkey,1973,437.900543793049
Turkey,1974,409.40990647479902
Turkey,1975,395.57189552834097
Turkey,1976,376.02742276684302
Turkey,1977,359.81393701266001
Turkey,1978,376.17387964458601
Turkey,1979,372.86244919109203
Turkey,1980,365.987021834632
Turkey,1981,371.82140334384002
Turkey,1982,369.42856030744201
Turkey,1983,358.12079105804798
Turkey,1984,347.87559593185398
Turkey,1985,337.71248121623802
Turkey,1986,328.72133987019703
Turkey,1987,309.00641740067499
Turkey,1988,330.51263549309499
Turkey,1989,298.439903181913
Turkey,1990,288.40344587384402
Turkey,1991,298.53220236270897
Turkey,1992,288.61662521534998
Turkey,1993,255.50350307588999
Turkey,1994,285.443590760576
Turkey,1995,250.22373499177399
Turkey,1996,241.81526509193901
Turkey,1997,235.29121222915199
Turkey,1998,241.060971468449
Turkey,1999,241.889105520399
Turkey,2000,224.94038914324099
Turkey,2001,266.01389126490898
Turkey,2002,233.54122690070099
Turkey,2003,221.74153248604301
Turkey,2004,221.15841205043699
Turkey,2005,209.55557445846799
Turkey,2006,196.13949219494401
Turkey,2007,172.105012860073
Turkey,2008,173.854098626964
Turkey,2009,188.748909072554
Turkey,2010,177.817263245981
Turkey,2011,167.44491686125201
Turkey,2012,162.75852870496001
Turkey,2013,169.65308523259199
Turkey,2014,163.771430095097
United Arab Emirates,1980,255.94585717927299
United Arab Emirates,1981,192.92176887978499
United Arab Emirates,1982,169.627206409026
United Arab Emirates,1983,171.721210862166
United Arab Emirates,1984,131.117129823222
United Arab Emirates,1985,117.82507603360099
United Arab Emirates,1986,102.099999805865
United Arab Emirates,1987,88.893313217002699
United Arab Emirates,1988,85.509076032607098
United Arab Emirates,1989,72.984793555126203
United Arab Emirates,1990,73.147762215341601
United Arab Emirates,1991,64.718017591992606
United Arab Emirates,1992,67.071898135891502
United Arab Emirates,1993,64.591691206680494
United Arab Emirates,1994,58.6814684830603
United Arab Emirates,1995,54.907305380604001
United Arab Emirates,1996,53.066373545530197
United Arab Emirates,1997,50.924253053495597
United Arab Emirates,1998,49.131023459109798
United Arab Emirates,1999,49.216066654136
United Arab Emirates,2000,52.0103178010337
United Arab Emirates,2001,42.773220800971998
United Arab Emirates,2002,42.209806909097601
United Arab Emirates,2003,39.6281960434452
United Arab Emirates,2004,37.346172025601298
United Arab Emirates,2005,35.974641338527299
United Arab Emirates,2006,30.087969813784799
United Arab Emirates,2007,26.4749993782535
United Arab Emirates,2008,22.044530341255602
United Arab Emirates,2009,22.5756784902972
United Arab Emirates,2010,23.4519086000562
United Arab Emirates,2011,22.095019711190201
United Arab Emirates,2012,21.984624094071499
United Arab Emirates,2013,21.0522216089472
United Arab Emirates,2014,20.841518744761899
