country,year,overshoot_day
China,1961,372.38482785529601
China,1962,393.985024494649
China,1963,387.57733175884198
China,1964,383.85738873305399
China,1965,372.27015313686297
China,1966,360.93920898715902
China,1967,373.66546508721598
China,1968,363.67595201419999
China,1969,342.82851904853698
China,1970,312.20937445302297
China,1971,299.09346482425298
China,1972,287.14215316216001
China,1973,279.71456847019499
China,1974,278.28077651531697
China,1975,263.20042385634002
China,1976,256.89336972606202
China,1977,241.36642946923999
China,1978,233.125236655105
China,1979,230.47948810026301
China,1980,230.351265137322
China,1981,234.971287981594
China,1982,234.438919120945
China,1983,232.86106757947999
China,1984,227.26004229493901
China,1985,225.24444481715199
China,1986,219.90152247563401
China,1987,212.71455453627701
China,1988,202.43085197137
China,1989,198.539789189207
China,1990,204.96494529060601
China,1991,198.657694292332
China,1992,192.956679890999
China,1993,187.32509736433801
China,1994,182.24916043796301
China,1995,173.115605423592
China,1996,174.612596385252
China,1997,175.64901474177799
China,1998,174.95538915013501
China,1999,177.74792866445799
China,2000,170.28560792128201
China,2001,165.41733850516999
China,2002,161.00311219634801
China,2003,145.469845224859
China,2004,136.41205249795601
China,2005,128.21914257454799
China,2006,123.186790239597
China,2007,117.11389140371899
China,2008,116.287175329669
China,2009,107.92493970348301
China,2010,103.40723635643
China,2011,98.093487992456701
China,2012,97.866895017509705
China,2013,95.162007298898104
China,2014,95.9528808102027
