country,year,overshoot_day
Dominica,1961,565.35239176666005
Dominica,1962,572.19561013857901
Dominica,1963,520.24815231605101
Dominica,1964,555.63518292023798
Dominica,1965,545.95132623993095
Dominica,1966,555.65534023424095
Dominica,1967,511.00378123532403
Dominica,1968,483.07171962272702
Dominica,1969,499.02496844506999
Dominica,1970,427.07546385135998
Dominica,1971,433.46650744522998
Dominica,1972,410.24884163760402
Dominica,1973,398.65406723541901
Dominica,1974,395.32765961842699
Dominica,1975,384.47511887720799
Dominica,1976,409.93627851208498
Dominica,1977,378.77586142848497
Dominica,1978,377.90641236132001
Dominica,1979,430.83209227834197
Dominica,1980,313.122419530081
Dominica,1981,325.28289115976099
Dominica,1982,339.52969042114302
Dominica,1983,365.12237769140802
Dominica,1984,337.93179361372898
Dominica,1985,325.46896389021498
Dominica,1986,326.09215369253701
Dominica,1987,310.09992993898601
Dominica,1988,277.81564305854801
Dominica,1989,233.655719604192
Dominica,1990,217.884208707629
Dominica,1991,211.367842278989
Dominica,1992,228.350994650947
Dominica,1993,219.40129400387099
Dominica,1994,216.25981258314101
Dominica,1995,209.384807907843
Dominica,1996,208.14378839777601
Dominica,1997,193.16292932397599
Dominica,1998,190.87070738411799
Dominica,1999,177.59611486658201
Dominica,2000,155.093300973813
Dominica,2001,168.59222113217899
Dominica,2002,183.62815120309401
Dominica,2003,170.20356240413801
Dominica,2004,172.87459811907701
Dominica,2005,165.867349222667
Dominica,2006,175.025311504211
Dominica,2007,146.01225974436801
Dominica,2008,155.73196947472499
Dominica,2009,134.84820375510901
Dominica,2010,181.195035351066
Dominica,2011,166.23303382204199
Dominica,2012,149.30152657482799
Dominica,2013,155.38652333089499
Dominica,2014,151.50387542904701
Dominican Republic,1961,419.73014180233702
Dominican Republic,1962,399.52581788917502
Dominican Republic,1963,378.47909704330999
Dominican Republic,1964,359.743374273651
Dominican Republic,1965,356.71780219947198
Dominican Republic,1966,371.41953604108897
Dominican Republic,1967,377.274399590332
Dominican Republic,1968,330.03326022244698
Dominican Republic,1969,327.15958293794199
Dominican Republic,1970,315.24048417966799
Dominican Republic,1971,301.56499790267998
Dominican Republic,1972,273.37406650096199
Dominican Republic,1973,274.28678410086297
Dominican Republic,1974,257.65318449495999
Dominican Republic,1975,257.622844197593
Dominican Republic,1976,259.502333754711
Dominican Republic,1977,241.35354147666399
Dominican Republic,1978,242.59754845507999
Dominican Republic,1979,244.00345420068399
Dominican Republic,1980,222.35781165875301
Dominican Republic,1981,233.78660827017299
Dominican Republic,1982,250.21211310353399
Dominican Republic,1983,234.12662644453101
Dominican Republic,1984,243.7667661289
Dominican Republic,1985,243.302709770267
Dominican Republic,1986,230.38720029180701
Dominican Republic,1987,211.050569663056
Dominican Republic,1988,208.19216432261601
Dominican Republic,1989,203.18196717759699
Dominican Republic,1990,207.594695962316
Dominican Republic,1991,198.03903325713199
Dominican Republic,1992,187.298936287831
Dominican Republic,1993,183.57688315696399
Dominican Republic,1994,170.01466223509701
Dominican Republic,1995,166.036318216175
Dominican Republic,1996,155.96139297994901
Dominican Republic,1997,141.816446612151
Dominican Republic,1998,133.939015263832
Dominican Republic,1999,120.58637170566701
Dominican Republic,2000,120.845049903499
Dominican Republic,2001,123.265228664067
Dominican Republic,2002,123.780014872146
Dominican Republic,2003,141.153383969179
Dominican Republic,2004,146.84904948663899
Dominican Republic,2005,130.08972368277301
Dominican Republic,2006,122.72807181740799
Dominican Republic,2007,122.613214864722
Dominican Republic,2008,121.558929609617
Dominican Republic,2009,138.51459327205799
Dominican Republic,2010,122.208615085988
Dominican Republic,2011,122.77363692954
Dominican Republic,2012,133.133554915617
Dominican Republic,2013,134.38661498884301
Dominican Republic,2014,136.84476428455901
