country,year,overshoot_day
Myanmar,1961,1742.68566006061
Myanmar,1962,1652.0085611945699
Myanmar,1963,1633.34002793433
Myanmar,1964,1470.9591840140599
Myanmar,1965,1511.67787252624
Myanmar,1966,1563.1758751858399
Myanmar,1967,1379.19624135552
Myanmar,1968,1303.34391217812
Myanmar,1969,1322.3272765187301
Myanmar,1970,1276.9380923493
Myanmar,1971,1238.73920344369
Myanmar,1972,1251.1603042865599
Myanmar,1973,1221.7329664999199
Myanmar,1974,1175.5341848102501
Myanmar,1975,1167.8902538981699
Myanmar,1976,1129.0740276066599
Myanmar,1977,1123.4903447674101
Myanmar,1978,1027.99086977764
Myanmar,1979,1016.49907264434
Myanmar,1980,972.39607713783096
Myanmar,1981,946.73089647442305
Myanmar,1982,909.11306457885905
Myanmar,1983,927.70249979788002
Myanmar,1984,901.24920935198395
Myanmar,1985,869.78421270699005
Myanmar,1986,856.94767774661898
Myanmar,1987,879.41564997778596
Myanmar,1988,897.13411309815694
Myanmar,1989,915.51720307022197
Myanmar,1990,765.96472865890701
Myanmar,1991,771.22725352805401
Myanmar,1992,746.60247208271198
Myanmar,1993,748.33655319490697
Myanmar,1994,726.60785382557799
Myanmar,1995,705.87135660193803
Myanmar,1996,675.39256819552395
Myanmar,1997,685.213238666949
Myanmar,1998,672.34707979028406
Myanmar,1999,604.74519316315605
Myanmar,2000,594.65818140305396
Myanmar,2001,593.46347978836695
Myanmar,2002,588.166969888312
Myanmar,2003,553.14886016277296
Myanmar,2004,532.32875731318904
Myanmar,2005,516.83321760015599
Myanmar,2006,511.07357920173303
Myanmar,2007,509.27056183345502
Myanmar,2008,514.29840870404598
Myanmar,2009,501.55021922830201
Myanmar,2010,483.459669633555
Myanmar,2011,503.070087497229
Myanmar,2012,488.703204977643
Myanmar,2013,476.74581655363397
Myanmar,2014,443.47418495075902
